"0,2-HCore","1,2-HCore","3,2-HCore","4,2-HCore","5,2-HCore"
1800,49,27,405,2349
1800,49,42,1334,17705
1800,51,42,1330,17721
1800,49,21,189,665
1800,49,42,1273,15774
1800,49,9,27,19
1800,49,39,918,8832
1800,49,15,100,201
1800,49,9,46,39
1800,49,18,135,380
1800,49,24,297,1445
1800,49,18,180,580
1800,49,3,0,0
1800,49,9,46,39
1800,49,9,27,19
1800,49,6,9,0
1800,49,9,29,19
1800,49,3,0,0
1800,49,9,27,19
1800,49,3,0,0
1800,49,9,27,19
1800,49,9,27,19
1800,49,9,27,19
1800,3,3,0,0
1800,190,18,193,698
1800,190,12,54,76
1800,190,42,1325,17016
1800,190,42,2429,27920
1800,190,36,1465,15624
1800,190,9,37,30
1800,190,18,167,583
1800,190,21,280,1338
1800,190,42,1600,21145
1800,190,42,2170,25712
1800,190,15,90,190
1800,190,12,71,123
1800,190,36,1685,18636
1800,190,10,43,36
1800,190,21,269,1228
1800,190,36,1407,15305
1800,190,42,1273,15373
1800,190,36,673,5743
1800,190,37,1108,10835
1800,190,42,2296,27307
1800,190,12,93,175
1800,190,42,2097,26662
1800,190,18,135,380
1800,190,33,619,4854
1800,190,39,968,10222
1800,190,9,27,19
1800,190,36,911,9923
1800,190,36,2155,21921
1800,190,21,313,1379
1800,190,18,152,475
1800,190,18,258,990
1800,190,9,27,19
1800,190,36,667,5420
1800,190,33,901,8546
1800,190,18,135,380
1800,190,9,37,30
1800,190,24,419,2275
1800,190,18,135,404
1800,190,12,54,76
1800,190,12,54,76
1800,190,21,203,836
1800,190,9,27,19
1800,190,30,507,3426
1800,190,42,3390,41310
1800,190,3,0,0
1800,190,18,161,550
1800,190,21,189,665
1800,190,3,0,0
1800,190,34,862,7461
1800,190,42,3121,36049
1800,190,6,9,0
1800,190,9,27,19
1800,190,18,135,380
1800,190,42,1071,10500
1800,190,12,54,76
1800,190,27,392,2259
1800,190,42,1563,21262
1800,190,42,1532,20096
1800,190,36,1548,16376
1800,190,6,9,0
1800,190,12,54,76
1800,190,21,189,691
1800,190,33,1025,8521
1800,190,42,1455,18246
1800,190,21,297,1308
1800,190,15,171,486
1800,190,9,27,19
1800,190,12,82,161
1800,190,9,27,19
1800,190,9,27,19
1800,190,9,27,19
1800,190,3,0,0
1800,190,3,0,0
1800,190,15,90,190
1800,190,12,66,88
1800,190,9,27,19
1800,190,12,54,76
1800,190,21,328,1487
1800,190,0,0,0
1800,190,6,9,0
1800,190,3,0,0
1800,190,9,27,19
1800,190,0,0,0
1800,190,0,0,0
1800,190,33,734,6236
1800,190,18,135,380
1800,190,6,12,0
1800,190,0,0,0
1800,190,6,9,0
1800,190,12,64,113
1800,190,12,64,113
1800,190,36,887,8769
1800,190,12,71,123
1800,190,3,0,0
1800,190,3,0,0
1800,190,3,0,0
1800,190,36,933,9359
1800,190,27,324,1596
1800,190,9,27,19
1800,190,12,54,76
1800,190,9,27,19
1800,190,3,0,0
1800,190,36,787,7973
1800,190,12,54,76
1800,190,30,541,3785
1800,190,15,90,190
1800,190,3,0,0
1800,190,0,0,0
1800,190,6,12,0
1800,190,6,9,0
1800,190,12,54,76
1800,190,9,27,19
1800,190,15,90,208
1800,190,3,0,0
1800,190,0,0,0
1800,190,15,101,250
1800,190,0,0,0
1800,190,12,54,76
1800,190,6,9,0
1800,190,12,54,76
1800,190,12,64,113
1800,190,21,189,665
1800,190,12,64,113
1800,190,6,9,0
1800,190,18,150,452
1800,190,0,0,0
1800,190,3,0,0
1800,190,39,1108,11035
1800,190,36,662,5658
1800,190,15,90,190
1800,190,6,9,0
1800,190,15,158,397
1800,190,21,258,1137
1800,190,6,9,0
1800,190,3,0,0
1800,190,3,0,0
1800,190,9,40,33
1800,190,3,0,0
1800,190,18,135,380
1800,190,12,87,140
1800,190,9,27,19
1800,190,12,54,76
1800,190,12,54,76
1800,190,3,0,0
1800,190,12,54,76
1800,190,18,183,629
1800,190,3,0,0
1800,190,24,297,1445
1800,190,0,0,0
1800,190,3,0,0
1800,190,6,9,0
1800,190,10,60,54
1800,190,0,0,0
1800,190,3,0,0
1800,190,15,94,221
1800,190,6,9,0
1800,190,3,0,0
1800,190,12,82,157
1800,190,0,0,0
1800,190,6,9,0
1800,190,9,42,30
1800,190,3,0,0
1800,190,36,1232,14029
1800,190,3,0,0
1800,190,18,135,380
1800,190,12,54,76
1800,190,0,0,0
1800,190,3,0,0
1800,190,6,9,0
1800,190,12,71,123
1800,190,3,0,0
1800,190,18,171,561
1800,190,3,0,0
1800,190,9,27,19
1800,190,12,71,123
1800,190,12,89,171
1800,190,12,54,76
1800,190,0,0,0
1800,190,3,0,0
1800,190,3,0,0
1800,190,0,0,0
1800,92,18,172,556
1800,49,18,186,695
1800,67,18,172,558
1800,107,18,186,695
1800,21,16,124,302
1800,29,18,186,695
1800,16,6,9,0
1800,35,18,161,481
1800,92,12,54,76
1800,128,12,54,76
1800,19,6,9,0
1800,10,6,9,0
1800,5,3,0,0
1800,16,3,0,0
1800,75,19,190,653
1800,16,3,0,0
1800,128,19,195,653
1800,24,15,90,190
1800,51,19,190,639
1800,20,13,95,147
1800,43,19,190,653
1800,32,18,161,436
1800,16,0,0,0
1800,16,9,32,24
1800,16,9,27,19
1800,16,0,0,0
1800,16,3,0,0
1800,92,42,1041,10643
1800,36,21,189,665
1800,53,42,1255,15895
1800,75,42,1233,15351
1800,43,42,1063,11839
1800,42,36,660,5434
1800,67,42,867,7681
1800,53,42,1099,12679
1800,42,39,893,8372
1800,42,36,667,5199
1800,37,30,455,2790
1800,34,12,59,82
1800,128,42,1290,16537
1800,41,34,705,5597
1800,34,12,59,82
1800,111,42,1243,15833
1800,43,42,935,9414
1800,37,27,392,2259
1800,43,42,1249,16106
1800,51,42,1292,16723
1800,36,21,227,934
1800,43,42,1179,14679
1800,42,39,882,8089
1800,34,9,46,39
1800,35,18,180,580
1800,34,9,46,39
1800,34,6,9,0
1800,34,9,27,19
1800,111,6,9,0
1800,13,6,9,0
1800,92,34,918,8797
1800,92,18,166,556
1800,92,21,280,1338
1800,92,42,1162,13167
1800,92,21,201,812
1800,92,42,1539,16750
1800,92,34,1114,11295
1800,92,21,269,1228
1800,92,34,1003,9826
1800,92,42,1063,11131
1800,92,37,1017,9700
1800,92,42,1713,20462
1800,92,12,93,175
1800,92,42,1449,17779
1800,92,18,135,380
1800,92,18,163,486
1800,92,39,801,6514
1800,107,34,1341,13361
1800,92,21,290,1305
1800,92,32,727,5721
1800,92,18,135,380
1800,92,24,361,1956
1800,92,18,135,404
1800,92,21,203,836
1800,92,12,54,76
1800,128,42,2439,28144
1800,92,21,189,665
1800,92,9,27,19
1800,92,34,763,6031
1800,111,42,2281,26394
1800,92,21,201,991
1800,92,21,201,878
1800,92,21,201,991
1800,92,18,135,380
1800,92,42,1243,14796
1800,92,21,201,878
1800,92,42,1120,12471
1800,92,34,993,9293
1800,92,21,189,665
1800,92,6,9,0
1800,92,33,824,7166
1800,92,42,1076,11188
1800,92,21,283,1273
1800,92,21,328,1487
1800,92,18,135,380
1800,92,34,739,6152
1800,92,33,762,6328
1800,92,12,54,76
1800,92,6,12,0
1800,92,12,54,76
1800,92,6,9,0
1800,92,15,141,350
1800,92,18,135,380
1800,92,12,54,76
1800,92,18,183,629
1800,92,15,90,190
1800,92,6,9,0
1800,92,34,863,7896
1800,92,18,135,380
1800,92,12,71,123
1800,92,12,54,76
1800,92,0,0,0
1800,92,3,0,0
1800,92,0,0,0
1800,92,3,0,0
1800,92,21,271,1089
1800,92,0,0,0
1800,92,3,0,0
1800,92,3,0,0
1800,92,9,27,19
1800,92,0,0,0
1800,92,6,9,0
1800,92,0,0,0
1800,92,6,9,0
1800,92,6,9,0
1800,92,6,9,0
1800,92,9,35,23
1800,92,3,0,0
1800,92,0,0,0
1800,92,0,0,0
1800,92,3,0,0
1800,111,3,0,0
1800,75,30,587,3806
1800,56,36,1086,12875
1800,56,36,1063,11972
1800,56,27,417,2250
1800,67,36,1118,13048
1800,56,36,1015,10710
1800,56,36,859,8851
1800,107,36,1340,14608
1800,56,21,337,1486
1800,56,18,199,692
1800,128,36,1129,12675
1800,111,33,1012,9635
1800,56,15,102,208
1800,68,36,1401,15236
1800,56,12,54,76
1800,56,33,799,6681
1800,56,21,288,1305
1800,56,3,0,0
1800,56,33,668,5444
1800,56,12,64,113
1800,56,36,787,7289
1800,56,36,809,7612
1800,56,27,324,1649
1800,56,36,758,6999
1800,56,30,525,3638
1800,56,6,9,0
1800,56,15,90,208
1800,56,15,101,250
1800,56,18,183,584
1800,56,22,239,946
1800,56,36,662,5658
1800,56,15,90,190
1800,56,15,118,277
1800,56,12,54,76
1800,56,12,83,158
1800,56,36,1010,11542
1800,56,9,27,19
1800,56,9,27,19
1800,56,9,27,19
1800,56,9,27,19
1800,56,9,27,19
1800,56,6,9,0
1800,56,0,0,0
1800,56,0,0,0
1800,56,3,0,0
1800,56,3,0,0
1800,56,0,0,0
1800,56,15,90,190
1800,56,18,152,475
1800,56,9,27,19
1800,56,6,9,0
1800,56,0,0,0
1800,22,9,37,30
1800,30,9,27,19
1800,75,18,167,583
1800,21,18,135,380
1800,128,18,166,556
1800,111,18,166,556
1800,15,12,54,76
1800,36,18,147,419
1800,75,21,280,1338
1800,23,21,189,665
1800,33,21,189,665
1800,22,21,189,665
1800,128,21,280,1338
1800,111,21,280,1338
1800,51,21,227,934
1800,75,42,1476,19229
1800,53,42,1165,14370
1800,53,36,655,4997
1800,53,37,896,8594
1800,67,42,983,9556
1800,53,42,1166,13679
1800,53,18,221,812
1800,53,6,9,0
1800,53,33,614,4820
1800,53,39,987,10500
1800,53,7,16,0
1800,107,30,523,3280
1800,53,36,667,5535
1800,53,12,54,76
1800,53,30,514,3466
1800,128,42,1584,21052
1800,53,12,54,76
1800,53,21,189,665
1800,111,42,1474,19536
1800,53,42,937,9063
1800,53,27,392,2256
1800,53,42,1402,18896
1800,53,42,1366,17928
1800,53,21,227,934
1800,53,42,1361,17476
1800,53,15,118,296
1800,53,15,90,190
1800,53,21,189,665
1800,53,6,9,0
1800,53,39,1038,10539
1800,53,24,297,1445
1800,53,18,169,559
1800,53,0,0,0
1800,53,3,0,0
1800,53,12,54,76
1800,53,21,269,1148
1800,53,9,27,19
1800,53,12,54,76
1800,53,6,9,0
1800,53,12,54,76
1800,53,0,0,0
1800,53,6,9,0
1800,53,12,54,76
1800,53,12,54,76
1800,53,12,54,76
1800,128,21,201,812
1800,111,21,201,812
1800,22,21,201,812
1800,22,21,189,665
1800,22,21,201,812
1800,22,21,189,665
1800,75,15,90,190
1800,75,10,43,36
1800,75,21,269,1228
1800,75,30,523,3200
1800,75,42,1150,13215
1800,75,36,685,5826
1800,75,37,956,8616
1800,75,42,1270,14766
1800,75,18,221,812
1800,75,33,636,5057
1800,75,39,988,10500
1800,75,7,24,0
1800,107,30,810,5911
1800,75,21,223,844
1800,75,36,667,5575
1800,75,24,336,1649
1800,75,18,135,380
1800,75,21,199,805
1800,75,30,507,3452
1800,128,42,2137,25488
1800,75,34,736,5777
1800,111,42,1970,23920
1800,75,18,135,380
1800,75,42,998,10046
1800,75,12,54,76
1800,75,27,392,2199
1800,75,42,1420,18622
1800,75,42,1360,17605
1800,75,30,643,4217
1800,75,30,493,2883
1800,75,42,1320,16419
1800,75,21,223,844
1800,75,12,54,76
1800,75,18,199,726
1800,75,6,9,0
1800,75,6,12,0
1800,75,3,0,0
1800,75,21,193,669
1800,75,15,90,190
1800,75,9,27,19
1800,75,21,189,665
1800,75,3,0,0
1800,75,39,1095,11161
1800,75,15,108,210
1800,75,9,27,19
1800,75,24,297,1445
1800,75,6,9,0
1800,75,3,0,0
1800,75,12,54,76
1800,75,9,27,19
1800,75,0,0,0
1800,75,9,37,30
1800,75,3,0,0
1800,75,12,54,76
1800,75,21,273,1086
1800,75,3,0,0
1800,75,12,54,76
1800,75,0,0,0
1800,75,9,48,42
1800,75,3,0,0
1800,75,6,9,0
1800,75,6,9,0
1800,75,15,90,190
1800,107,15,90,190
1800,128,15,90,190
1800,111,15,90,190
1800,14,6,9,0
1800,10,6,9,0
1800,128,12,54,76
1800,111,12,56,76
1800,43,12,54,76
1800,10,0,0,0
1800,22,12,71,123
1800,21,12,54,76
1800,111,12,71,123
1800,51,12,54,76
1800,111,3,0,0
1800,54,36,1134,13497
1800,49,27,488,2798
1800,67,36,1476,17439
1800,53,36,1094,12116
1800,49,36,896,9852
1800,107,36,1479,16823
1800,49,18,216,849
1800,49,33,894,8546
1800,128,36,1349,15445
1800,49,25,395,2006
1800,111,33,1146,11144
1800,49,26,517,3108
1800,51,25,372,1856
1800,68,36,1140,13279
1800,49,33,785,6800
1800,49,15,109,239
1800,49,21,212,833
1800,49,33,734,6283
1800,49,18,135,380
1800,49,36,856,8512
1800,49,12,71,123
1800,49,36,872,8948
1800,49,27,324,1596
1800,49,12,54,76
1800,49,36,787,7973
1800,49,30,513,3542
1800,49,6,9,0
1800,49,12,54,76
1800,49,12,64,113
1800,49,12,64,113
1800,49,36,662,5725
1800,49,21,258,1110
1800,49,6,9,0
1800,49,18,135,380
1800,49,12,54,76
1800,49,36,1134,13574
1800,49,18,135,380
1800,49,12,71,123
1800,49,9,27,19
1800,49,3,0,0
1800,49,15,90,190
1800,49,6,9,0
1800,49,6,9,0
1800,111,10,43,36
1800,17,9,27,19
1800,12,6,9,0
1800,107,18,172,562
1800,24,18,172,562
1800,22,21,189,665
1800,128,21,269,1228
1800,111,21,269,1228
1800,24,18,172,562
1800,67,36,1224,14041
1800,54,36,1118,11969
1800,54,9,27,19
1800,54,36,860,8866
1800,107,36,1258,14222
1800,54,33,783,7120
1800,128,36,1273,14469
1800,111,33,983,9075
1800,54,25,429,2276
1800,68,36,1140,12406
1800,54,33,779,6689
1800,54,12,68,117
1800,54,12,54,76
1800,54,9,27,19
1800,54,18,135,380
1800,54,36,835,8446
1800,54,3,0,0
1800,54,36,809,7798
1800,54,27,324,1649
1800,54,9,27,19
1800,54,36,758,7022
1800,54,12,54,76
1800,54,30,504,3207
1800,54,12,54,76
1800,54,12,54,76
1800,54,18,135,380
1800,54,36,639,4792
1800,54,21,258,1137
1800,54,15,94,221
1800,54,36,977,11267
1800,54,12,89,171
1800,54,9,27,19
1800,54,0,0,0
1800,54,3,0,0
1800,54,6,9,0
1800,54,9,27,19
1800,54,15,90,190
1800,54,0,0,0
1800,54,3,0,0
1800,54,18,152,475
1800,54,0,0,0
1800,54,0,0,0
1800,54,0,0,0
1800,54,9,27,19
1800,54,9,27,19
1800,54,9,42,25
1800,54,3,0,0
1800,42,37,840,7410
1800,67,42,944,9117
1800,53,42,1063,11237
1800,33,18,135,380
1800,42,36,667,5391
1800,128,42,1238,15107
1800,111,42,1233,15107
1800,43,42,843,7164
1800,43,42,1146,14072
1800,51,42,1127,13275
1800,68,25,390,1858
1800,34,21,189,665
1800,43,42,1136,13165
1800,32,15,90,190
1800,32,21,189,665
1800,42,39,869,7652
1800,30,12,54,76
1800,30,9,40,33
1800,128,36,669,5429
1800,38,33,509,3221
1800,111,36,664,5411
1800,32,27,324,1596
1800,43,36,673,5533
1800,51,36,655,4997
1800,43,36,655,4997
1800,31,24,252,1064
1800,23,9,37,30
1800,24,15,90,190
1800,67,36,840,6988
1800,40,33,573,3816
1800,107,30,633,4249
1800,128,37,1093,10797
1800,111,37,1080,10791
1800,43,37,896,8358
1800,51,37,863,7593
1800,68,27,471,2685
1800,29,6,9,0
1800,32,18,177,567
1800,40,33,675,4670
1800,29,9,27,19
1800,29,12,54,76
1800,29,3,0,0
1800,29,6,9,0
1800,29,3,0,0
1800,67,42,1560,18978
1800,67,9,27,19
1800,67,36,888,9766
1800,107,36,1623,18077
1800,67,9,27,19
1800,67,33,854,8197
1800,67,18,135,380
1800,67,24,281,1228
1800,67,12,54,76
1800,128,42,1945,24371
1800,67,33,705,4960
1800,111,42,1598,19451
1800,67,6,9,0
1800,67,9,27,19
1800,67,42,1087,11282
1800,67,42,958,9195
1800,68,36,1197,13565
1800,67,33,785,6909
1800,67,42,882,8014
1800,67,21,225,846
1800,67,9,27,19
1800,67,12,54,76
1800,67,33,725,6205
1800,67,18,135,380
1800,67,6,9,0
1800,67,12,64,113
1800,67,36,848,8446
1800,67,36,869,8869
1800,67,27,324,1596
1800,67,36,787,7973
1800,67,30,518,3547
1800,67,12,54,76
1800,67,12,54,76
1800,67,12,64,113
1800,67,36,662,5658
1800,67,6,9,0
1800,67,21,258,1110
1800,67,12,54,76
1800,67,3,0,0
1800,67,12,54,76
1800,67,18,157,480
1800,67,3,0,0
1800,67,15,90,190
1800,67,36,1117,13172
1800,67,18,135,380
1800,67,6,12,0
1800,67,18,163,486
1800,67,15,90,190
1800,67,9,27,19
1800,67,9,27,19
1800,53,12,54,76
1800,19,12,54,76
1800,17,12,54,76
1800,111,12,93,175
1800,53,39,877,7911
1800,53,36,823,7783
1800,107,36,1331,14271
1800,53,18,152,475
1800,53,33,774,6679
1800,53,9,27,19
1800,53,24,303,1450
1800,128,42,1942,24995
1800,53,18,155,535
1800,53,9,27,19
1800,53,12,54,76
1800,111,42,1570,20192
1800,53,42,937,8802
1800,53,27,324,1596
1800,53,42,1214,14208
1800,53,42,1125,12831
1800,68,36,1090,11266
1800,53,33,779,6538
1800,53,42,1121,13058
1800,53,21,232,939
1800,53,15,131,339
1800,53,9,27,19
1800,53,33,639,4714
1800,53,12,64,113
1800,53,36,787,7112
1800,53,36,758,6798
1800,53,12,54,76
1800,53,39,876,7325
1800,53,36,639,4963
1800,53,21,239,973
1800,53,12,54,76
1800,53,36,887,9603
1800,53,12,71,123
1800,53,12,75,127
1800,53,21,224,845
1800,53,15,90,190
1800,53,18,138,384
1800,15,10,54,56
1800,128,18,136,384
1800,111,18,135,380
1800,43,18,148,411
1800,15,10,42,35
1800,27,16,124,302
1800,27,18,135,380
1800,128,18,221,812
1800,43,18,221,812
1800,16,6,9,0
1800,23,16,124,302
1800,43,6,9,0
1800,3,0,0,0
1800,38,33,604,4691
1800,30,21,200,703
1800,33,28,394,2126
1800,128,33,636,5057
1800,111,33,591,4266
1800,43,33,591,4250
1800,51,33,593,4572
1800,43,33,582,4202
1800,38,33,540,3612
1800,28,18,158,481
1800,35,30,507,3426
1800,128,39,993,10500
1800,111,39,935,9413
1800,42,39,749,6048
1800,43,39,950,9685
1800,51,39,963,10222
1800,43,39,893,8549
1800,41,36,757,6214
1800,22,3,0,0
1800,31,21,224,845
1800,26,7,16,0
1800,10,3,0,0
1800,10,0,0,0
1800,12,4,0,0
1800,18,7,16,0
1800,107,36,924,10060
1800,38,33,665,5078
1800,128,36,855,8542
1800,38,18,135,380
1800,68,36,887,9079
1800,36,33,643,4963
1800,38,36,728,6145
1800,38,36,710,5736
1800,36,27,324,1649
1800,38,36,783,7973
1800,36,30,463,2798
1800,38,36,662,5725
1800,24,3,0,0
1800,38,36,851,9063
1800,26,15,90,190
1800,30,18,152,475
1800,107,15,101,202
1800,107,18,258,990
1800,107,33,868,8398
1800,107,18,135,380
1800,128,36,1641,18399
1800,107,26,406,2016
1800,111,33,1340,13531
1800,107,10,54,48
1800,107,36,1479,15249
1800,107,33,862,7482
1800,107,3,0,0
1800,107,9,27,19
1800,107,21,292,1265
1800,107,33,736,6283
1800,107,18,135,380
1800,107,12,64,113
1800,107,12,54,76
1800,107,36,859,8512
1800,107,12,71,123
1800,107,36,874,8948
1800,107,27,324,1659
1800,107,9,27,19
1800,107,3,0,0
1800,107,36,787,7973
1800,107,30,541,3785
1800,107,12,54,76
1800,107,15,90,208
1800,107,15,101,250
1800,107,6,9,0
1800,107,12,64,113
1800,107,26,409,2085
1800,107,36,662,5725
1800,107,15,90,190
1800,107,21,258,1137
1800,107,18,135,380
1800,107,12,62,85
1800,107,12,54,76
1800,107,12,54,76
1800,107,16,124,302
1800,107,15,94,221
1800,107,6,9,0
1800,107,12,90,152
1800,107,9,47,36
1800,107,36,1164,13632
1800,107,3,0,0
1800,107,18,135,380
1800,107,12,71,123
1800,107,9,27,19
1800,107,12,89,171
1800,107,0,0,0
1800,107,3,0,0
1800,107,0,0,0
1800,107,3,0,0
1800,107,9,27,19
1800,107,6,9,0
1800,107,6,12,0
1800,107,0,0,0
1800,107,3,0,0
1800,107,0,0,0
1800,107,0,0,0
1800,107,6,9,0
1800,107,0,0,0
1800,107,6,9,0
1800,107,3,0,0
1800,107,9,37,30
1800,107,0,0,0
1800,107,0,0,0
1800,107,0,0,0
1800,107,0,0,0
1800,107,15,90,190
1800,107,0,0,0
1800,107,0,0,0
1800,107,15,90,190
1800,107,0,0,0
1800,107,0,0,0
1800,107,18,159,479
1800,107,9,27,19
1800,107,0,0,0
1800,107,3,0,0
1800,107,9,27,19
1800,107,3,0,0
1800,107,9,27,19
1800,107,6,9,0
1800,107,3,0,0
1800,107,9,34,24
1800,107,3,0,0
1800,107,3,0,0
1800,107,3,0,0
1800,107,0,0,0
1800,128,21,258,1110
1800,111,21,301,1340
1800,18,15,90,190
1800,68,21,313,1330
1800,24,18,135,380
1800,30,21,189,665
1800,21,15,105,254
1800,19,15,90,208
1800,35,21,189,665
1800,17,15,90,190
1800,12,6,9,0
1800,128,18,152,475
1800,19,18,135,380
1800,51,18,135,380
1800,12,6,9,0
1800,17,9,27,19
1800,29,16,161,465
1800,111,18,196,709
1800,68,18,174,564
1800,17,15,90,190
1800,17,15,90,190
1800,17,15,90,190
1800,35,18,179,580
1800,128,10,42,35
1800,43,10,54,56
1800,15,10,42,35
1800,128,36,667,5349
1800,111,36,667,5199
1800,43,36,667,5316
1800,51,36,667,5420
1800,43,36,667,5391
1800,23,12,54,76
1800,27,21,189,665
1800,40,36,621,4423
1800,8,3,0,0
1800,30,3,0,0
1800,128,33,787,7166
1800,111,32,716,5203
1800,38,31,593,4103
1800,29,15,90,190
1800,36,29,505,2999
1800,38,33,695,5579
1800,38,33,720,5896
1800,28,12,54,76
1800,38,33,631,4605
1800,28,6,9,0
1800,28,12,64,113
1800,38,33,789,7297
1800,29,18,135,380
1800,128,18,135,380
1800,111,18,135,380
1800,12,6,9,0
1800,111,9,37,30
1800,128,24,401,2229
1800,111,24,412,2268
1800,19,9,27,19
1800,43,24,336,1711
1800,24,18,159,481
1800,24,18,157,480
1800,19,6,9,0
1800,128,18,135,380
1800,111,18,135,404
1800,36,18,135,380
1800,13,6,9,0
1800,11,6,9,0
1800,12,6,9,0
1800,111,12,54,76
1800,13,6,9,0
1800,43,12,54,76
1800,9,6,9,0
1800,128,21,203,836
1800,111,21,203,836
1800,18,12,54,76
1800,6,3,0,0
1800,111,9,27,19
1800,68,9,27,19
1800,12,6,9,0
1800,128,30,507,3426
1800,35,30,420,2322
1800,51,30,507,3426
1800,35,28,394,2126
1800,20,3,0,0
1800,20,12,54,76
1800,20,12,54,76
1800,20,9,27,19
1800,20,6,9,0
1800,20,3,0,0
1800,21,9,27,19
1800,51,12,54,76
1800,128,18,161,550
1800,128,21,189,665
1800,128,34,905,7685
1800,128,42,2963,35180
1800,128,21,201,991
1800,128,21,201,878
1800,128,21,201,991
1800,128,18,135,380
1800,128,42,1061,10462
1800,128,42,1610,21377
1800,128,21,201,878
1800,128,42,1520,20214
1800,128,21,239,1000
1800,128,36,1278,13952
1800,128,6,9,0
1800,128,21,189,665
1800,128,21,189,691
1800,128,33,832,7065
1800,128,42,1420,17642
1800,128,15,165,480
1800,128,12,82,161
1800,128,6,9,0
1800,128,15,90,190
1800,128,12,66,88
1800,128,21,328,1487
1800,128,9,27,19
1800,128,6,9,0
1800,128,6,9,0
1800,128,12,54,76
1800,128,36,851,8628
1800,128,3,0,0
1800,128,36,824,7963
1800,128,9,27,19
1800,128,36,758,7022
1800,128,12,54,76
1800,128,30,504,3207
1800,128,15,90,190
1800,128,3,0,0
1800,128,12,54,76
1800,128,12,54,76
1800,128,39,1118,11201
1800,128,36,639,4792
1800,128,15,142,350
1800,128,21,258,1110
1800,128,6,9,0
1800,128,18,135,380
1800,128,18,183,629
1800,128,24,297,1445
1800,128,10,60,54
1800,128,3,0,0
1800,128,36,1025,11570
1800,128,6,9,0
1800,128,12,71,123
1800,128,3,0,0
1800,128,0,0,0
1800,128,3,0,0
1800,128,9,27,19
1800,128,9,27,19
1800,128,3,0,0
1800,128,9,37,30
1800,128,21,307,1313
1800,128,6,9,0
1800,128,9,32,24
1800,128,9,29,19
1800,128,9,27,19
1800,128,3,0,0
1800,128,6,9,0
1800,128,0,0,0
1800,128,15,90,190
1800,128,0,0,0
1800,128,3,0,0
1800,128,10,33,19
1800,128,18,138,384
1800,128,0,0,0
1800,128,0,0,0
1800,128,3,0,0
1800,128,6,9,0
1800,128,9,37,30
1800,128,9,27,19
1800,128,3,0,0
1800,128,3,0,0
1800,128,15,92,192
1800,128,3,0,0
1800,31,18,140,385
1800,51,18,155,535
1800,16,9,40,33
1800,16,9,40,33
1800,111,12,54,76
1800,11,9,27,19
1800,43,12,54,76
1800,111,21,189,665
1800,43,21,189,665
1800,16,9,27,19
1800,12,3,0,0
1800,111,34,870,7550
1800,39,33,495,3135
1800,43,34,793,6848
1800,51,34,716,5933
1800,29,9,27,19
1800,38,21,189,665
1800,26,9,27,19
1800,30,16,124,302
1800,27,15,90,190
1800,43,12,54,76
1800,17,9,27,19
1800,111,21,201,991
1800,111,21,201,878
1800,111,21,201,991
1800,111,18,135,380
1800,111,42,951,9438
1800,111,42,1451,20110
1800,111,21,201,878
1800,111,9,27,19
1800,111,42,1411,18799
1800,111,21,227,934
1800,111,33,1063,9973
1800,111,21,189,665
1800,111,6,9,0
1800,111,21,189,691
1800,111,33,868,7874
1800,111,42,1380,17451
1800,111,21,281,1271
1800,111,15,171,486
1800,111,9,27,19
1800,111,12,82,161
1800,111,6,9,0
1800,111,9,27,19
1800,111,15,90,190
1800,111,21,328,1487
1800,111,3,0,0
1800,111,29,505,3037
1800,111,33,695,5085
1800,111,12,54,76
1800,111,33,758,6007
1800,111,12,54,76
1800,111,12,54,76
1800,111,28,419,2258
1800,111,15,90,190
1800,111,12,54,76
1800,111,12,54,76
1800,111,12,64,113
1800,111,18,139,414
1800,111,39,1049,10448
1800,111,15,146,384
1800,111,3,0,0
1800,111,18,183,629
1800,111,24,297,1445
1800,111,9,27,19
1800,111,33,881,8089
1800,111,12,54,76
1800,111,6,9,0
1800,111,3,0,0
1800,111,9,27,19
1800,111,12,71,123
1800,111,3,0,0
1800,111,3,0,0
1800,111,9,27,19
1800,111,0,0,0
1800,111,0,0,0
1800,111,0,0,0
1800,111,6,9,0
1800,111,3,0,0
1800,111,3,0,0
1800,111,6,9,0
1800,111,0,0,0
1800,111,15,90,190
1800,22,21,201,878
1800,22,21,201,991
1800,22,21,201,878
1800,22,21,189,665
1800,68,15,102,208
1800,16,15,90,190
1800,15,15,90,190
1800,15,9,27,19
1800,15,15,90,190
1800,3,0,0,0
1800,22,21,201,878
1800,22,21,201,878
1800,22,21,189,665
1800,5,0,0,0
1800,22,21,201,878
1800,22,21,189,665
1800,43,42,933,8934
1800,51,42,955,9600
1800,68,21,254,953
1800,43,42,897,8439
1800,30,9,27,19
1800,32,24,252,1064
1800,30,10,41,34
1800,30,12,54,76
1800,30,9,27,19
1800,30,12,54,76
1800,30,12,54,76
1800,36,12,54,76
1800,43,27,392,2256
1800,43,27,391,2195
1800,23,9,27,19
1800,24,18,135,380
1800,51,42,1334,18227
1800,43,6,9,0
1800,43,42,1261,16430
1800,43,12,71,123
1800,43,6,9,0
1800,43,9,27,19
1800,43,39,910,9019
1800,43,10,41,34
1800,43,18,169,559
1800,43,3,0,0
1800,43,9,37,30
1800,43,21,297,1306
1800,43,3,0,0
1800,43,9,37,30
1800,43,15,92,192
1800,22,21,189,665
1800,8,6,9,0
