"0,2-HCore","1,2-HCore","3,2-HCore","4,2-HCore","5,2-HCore"
833,40,6,9,0
833,40,18,152,475
833,40,9,27,19
833,40,6,9,0
833,38,0,0,0
1233,33,21,258,1110
1044,32,21,290,1305
480,18,15,90,190
730,41,21,313,1330
515,24,18,135,380
598,30,21,189,665
489,21,15,105,254
480,19,15,90,208
655,32,21,189,665
467,17,15,90,190
1044,32,18,174,564
716,41,18,174,564
455,16,15,90,190
459,16,15,90,190
453,16,15,90,190
645,32,18,135,380
1233,86,33,881,8128
1233,41,36,1107,12675
1233,38,33,699,5439
1233,38,36,787,7289
1233,38,36,758,6571
1233,38,36,728,6134
1233,36,30,484,3049
1233,38,22,239,946
1233,38,36,639,4792
1233,38,36,888,9649
1233,33,18,135,380
1233,27,3,0,0
1044,41,33,959,9183
1044,38,33,761,6529
1044,32,21,281,1271
1044,36,29,436,2504
1044,38,33,616,4237
1044,38,33,668,4798
1044,36,28,419,2258
1044,30,18,139,414
1044,38,22,239,946
1044,38,33,775,6494
1044,26,3,0,0
705,41,15,102,208
452,16,15,90,190
441,15,15,90,190
441,15,9,27,19
433,15,15,90,190
805,41,33,744,6198
738,41,33,668,5444
766,41,36,785,7289
769,41,36,787,7466
717,41,27,324,1649
738,41,36,758,6999
737,41,30,522,3635
708,41,18,183,584
799,41,22,239,946
737,41,36,662,5658
705,41,15,118,277
705,41,12,64,86
809,41,36,995,11542
705,41,9,27,19
705,41,9,27,19
705,41,9,27,19
705,41,9,27,19
705,41,15,90,190
708,41,18,152,475
705,41,9,27,19
703,41,6,9,0
599,25,12,54,76
465,18,12,54,76
634,30,21,266,1144
657,36,29,393,2124
599,25,12,64,113
693,38,33,597,3962
612,28,18,135,380
596,25,12,54,76
608,26,12,78,152
725,38,33,640,4614
601,30,18,135,380
401,4,3,0,0
631,36,31,518,3189
599,36,33,556,3799
588,34,27,384,1992
590,36,33,537,3619
678,36,33,668,5444
419,13,12,54,76
433,13,12,64,113
658,38,36,717,5826
629,38,36,684,5213
703,38,36,787,7289
633,38,36,652,4832
585,28,18,135,380
705,38,36,783,7313
647,36,27,324,1596
454,17,9,27,19
483,22,15,90,190
591,38,36,639,4963
678,38,36,758,6999
581,34,30,463,2798
673,36,30,504,3391
487,19,9,27,19
433,15,15,90,208
429,15,15,90,190
433,15,15,90,190
452,17,15,90,208
441,15,15,90,190
673,38,36,662,5658
433,15,15,90,190
433,13,12,54,76
620,29,9,27,19
410,9,9,27,19
410,9,9,27,19
410,9,9,27,19
433,10,3,0,0
406,4,0,0,0
409,20,9,27,19
752,21,18,135,380
1233,60,18,166,556
1044,53,18,166,556
723,15,12,54,76
834,25,18,147,419
1233,21,18,140,385
1044,21,18,148,393
109,12,9,27,19
112,13,9,32,24
1233,86,18,166,556
1233,28,18,135,380
1233,13,9,27,19
1044,28,18,135,380
1044,12,9,27,19
1044,13,9,32,24
295,15,12,54,76
69,10,9,27,19
849,41,12,71,123
839,43,12,71,123
662,33,12,54,76
861,51,12,71,123
692,8,3,0,0
817,34,12,54,76
810,35,12,54,76
766,23,21,189,665
843,33,21,189,665
760,22,21,189,665
1233,60,21,280,1338
1044,53,21,280,1338
858,36,21,227,934
174,21,21,189,665
1233,23,21,189,665
1044,23,21,189,665
1233,33,21,189,665
1044,33,21,189,665
737,32,21,189,665
1233,22,21,189,665
1044,22,21,189,665
1233,86,21,280,1338
1233,40,21,227,934
1044,40,21,227,934
861,43,42,1102,12680
858,42,36,655,4997
861,42,37,829,7332
886,43,42,1096,12145
858,39,18,221,812
858,40,33,614,4820
860,42,39,982,10500
858,39,7,16,0
891,40,30,453,2625
858,42,36,667,5535
858,39,9,27,19
858,39,30,507,3444
1233,60,42,1419,18678
858,39,21,230,1009
1044,53,42,1292,16892
861,43,42,937,9063
858,39,27,376,2108
886,43,42,1335,17383
886,43,42,1273,16374
886,43,42,1241,15650
858,39,21,189,665
861,42,39,1033,10607
858,39,3,0,0
858,39,24,297,1445
858,39,12,54,76
858,39,21,240,974
858,39,12,54,76
858,39,15,90,190
858,39,0,0,0
858,39,3,0,0
858,39,0,0,0
790,33,21,189,665
843,33,21,227,934
625,23,21,189,665
843,38,21,227,934
843,39,21,227,934
599,15,6,9,0
593,11,3,0,0
843,42,37,810,6978
861,43,42,925,8934
858,43,42,1042,11010
831,42,36,667,5391
793,32,18,172,562
1233,43,42,1165,14353
1044,43,42,1147,14154
843,43,42,838,7070
857,43,42,1147,14294
852,43,42,1112,13254
852,43,42,1146,13462
789,32,15,90,190
789,32,21,189,665
843,42,39,840,7421
1233,42,36,632,4536
1044,42,36,629,4530
723,32,27,324,1596
843,42,36,638,4653
843,42,36,594,4180
843,42,36,655,4997
670,21,9,27,19
708,31,24,252,1064
666,19,6,9,0
861,41,36,699,5487
836,40,33,573,3816
858,40,30,449,2517
1233,42,37,896,8594
1044,42,37,895,8594
852,42,37,849,7887
850,42,37,821,7004
841,40,33,603,4171
742,22,6,9,0
737,21,3,0,0
886,43,42,876,7572
898,51,30,417,2221
857,31,18,163,486
852,28,12,54,76
1233,49,42,991,9719
1044,43,42,964,9414
886,43,42,925,8934
882,43,42,867,7871
882,43,42,876,7829
857,31,18,135,380
850,42,39,877,7911
886,40,30,449,2517
1233,44,42,1145,13237
843,34,21,245,1082
1044,43,42,1140,13171
854,43,42,877,8109
843,37,27,347,1754
861,43,42,1156,13540
861,43,42,1071,12206
861,43,42,1131,13239
843,33,15,90,190
850,42,39,819,6818
843,34,21,224,845
688,27,16,124,302
688,27,18,135,380
1233,41,18,221,812
843,38,18,221,812
649,23,16,124,302
837,39,6,9,0
789,38,33,604,4691
727,33,28,394,2126
1233,41,33,614,4820
1044,41,33,566,3967
843,40,33,591,4250
843,40,33,591,4536
843,40,33,566,3967
798,38,33,537,3609
709,28,18,158,481
746,31,18,135,380
769,35,30,507,3426
1233,42,39,1006,10643
1044,42,39,933,9413
837,42,39,771,6205
850,42,39,941,9685
843,42,39,961,10222
843,42,39,903,8696
830,41,36,757,6214
756,31,21,224,845
709,21,3,0,0
593,11,3,0,0
626,16,6,9,0
843,27,15,90,190
1233,44,30,538,3367
1044,41,30,523,3280
858,38,26,315,1463
1233,42,36,667,5316
1044,42,36,667,5199
843,42,36,667,5316
843,42,36,667,5391
843,42,36,667,5391
679,27,21,189,665
798,40,36,621,4423
655,19,3,0,0
1233,41,18,223,836
780,30,18,172,562
843,39,18,198,733
599,11,3,0,0
1044,41,12,54,76
578,7,3,0,0
1233,41,30,507,3426
795,35,30,420,2322
843,37,30,507,3426
788,35,28,394,2126
635,19,3,0,0
640,20,12,54,76
640,20,12,54,76
637,19,6,9,0
1233,41,21,227,934
1233,41,21,189,665
1233,86,42,1448,19457
1233,43,42,941,9236
1233,60,42,1374,18430
1233,43,42,1330,17819
1233,41,21,227,934
1233,43,42,1311,16894
1233,41,15,118,296
1233,38,3,0,0
1233,41,15,90,190
1233,39,9,27,19
1233,42,39,1028,10518
1233,41,24,297,1445
1233,41,21,269,1148
1233,39,9,27,19
1233,39,6,9,0
843,38,21,230,1009
843,36,21,230,1009
762,33,21,207,755
609,19,15,90,190
1044,41,21,189,665
658,24,18,135,380
843,38,21,245,1082
843,39,21,245,1082
1044,41,12,54,76
841,39,12,54,76
1044,41,21,189,665
843,39,21,189,665
1044,43,42,906,8444
1044,43,42,1330,17798
1044,43,42,1272,16684
1044,41,21,227,934
1044,43,42,1337,17046
1044,41,15,118,296
1044,41,15,90,190
1044,41,9,27,19
1044,42,39,961,9713
1044,41,6,9,0
1044,41,15,101,228
1044,41,24,297,1445
1044,41,3,0,0
1044,41,6,9,0
1044,41,13,79,131
1044,41,6,9,0
853,43,42,878,8109
850,43,42,914,8696
846,43,42,916,8659
762,25,9,27,19
783,32,24,252,1064
762,25,12,54,76
762,25,12,54,76
843,38,27,431,2541
843,39,27,405,2354
652,23,13,79,131
658,24,18,192,697
652,22,18,144,456
639,20,18,135,380
639,20,18,135,380
639,20,18,135,380
861,43,42,1282,16914
861,43,42,1324,17282
843,38,9,27,19
850,42,39,940,9356
843,38,15,120,306
843,38,18,172,586
843,38,21,269,1148
843,38,15,90,190
843,38,6,9,0
843,38,13,120,258
843,38,0,0,0
843,38,3,0,0
843,38,6,9,0
843,36,21,227,934
858,43,42,1195,15231
843,36,21,189,665
843,36,9,27,19
843,42,39,1028,10405
843,36,18,135,380
843,36,12,54,76
843,36,6,9,0
843,36,12,54,76
843,36,12,54,76
843,36,12,54,76
843,36,15,90,190
843,36,0,0,0
843,36,6,9,0
765,33,21,189,665
843,39,15,90,190
843,39,21,189,665
843,42,39,893,8377
837,39,6,9,0
843,39,15,120,306
843,39,24,297,1445
837,39,3,0,0
837,39,6,9,0
843,39,13,101,210
837,39,0,0,0
581,10,3,0,0
756,31,21,189,665
746,30,15,90,190
612,18,13,79,131
618,18,18,135,380
606,18,18,135,380
606,18,18,135,380
606,18,18,135,380
581,12,12,54,76
581,12,12,54,76
581,12,12,54,76
581,12,12,54,76
579,12,12,54,76
581,12,12,54,76
581,12,12,54,76
579,9,3,0,0
581,10,6,9,0
599,18,18,135,380
599,18,18,135,380
599,18,18,135,380
581,18,18,135,380
581,18,18,135,380
581,18,18,135,380
1233,86,21,201,812
1233,22,21,201,812
1233,22,21,189,665
1233,22,21,201,812
1233,22,21,189,665
1044,22,21,201,812
1044,22,21,189,665
1044,22,21,201,812
1044,22,21,189,665
127,22,21,189,665
127,22,21,201,812
127,22,21,189,665
127,22,21,189,665
125,22,21,189,665
127,22,21,189,665
858,30,15,90,190
1233,60,15,90,190
1044,53,15,90,190
1044,53,10,52,54
714,13,10,43,36
740,17,10,43,36
861,31,18,172,562
789,23,18,172,562
763,22,21,189,665
1233,60,21,269,1228
1044,53,21,269,1228
776,23,18,172,562
865,38,30,493,2932
886,38,30,444,2545
1233,60,30,518,3194
1044,53,30,518,3194
861,38,24,252,1064
861,38,30,444,2545
858,36,30,405,2280
853,32,21,193,669
841,19,9,27,19
858,42,37,775,6172
861,43,42,1007,9862
854,42,36,667,5391
1233,60,42,1130,13014
1044,53,42,1128,13014
858,43,42,841,7164
861,43,42,1093,12459
861,43,42,1079,11839
858,38,25,332,1482
861,43,42,1076,11583
843,31,21,189,665
858,42,39,863,7652
843,28,12,54,76
843,28,9,40,33
843,30,15,90,190
841,25,0,0,0
1233,60,36,663,5411
843,38,33,509,3221
1044,53,36,663,5411
818,32,27,324,1596
858,42,36,664,5515
858,42,36,655,4997
858,42,36,655,4997
808,31,24,252,1064
790,24,15,90,190
858,40,33,573,3816
882,40,30,509,2965
1233,60,37,942,8585
1044,53,37,935,8585
861,42,37,799,6757
861,42,37,779,6248
858,38,25,352,1688
843,31,18,135,380
858,40,33,667,4670
836,28,12,54,76
831,23,3,0,0
861,42,39,877,7911
898,40,30,601,3980
858,37,24,252,1064
1233,60,42,1218,14111
1044,53,42,1213,14111
861,43,42,895,8353
858,37,27,324,1596
886,43,42,1094,11919
886,43,42,1028,10896
877,38,30,521,3155
861,38,30,435,2526
886,43,42,1071,11681
858,36,21,189,665
861,42,39,869,7325
858,36,21,189,665
789,27,16,124,302
791,27,18,135,380
1233,60,18,221,812
858,38,18,221,812
727,16,6,9,0
760,23,16,124,302
843,38,33,614,4835
821,30,21,189,665
814,33,28,394,2126
1233,60,33,661,5217
1044,53,33,582,4202
858,40,33,604,4406
858,40,33,604,4691
858,40,33,582,4202
776,26,18,135,380
843,38,33,537,3609
801,28,18,158,481
839,35,30,507,3426
1233,60,39,1006,10643
1044,53,39,935,9413
858,42,39,749,6048
861,42,39,962,9838
858,42,39,975,10365
858,42,39,893,8549
818,29,18,135,380
850,41,36,757,6214
836,31,21,224,845
814,23,7,16,0
741,17,7,16,0
1233,60,30,808,5911
872,38,24,252,1064
1044,53,30,804,5911
886,51,30,519,3251
883,38,30,405,2280
861,31,18,172,562
861,34,21,189,665
872,38,26,408,2085
1233,60,21,189,665
1044,53,21,223,844
858,30,21,189,665
773,22,18,135,380
1233,60,36,667,5356
1044,53,36,667,5199
858,42,36,667,5316
858,42,36,667,5425
858,42,36,667,5391
776,23,12,54,76
786,27,21,189,665
843,40,36,621,4423
770,22,9,27,19
766,20,3,0,0
1233,60,24,336,1649
1044,53,24,336,1649
858,37,24,297,1340
798,23,18,135,380
1233,60,18,135,380
1044,53,18,135,380
831,25,18,135,380
714,11,6,9,0
1233,60,21,199,805
1044,53,21,199,805
1233,60,6,9,0
1044,53,6,9,0
1233,60,30,507,3426
843,35,30,420,2322
858,37,30,507,3426
843,35,28,394,2126
752,20,12,54,76
752,20,12,54,76
752,20,9,27,19
1233,60,21,227,934
1233,60,34,728,5777
1233,86,42,1943,23706
1233,60,18,135,380
1233,60,42,1002,10119
1233,60,42,1460,18654
1233,60,42,1374,17808
1233,60,30,643,4217
1233,60,30,451,2596
1233,60,42,1283,15696
1233,60,18,135,380
1233,60,12,54,76
1233,60,12,54,76
1233,60,18,199,726
1233,60,6,9,0
1233,60,21,189,665
1233,60,15,90,190
1233,60,15,90,190
1233,60,3,0,0
1233,60,39,1095,11161
1233,60,15,100,201
1233,60,24,297,1461
1233,60,9,37,30
1233,60,21,269,1086
1233,60,6,9,0
1233,60,15,90,190
1233,60,0,0,0
1233,60,9,27,19
1233,60,15,108,238
858,38,21,244,1077
858,36,21,244,1077
836,33,21,226,828
727,19,15,97,227
731,19,12,75,127
1044,53,34,713,5694
858,39,33,495,3135
861,41,34,705,5461
858,41,34,648,4817
836,29,15,93,190
819,25,15,90,190
1044,53,10,55,54
1044,53,18,135,380
1044,53,42,950,9421
1044,53,42,1324,17439
1044,53,42,1264,16341
1044,53,30,643,4217
1044,53,30,482,2843
1044,53,42,1269,15562
1044,53,21,223,844
1044,53,18,199,726
1044,53,21,189,665
1044,53,15,90,190
1044,53,3,0,0
1044,53,39,1028,10304
1044,53,15,90,190
1044,53,24,307,1485
1044,53,6,9,0
1044,53,15,90,190
1044,53,0,0,0
1044,53,15,108,238
1044,53,15,90,190
1044,53,6,9,0
837,28,10,43,36
741,17,10,43,36
721,13,6,9,0
861,43,42,934,8961
861,43,42,935,9414
858,36,21,189,665
860,43,42,897,8439
837,28,12,54,76
836,28,9,27,19
839,28,15,90,190
843,32,24,255,1067
836,28,12,54,76
836,28,12,54,76
818,20,12,54,76
858,38,27,376,2108
858,37,27,391,2195
764,21,9,27,19
886,43,42,1292,16633
886,43,42,1214,15089
858,38,18,135,380
858,38,12,54,76
858,38,6,9,0
858,38,15,90,190
861,42,39,963,9503
858,38,9,37,30
858,38,21,263,1079
858,38,15,90,190
858,38,15,97,227
858,38,0,0,0
858,38,3,0,0
858,38,15,112,269
882,43,42,1192,14256
858,35,18,135,380
858,35,12,54,76
858,35,21,189,665
858,42,39,1044,10473
858,35,9,48,42
858,35,15,97,227
858,35,9,27,19
858,35,15,112,269
858,36,30,405,2280
858,33,21,189,665
858,38,22,284,1202
839,27,21,189,665
858,35,15,90,190
858,35,21,189,665
858,42,39,925,8698
858,37,24,297,1461
853,32,0,0,0
855,34,9,27,19
858,35,15,108,238
858,34,15,90,190
854,34,6,9,0
740,14,6,9,0
715,13,6,9,0
746,14,9,27,19
826,31,15,90,190
694,8,6,9,0
831,31,21,189,665
715,15,9,27,19
825,31,15,97,227
817,28,0,0,0
827,31,15,112,269
760,21,9,27,19
750,20,12,55,76
714,13,9,27,19
681,3,3,0,0
695,12,12,54,76
713,16,12,54,76
679,0,0,0,0
685,5,0,0,0
679,0,0,0,0
1233,44,15,90,190
1044,40,15,90,190
1233,86,15,90,190
1044,14,6,9,0
1233,16,6,9,0
536,16,6,9,0
1233,86,12,59,82
1233,41,12,60,82
1233,15,9,27,19
1044,40,12,59,82
1044,15,9,27,19
1044,14,3,0,0
525,16,9,27,19
518,14,3,0,0
514,9,3,0,0
514,9,3,0,0
43,3,3,0,0
260,17,12,54,76
1044,22,12,71,123
620,22,12,54,76
1044,21,12,54,76
1044,40,12,54,76
1233,49,9,27,19
790,33,21,189,665
800,33,21,189,665
737,33,21,189,665
350,8,0,0,0
617,23,21,189,665
843,33,21,227,934
841,33,21,227,934
644,23,21,189,665
537,23,21,189,665
843,35,21,227,934
615,11,3,0,0
32,6,6,9,0
1044,8,6,9,0
1041,6,6,9,0
861,41,36,1117,13457
852,38,36,954,10478
764,38,36,848,8668
861,43,36,1082,12995
779,38,33,781,7120
1233,38,36,1068,12842
1044,38,33,832,7582
849,38,25,306,1454
839,38,36,977,11067
798,38,33,727,5950
705,34,18,135,380
766,38,36,830,8411
769,38,36,787,7648
714,36,27,324,1596
737,38,36,758,7022
737,36,30,471,2941
705,30,12,54,76
736,38,36,639,4792
715,34,21,258,1110
809,38,36,961,11231
861,41,27,469,2644
858,43,27,348,1755
1233,38,27,488,2798
1044,38,27,488,2798
843,37,25,313,1461
843,36,24,252,1064
833,38,27,324,1596
689,28,18,135,380
886,41,36,1059,11953
849,41,18,198,733
857,41,36,886,9766
909,51,36,1382,16247
859,41,33,862,8398
1233,49,36,1243,14845
858,41,25,426,2294
1044,41,33,1078,10767
877,41,26,517,3108
869,41,25,400,2019
869,41,36,1082,12808
861,41,33,761,6615
852,41,33,725,6205
849,41,18,135,380
849,41,18,152,475
858,41,36,848,8548
858,41,36,866,8915
849,41,27,324,1596
852,41,36,787,7973
852,41,30,513,3542
849,41,12,54,76
849,41,12,64,113
852,41,36,662,5658
849,41,21,258,1110
848,41,12,54,76
861,41,36,1105,13279
849,41,18,152,475
844,40,3,0,0
840,38,36,787,7461
886,43,36,994,11202
843,38,33,770,6679
1233,44,36,1016,10936
1044,40,33,832,7065
859,38,25,366,1850
858,38,24,252,1064
858,38,36,885,9340
845,38,33,721,5633
815,32,15,90,190
838,36,33,639,4714
842,38,36,787,7112
838,38,36,758,6798
836,38,36,639,4963
821,34,21,227,934
844,38,36,883,9603
809,30,12,71,123
839,43,18,172,562
636,26,18,198,733
1044,36,18,198,733
789,25,18,135,380
673,34,18,135,380
849,43,36,894,9852
695,38,33,665,5078
1233,38,36,825,8244
789,38,36,852,8739
661,36,33,643,4963
686,38,36,728,6145
690,38,36,710,5736
631,36,27,324,1596
661,38,36,783,7973
657,36,30,463,2798
657,38,36,662,5725
725,38,36,851,9063
615,26,15,90,190
839,43,18,216,849
850,43,33,880,8577
1233,44,36,1146,13626
850,43,22,268,1173
1044,43,33,1006,9724
872,51,36,1134,13279
858,43,33,785,6800
842,43,21,212,833
843,43,33,734,6283
839,43,18,135,380
839,43,18,152,475
849,43,36,862,8656
839,43,12,71,123
849,43,36,888,9136
839,43,27,324,1596
843,43,36,787,7973
843,43,30,513,3542
839,43,12,64,113
843,43,36,662,5725
839,43,21,258,1110
839,43,18,135,380
839,43,12,54,76
858,43,36,1157,13773
839,43,18,152,475
839,43,12,71,123
839,43,9,27,19
839,43,15,90,190
839,43,3,0,0
839,43,3,0,0
839,43,0,0,0
636,29,16,161,465
1044,36,18,196,709
737,34,18,174,564
678,34,18,179,580
1233,38,33,787,7166
1044,38,32,727,5358
729,38,31,593,4103
631,28,15,90,190
673,36,29,505,2999
629,28,18,152,475
701,38,33,716,5728
704,38,33,728,6082
621,28,12,54,76
673,38,33,631,4605
615,28,6,9,0
627,28,12,64,113
737,38,33,787,7297
627,29,18,152,475
1233,38,25,395,2006
1233,86,33,1031,9918
1233,60,26,517,3108
1233,40,25,372,1856
1233,38,36,991,11067
1233,38,33,742,6092
1233,37,15,109,239
1233,37,21,212,833
1233,38,36,832,8411
1233,38,36,809,7879
1233,38,36,758,7022
1233,35,3,0,0
1233,37,30,471,2941
1233,37,12,54,76
1233,38,36,639,4792
1233,37,21,258,1110
1233,35,6,9,0
1233,37,18,135,380
1233,38,36,978,11249
1233,35,6,9,0
1233,34,0,0,0
1044,38,25,426,2294
843,36,25,313,1461
840,35,24,279,1226
737,36,21,214,825
1044,39,26,469,2724
1044,40,25,400,2019
1044,38,33,832,7522
1044,38,33,733,6383
1044,36,15,109,239
1044,36,21,212,833
1044,36,29,495,2999
1044,36,18,139,385
1044,38,33,691,5004
1044,36,12,54,76
1044,38,33,727,5734
1044,36,12,54,76
1044,36,28,384,1992
1044,36,12,54,76
1044,36,12,64,113
1044,38,33,859,7886
1044,36,9,27,19
1044,35,3,0,0
858,38,25,372,1856
783,22,9,27,19
821,38,33,712,5564
766,36,33,681,5521
730,34,18,135,380
790,38,36,781,7066
797,38,36,785,7313
737,36,27,324,1596
766,38,36,758,6999
764,36,30,504,3391
764,38,36,662,5725
731,34,18,135,380
826,38,36,977,11294
724,30,15,90,190
693,36,29,456,2629
722,38,33,616,4410
662,31,21,189,665
647,28,18,135,380
758,38,33,702,5506
641,26,12,54,76
647,31,21,189,665
692,34,21,189,665
669,36,31,585,3906
636,36,33,609,4434
629,34,27,384,1992
631,36,33,551,3698
705,36,33,721,6205
573,24,15,90,190
625,27,18,135,380
627,28,18,152,475
504,19,15,90,190
617,27,12,71,123
693,38,36,760,6999
664,38,36,728,6145
631,31,21,189,665
728,38,36,810,8187
617,27,12,54,76
603,23,3,0,0
603,22,3,0,0
669,38,36,710,5736
620,28,12,54,76
731,38,36,838,8765
627,29,18,152,475
679,36,27,324,1596
480,13,12,54,76
631,38,36,639,4963
705,38,36,787,7973
627,34,30,463,2798
596,28,18,135,380
704,36,30,504,3391
544,14,0,0,0
474,13,12,54,76
704,38,36,662,5658
564,24,15,90,190
457,7,6,9,0
464,7,3,0,0
453,6,6,9,0
1044,13,10,43,36
1044,17,10,43,36
1044,13,7,16,0
114,12,9,27,19
81,11,6,9,0
1233,44,18,172,562
1044,40,18,172,562
775,23,18,135,380
1233,24,18,172,562
1044,24,18,172,562
247,20,18,135,380
1233,22,21,189,665
1044,22,21,189,665
1233,86,21,270,1228
1233,24,18,172,562
1233,13,0,0,0
1233,16,9,27,19
1233,13,0,0,0
1044,24,18,172,562
1044,16,9,27,19
156,14,9,27,19
66,0,0,0,0
877,40,36,1006,10936
839,34,9,27,19
852,38,36,848,8668
886,51,36,1120,13176
857,38,33,775,7088
1233,49,36,1122,13288
1044,41,33,856,7901
861,38,25,359,1843
861,38,36,1008,11244
858,38,33,727,5950
839,34,12,54,76
841,35,18,135,380
852,38,36,833,8446
852,38,36,787,7648
844,36,27,324,1596
849,38,36,758,7022
849,36,30,471,2941
849,38,36,639,4792
848,35,21,258,1110
841,35,15,90,190
858,38,36,972,11267
839,35,15,90,190
833,38,36,769,6818
872,38,36,1006,10944
839,38,33,727,5969
1233,44,36,1094,11898
1044,40,33,830,7201
858,38,25,417,2237
853,38,36,907,9275
843,38,33,712,5636
779,32,9,27,19
836,38,36,781,7079
816,38,36,721,5941
812,38,36,594,4180
800,34,21,239,973
843,38,36,835,8534
784,33,12,75,127
784,33,15,90,190
791,33,18,135,380
839,38,36,859,8866
661,38,33,628,4486
1233,38,36,832,8398
766,38,36,820,7916
551,22,3,0,0
657,38,36,728,6145
659,38,36,665,5011
590,36,27,324,1649
630,38,36,758,7022
621,36,30,405,2280
621,38,36,639,4792
701,38,36,810,7981
579,30,18,152,475
843,38,33,776,7088
1233,44,36,1118,13324
1044,40,33,832,7864
861,51,36,1112,12246
850,38,33,761,6546
833,35,18,135,380
842,38,36,831,8411
843,38,36,787,7648
839,36,27,324,1649
833,35,9,27,19
839,38,36,758,7022
839,36,30,504,3203
839,38,36,639,4792
839,35,21,258,1137
833,35,15,94,221
849,38,36,961,11231
833,35,12,89,171
833,35,6,9,0
833,35,15,90,190
836,35,18,152,475
833,35,9,27,19
833,35,9,27,19
833,35,9,34,24
1233,38,33,774,7088
1044,38,32,636,4482
695,38,31,556,3633
663,38,33,695,5579
669,38,33,670,5106
634,38,33,582,3987
571,25,12,54,76
705,38,33,730,6275
1233,86,33,950,8881
1233,60,25,429,2276
1233,38,36,1006,11385
1233,38,33,758,6539
1233,35,12,68,117
1233,35,9,27,19
1233,38,36,822,8411
1233,38,36,787,7648
1233,38,36,758,7022
1233,35,12,54,76
1233,36,30,504,3203
1233,35,12,54,76
1233,38,36,639,4792
1233,35,21,258,1110
1233,38,36,926,10774
1233,35,15,90,190
1233,35,18,135,380
1233,33,3,0,0
1044,39,25,379,1890
1044,38,33,793,7036
1044,38,33,747,6459
1044,30,12,68,117
1044,38,33,659,4806
1044,38,33,670,4942
1044,30,12,54,76
1044,36,28,370,1873
1044,30,12,54,76
1044,30,12,54,76
1044,30,18,135,380
1044,38,33,747,6334
796,21,12,54,76
783,14,0,0,0
799,38,33,708,5590
705,34,18,135,380
766,38,36,775,7066
769,38,36,760,6716
716,36,27,324,1649
738,38,36,728,6134
737,36,30,483,3049
705,34,18,135,380
737,38,36,639,4792
705,34,15,94,221
809,38,36,888,9863
705,34,12,75,127
705,34,15,90,190
708,34,18,152,475
705,34,9,27,19
705,34,9,27,19
705,34,9,34,24
693,38,33,593,3971
590,24,9,27,19
609,28,18,135,380
624,31,21,189,665
725,38,33,648,4789
408,13,12,54,76
379,4,0,0,0
419,12,3,0,0
552,26,12,54,76
621,27,12,54,76
661,38,36,746,6842
629,38,36,728,6145
585,31,21,189,665
704,38,36,810,8226
633,38,36,663,5011
578,28,18,135,380
705,38,36,787,7648
647,36,27,324,1596
479,22,15,90,190
590,38,36,594,4180
678,38,36,758,7022
614,24,3,0,0
576,34,30,405,2280
532,28,18,135,380
673,36,30,463,2798
482,19,9,27,19
416,9,3,0,0
673,38,36,639,4792
447,18,12,54,76
419,15,12,54,76
379,4,3,0,0
419,13,6,9,0
400,10,9,27,19
425,14,9,27,19
402,11,9,27,19
857,41,36,688,5261
1233,42,37,838,7370
1044,42,37,838,7370
843,42,37,810,6978
843,42,37,763,6060
796,36,24,284,1137
737,40,33,522,3307
555,25,12,54,76
861,43,42,853,7179
843,30,18,135,380
1233,49,42,962,9273
1044,43,42,944,9117
861,43,42,903,8774
861,43,42,867,7871
861,38,24,243,950
861,43,42,876,7829
1233,44,42,1063,11237
1044,43,42,1059,11237
843,43,42,843,7164
858,43,42,1046,11010
853,43,42,1021,10773
849,38,25,325,1408
853,43,42,1039,11010
843,42,39,733,5606
1233,33,18,136,405
1044,33,18,136,405
738,32,18,136,405
393,17,12,54,76
1233,42,36,667,5199
1044,42,36,667,5199
841,42,36,667,5199
800,42,36,667,5391
790,42,36,667,5391
473,27,21,189,665
668,40,36,621,4423
1233,33,18,172,562
627,29,18,135,380
745,32,18,172,562
1233,86,42,1244,15222
1233,43,42,864,7321
1233,60,42,1145,14072
1233,43,42,1100,13029
1233,38,25,390,1858
1233,34,21,189,665
1233,43,42,1147,13261
1233,32,15,90,190
1233,42,39,844,7414
1233,29,3,0,0
1233,31,15,108,238
1233,29,3,0,0
1044,43,42,843,7164
1044,43,42,1146,14072
1044,43,42,1100,13029
1044,38,25,390,1858
1044,34,21,189,665
1044,43,42,1132,13050
1044,32,15,90,190
1044,42,39,844,7414
1044,31,15,108,238
1044,29,6,9,0
1044,29,3,0,0
843,43,42,819,6916
843,43,42,819,6916
799,33,21,189,665
837,43,42,838,7070
335,9,3,0,0
852,43,42,1096,13029
851,43,42,1102,12932
843,42,39,819,7191
784,26,6,9,0
783,23,0,0,0
845,43,42,1071,12073
753,31,21,189,665
837,42,39,840,7421
737,26,6,9,0
738,27,9,40,33
790,35,21,180,570
370,15,6,9,0
350,9,3,0,0
733,32,15,90,190
735,32,21,189,665
831,42,39,787,6626
737,31,15,108,238
341,9,6,9,0
341,9,6,9,0
339,9,3,0,0
340,9,6,9,0
585,29,21,189,665
357,15,9,27,19
319,5,0,0,0
335,9,0,0,0
334,9,3,0,0
319,6,6,9,0
319,5,3,0,0
319,6,6,9,0
319,6,6,9,0
318,4,0,0,0
1044,40,3,0,0
1233,25,15,90,190
710,25,15,90,190
1233,38,33,515,3227
1233,86,36,664,5411
1233,60,36,671,5197
1233,42,36,655,4997
