"0,2-HhIndex","1,2-HhIndex","3,2-HhIndex","4,2-HhIndex","5,2-HhIndex"
2200,190,51,577,1499
2197,190,6,9,0
2197,190,12,33,34
2198,190,21,91,129
2199,190,42,363,816
2201,190,51,608,1613
2197,190,24,135,211
2197,190,18,89,116
2197,190,9,18,19
2197,190,13,54,64
2197,190,9,18,19
2197,190,9,18,19
2197,190,9,18,19
2197,190,3,0,0
2197,190,3,0,0
2197,190,15,50,61
2197,190,12,43,43
2197,190,9,18,19
2197,190,12,30,34
2197,190,24,160,256
2197,190,0,0,0
2197,190,6,9,0
2197,190,3,0,0
2197,190,9,18,19
2197,190,0,0,0
2197,190,0,0,0
2197,190,39,346,696
2197,190,18,63,83
2197,190,6,9,0
2197,190,0,0,0
2197,190,6,9,0
2197,190,12,42,49
2197,190,12,42,49
2197,190,43,387,888
2197,190,12,42,49
2197,190,3,0,0
2197,190,3,0,0
2197,190,3,0,0
2197,190,45,414,926
2197,190,27,140,225
2197,190,9,18,19
2197,190,12,30,34
2197,190,9,18,19
2197,190,3,0,0
2197,190,42,381,826
2197,190,12,30,34
2197,190,33,246,461
2197,190,15,45,55
2197,190,3,0,0
2197,190,0,0,0
2197,190,6,9,0
2197,190,6,9,0
2197,190,12,30,34
2197,190,9,18,19
2197,190,15,54,70
2197,190,3,0,0
2197,190,0,0,0
2197,190,15,61,76
2197,190,0,0,0
2197,190,12,30,34
2197,190,6,9,0
2197,190,12,30,34
2197,190,12,42,49
2197,190,21,84,119
2197,190,12,42,49
2197,190,6,9,0
2197,190,18,83,110
2197,190,0,0,0
2197,190,3,0,0
2197,190,45,473,1101
2197,190,39,300,608
2197,190,15,45,55
2197,190,6,9,0
2197,190,18,84,107
2197,190,21,123,189
2197,190,6,9,0
2197,190,3,0,0
2197,190,3,0,0
2197,190,10,27,24
2197,190,3,0,0
2197,190,18,63,83
2197,190,13,51,59
2197,190,9,18,19
2197,190,12,30,34
2197,190,12,30,34
2197,190,3,0,0
2197,190,12,30,34
2197,190,19,94,131
2197,190,3,0,0
2197,190,24,132,209
2197,190,0,0,0
2197,190,3,0,0
2197,190,6,9,0
2197,190,12,36,38
2197,190,0,0,0
2197,190,3,0,0
2197,190,15,54,70
2197,190,6,9,0
2197,190,3,0,0
2197,190,15,54,64
2197,190,0,0,0
2197,190,6,9,0
2197,190,10,27,24
2197,190,3,0,0
2199,190,50,531,1349
2197,190,3,0,0
2197,190,18,63,83
2197,190,12,36,34
2197,190,0,0,0
2197,190,3,0,0
2197,190,6,9,0
2197,190,12,42,49
2197,190,3,0,0
2197,190,18,81,111
2197,190,3,0,0
2197,190,9,21,19
2197,190,12,45,49
2197,190,14,54,64
2197,190,12,33,34
2197,190,0,0,0
2197,190,3,0,0
2197,190,3,0,0
2197,190,0,0,0
1874,92,19,81,111
1831,53,21,97,138
1870,71,21,86,117
1858,107,21,97,138
1804,23,16,60,76
1814,34,21,97,138
1802,17,6,9,0
1815,39,18,78,104
1872,92,12,33,34
2005,128,12,33,34
1803,20,6,9,0
1800,10,6,9,0
1800,5,3,0,0
1800,17,3,0,0
1861,76,21,90,132
1800,17,3,0,0
2004,128,21,92,129
1803,26,15,45,55
1831,54,21,92,129
1801,24,14,45,49
1828,49,21,90,132
1813,38,18,74,97
1800,16,0,0,0
1800,18,9,27,19
1800,17,9,18,19
1800,17,0,0,0
1800,16,3,0,0
1889,96,45,432,1015
1823,42,21,84,119
1858,68,49,568,1492
1881,83,50,559,1474
1842,57,46,477,1128
1828,50,37,294,587
1887,75,42,348,757
1862,69,48,486,1211
1832,53,42,380,831
1826,49,37,270,545
1824,46,30,192,340
1818,38,12,35,40
2015,130,51,594,1541
1833,53,36,297,597
1818,38,12,35,40
1971,113,49,592,1465
1840,56,42,408,928
1821,44,27,176,302
1858,67,51,592,1530
1852,67,50,594,1541
1819,42,23,105,155
1850,63,48,560,1416
1833,56,41,371,824
1819,37,12,29,30
1819,42,18,81,111
1819,37,11,27,30
1818,35,6,9,0
1818,36,9,18,19
1949,111,6,9,0
1803,14,6,9,0
1889,96,45,398,893
1875,92,18,81,111
1875,92,22,144,219
1902,97,48,504,1208
1872,92,21,102,147
1929,102,52,568,1436
1896,96,48,476,1108
1875,93,21,137,210
1890,96,45,447,1005
1889,95,48,451,1058
1885,94,45,440,1001
1939,102,54,707,1836
1872,92,12,54,64
1909,99,54,675,1689
1875,92,18,63,83
1872,92,18,78,104
1881,94,39,314,670
1927,113,48,524,1236
1875,93,24,135,211
1880,94,38,294,594
1875,92,18,63,83
1876,93,27,171,298
1875,92,18,70,93
1875,92,21,102,147
1871,92,12,30,34
2048,134,60,771,2122
1875,92,21,84,119
1871,92,9,18,19
1883,94,38,327,671
2013,120,60,747,2021
1872,92,21,123,183
1872,92,21,105,155
1872,92,21,123,183
1875,92,18,63,83
1902,96,51,561,1389
1872,92,21,105,155
1897,96,48,491,1192
1892,98,45,414,915
1872,92,21,84,119
1872,92,6,9,0
1883,95,40,333,713
1894,96,46,440,1048
1875,92,24,135,211
1875,93,24,160,256
1873,92,18,63,83
1878,93,39,311,656
1879,94,39,317,664
1872,92,12,30,34
1872,92,6,9,0
1872,92,12,30,34
1872,92,6,9,0
1874,92,18,77,97
1873,92,18,63,83
1872,92,12,30,34
1875,92,18,94,131
1872,92,15,45,55
1872,92,6,9,0
1886,94,42,366,801
1872,92,18,63,83
1872,92,12,42,49
1872,92,12,33,34
1871,92,0,0,0
1871,92,3,0,0
1871,92,0,0,0
1871,92,3,0,0
1873,92,24,126,198
1871,92,0,0,0
1871,92,3,0,0
1871,92,3,0,0
1871,92,9,18,19
1871,92,0,0,0
1871,92,6,9,0
1871,92,0,0,0
1871,92,6,9,0
1872,92,6,9,0
1871,92,6,9,0
1871,92,9,27,20
1871,92,3,0,0
1871,92,0,0,0
1871,92,0,0,0
1871,92,3,0,0
1949,111,3,0,0
1881,84,33,243,482
1852,70,47,522,1312
1845,69,46,498,1203
1838,63,28,180,300
1887,79,48,523,1322
1862,73,45,477,1088
1829,62,42,403,922
1877,107,48,552,1413
1824,59,24,147,237
1822,58,20,93,157
2020,130,48,525,1252
1977,114,45,418,950
1819,56,15,63,76
1848,79,48,544,1420
1819,56,12,30,34
1838,63,41,333,690
1823,59,24,135,211
1819,56,3,0,0
1825,60,36,314,612
1819,56,12,42,49
1829,61,42,350,746
1831,62,42,370,794
1822,60,27,144,234
1827,61,39,342,725
1826,60,33,235,440
1819,56,6,9,0
1819,56,15,54,70
1820,56,15,61,76
1820,57,18,91,145
1834,62,22,105,155
1825,60,39,300,608
1819,56,15,45,55
1820,56,17,70,87
1819,56,12,30,34
1820,56,15,54,67
1836,65,45,477,1171
1819,56,9,18,19
1819,56,9,18,19
1819,56,9,18,19
1819,56,9,18,19
1819,56,9,18,19
1819,56,6,9,0
1819,56,0,0,0
1819,56,0,0,0
1819,56,3,0,0
1819,56,3,0,0
1819,56,0,0,0
1819,56,15,45,55
1819,57,18,78,104
1819,56,9,18,19
1819,56,6,9,0
1819,56,0,0,0
1808,24,9,27,21
1813,33,9,18,19
1864,77,19,81,111
1806,21,18,63,83
2005,128,19,81,111
1954,111,19,81,111
1804,15,12,30,34
1818,40,18,63,83
1865,77,22,144,219
1808,26,21,84,119
1818,38,21,84,119
1807,24,21,84,119
2007,128,22,144,219
1955,112,22,144,219
1833,55,21,105,155
1893,86,54,629,1732
1856,67,50,557,1347
1846,62,36,276,554
1853,64,43,405,876
1899,79,45,417,940
1877,75,50,512,1288
1839,57,21,111,159
1838,53,6,9,0
1846,61,36,270,542
1849,63,45,448,1037
1838,53,8,13,0
1889,107,33,219,393
1845,61,39,270,596
1839,55,12,30,34
1843,61,33,222,405
2034,131,55,663,1838
1838,53,12,30,34
1841,57,21,84,119
1989,116,54,657,1754
1855,64,44,384,895
1840,61,28,176,302
1872,74,53,648,1724
1869,73,53,623,1654
1839,57,22,105,155
1865,72,50,604,1596
1840,57,16,60,76
1839,55,15,45,55
1839,55,21,84,119
1838,53,6,9,0
1851,65,45,447,1033
1841,58,24,132,209
1839,57,18,81,111
1838,53,0,0,0
1838,53,3,0,0
1838,53,12,30,34
1839,58,24,129,200
1838,53,9,18,19
1838,53,12,30,34
1838,53,6,9,0
1838,53,12,33,34
1838,53,0,0,0
1838,53,6,9,0
1838,53,12,30,34
1838,53,12,30,34
1838,53,12,33,34
2004,128,21,102,147
1950,111,21,102,147
1802,22,21,102,147
1802,22,21,84,119
1802,22,21,102,147
1802,22,21,84,119
1863,77,15,45,55
1862,77,10,27,27
1864,77,21,136,210
1883,83,33,223,402
1881,83,48,521,1244
1869,79,37,309,632
1876,82,43,410,908
1897,86,51,549,1421
1862,77,21,111,159
1868,79,36,282,578
1872,80,45,448,1037
1861,75,9,18,0
1916,109,39,336,679
1865,77,21,102,147
1869,78,39,270,596
1866,78,25,162,256
1864,77,18,63,83
1863,77,21,102,147
1866,77,33,222,405
2045,132,60,693,2052
1874,80,37,318,634
2005,119,58,692,1975
1864,77,18,63,83
1878,81,45,420,1001
1861,76,12,30,34
1864,77,27,171,290
1893,86,54,644,1724
1889,85,52,617,1623
1885,85,35,271,534
1875,80,30,189,377
1887,84,48,581,1508
1864,77,21,102,147
1861,76,12,30,34
1865,77,21,99,139
1861,75,6,9,0
1861,76,6,9,0
1861,75,3,0,0
1866,78,21,84,119
1862,77,15,45,55
1861,75,9,18,19
1862,76,21,84,119
1861,75,3,0,0
1875,82,46,471,1101
1863,77,16,55,67
1861,76,9,18,19
1864,77,24,132,209
1861,76,6,9,0
1861,75,3,0,0
1862,76,12,33,34
1861,75,9,18,19
1861,75,0,0,0
1861,75,9,27,21
1861,75,3,0,0
1861,75,12,30,34
1862,77,23,126,198
1861,75,3,0,0
1861,75,12,30,34
1861,75,0,0,0
1861,75,11,27,30
1861,75,3,0,0
1861,75,6,9,0
1861,76,6,9,0
1861,76,15,45,55
1858,107,15,45,55
2005,128,15,45,55
1952,112,15,45,55
1801,16,6,9,0
1800,13,6,9,0
2004,128,12,30,34
1949,111,12,33,34
1828,47,12,30,34
1800,10,0,0,0
1809,25,12,42,49
1808,23,12,30,34
1950,111,12,42,49
1831,53,12,30,34
1949,111,3,0,0
1852,68,48,531,1321
1846,60,30,215,373
1893,80,51,608,1615
1871,72,48,522,1201
1838,59,43,439,1033
1885,108,51,569,1507
1832,53,21,115,165
1842,61,42,397,848
2029,130,51,580,1487
1843,59,27,174,281
1985,114,48,476,1127
1868,65,30,231,398
1859,67,27,156,254
1855,77,48,522,1312
1848,61,39,332,710
1832,53,15,56,70
1833,55,21,102,147
1833,57,39,346,696
1831,53,18,63,83
1838,61,42,384,867
1830,53,12,42,49
1840,61,44,414,911
1832,55,27,135,219
1829,52,12,30,34
1835,57,42,381,826
1835,57,33,233,425
1829,51,6,9,0
1831,53,12,30,34
1829,53,12,42,49
1830,52,12,42,49
1833,56,39,300,608
1832,54,21,123,183
1829,52,6,9,0
1831,53,18,63,83
1829,52,12,30,34
1846,64,48,526,1338
1831,53,18,63,83
1830,53,12,42,49
1829,52,9,18,19
1829,50,3,0,0
1829,52,15,45,55
1829,49,6,9,0
1829,49,6,9,0
1950,111,11,28,27
1804,17,9,18,19
1801,12,6,9,0
1859,107,19,81,111
1810,27,19,81,111
1806,24,21,84,119
2006,128,21,137,210
1955,113,21,137,210
1808,26,19,81,111
1888,79,50,547,1365
1863,72,48,510,1179
1821,54,9,18,19
1831,60,42,405,923
1878,108,49,540,1342
1834,60,42,365,758
2017,130,51,565,1391
1978,114,45,430,937
1858,65,28,180,299
1849,77,46,499,1203
1839,62,39,330,701
1822,54,12,42,49
1821,54,12,30,34
1821,54,9,18,19
1822,56,18,63,83
1831,60,42,384,867
1820,54,3,0,0
1833,60,42,375,799
1824,56,27,144,234
1821,54,9,18,19
1828,59,39,342,726
1822,55,12,30,34
1828,58,31,216,399
1822,54,12,30,34
1822,54,12,30,34
1822,55,18,63,83
1826,58,36,264,520
1824,56,21,123,189
1822,55,15,54,70
1838,62,45,481,1163
1822,55,14,54,64
1820,54,9,18,19
1820,54,0,0,0
1820,54,3,0,0
1820,54,6,9,0
1820,54,9,18,19
1821,55,15,45,55
1820,54,0,0,0
1820,54,3,0,0
1820,55,18,78,104
1820,54,0,0,0
1820,54,0,0,0
1820,54,0,0,0
1820,54,9,18,19
1820,54,9,18,19
1820,55,10,27,20
1820,54,3,0,0
1838,53,41,359,763
1886,75,44,405,904
1861,68,48,453,1072
1822,37,18,63,83
1826,46,38,270,581
2012,130,51,572,1397
1970,113,51,572,1397
1840,54,42,328,712
1857,64,49,557,1347
1852,65,48,519,1244
1848,73,27,171,270
1822,40,21,84,119
1850,63,48,511,1218
1820,36,15,45,55
1820,37,21,84,119
1833,54,42,352,762
1819,34,12,33,34
1819,32,9,27,24
2009,128,38,282,577
1819,42,33,198,363
1958,113,37,282,577
1810,35,27,135,219
1848,57,38,294,587
1839,60,36,267,532
1835,55,36,276,554
1810,33,24,108,164
1808,23,9,27,21
1809,26,15,46,55
1882,75,40,368,757
1826,48,33,228,429
1871,107,33,274,520
2011,130,45,463,1102
1965,113,45,463,1102
1854,61,42,395,856
1848,62,41,361,785
1842,74,30,205,351
1814,30,6,9,0
1818,38,19,81,111
1829,50,36,283,545
1816,33,9,18,19
1815,32,12,30,34
1814,31,3,0,0
1814,30,6,9,0
1814,29,3,0,0
1905,83,54,698,1806
1869,69,9,18,19
1876,73,42,439,1033
1924,111,52,621,1629
1869,69,9,18,19
1877,74,42,397,842
1872,71,18,63,83
1873,73,24,126,192
1870,70,12,30,34
2054,132,57,774,2187
1879,75,36,295,571
2022,117,54,693,1858
1869,69,6,9,0
1869,69,9,18,19
1899,79,48,474,1123
1894,78,45,408,911
1890,83,48,535,1353
1880,75,40,335,744
1892,76,42,360,802
1871,72,21,102,147
1869,69,9,18,19
1869,69,12,30,34
1873,72,39,346,696
1870,71,18,63,83
1869,69,6,9,0
1870,70,12,42,49
1876,74,42,384,867
1877,74,44,413,911
1871,72,27,140,225
1875,73,42,381,826
1872,73,33,233,425
1869,69,12,30,34
1870,70,12,30,34
1869,69,12,42,49
1873,73,39,300,608
1869,69,6,9,0
1871,71,22,123,183
1869,69,12,30,34
1869,69,3,0,0
1869,70,12,30,34
1871,71,18,78,104
1869,69,3,0,0
1870,71,15,45,55
1883,75,48,531,1323
1869,70,18,63,83
1869,68,6,9,0
1870,71,18,78,104
1869,69,15,45,55
1869,67,9,18,19
1869,68,9,18,19
1844,57,12,30,34
1806,22,12,30,34
1804,18,12,30,34
1951,111,13,54,64
1852,63,42,351,788
1851,63,42,378,802
1893,109,51,576,1386
1845,59,18,83,110
1852,63,39,354,719
1843,56,9,18,19
1847,60,25,132,209
2035,130,59,799,2196
1844,58,19,81,111
1841,54,9,18,19
1841,54,12,30,34
1993,116,57,724,1887
1858,65,45,386,858
1845,60,27,135,219
1877,75,51,534,1354
1872,73,50,497,1200
1867,80,48,506,1145
1856,64,39,330,716
1870,72,48,490,1257
1845,59,22,105,155
1844,58,16,72,91
1842,56,9,18,19
1848,61,36,282,535
1844,57,12,42,49
1851,63,40,339,738
1848,61,39,339,711
1842,56,12,30,34
1855,65,42,354,764
1846,60,36,267,532
1845,59,21,108,161
1843,57,12,30,34
1856,66,45,450,999
1843,56,12,42,49
1843,57,12,42,49
1844,59,21,102,147
1842,57,15,45,55
1842,57,18,68,89
1803,20,12,36,38
2005,128,18,68,87
1954,111,18,63,83
1830,48,18,75,95
1802,20,12,27,27
1809,30,16,60,76
1809,28,18,63,83
2004,128,21,111,159
1842,49,21,111,159
1801,17,6,9,0
1803,26,16,60,76
1826,45,6,9,0
1800,3,0,0,0
1818,43,36,266,527
1813,33,21,84,129
1811,36,28,162,274
2008,128,37,283,578
1957,113,36,244,477
1848,54,35,247,482
1838,59,36,261,506
1834,54,35,244,477
1819,46,33,225,418
1810,31,18,78,104
1815,39,32,222,405
2010,128,45,447,1037
1961,113,42,419,934
1829,50,39,303,625
1851,60,43,419,954
1843,61,44,447,1021
1839,57,42,384,845
1823,50,38,325,663
1810,22,3,0,0
1813,35,21,102,147
1811,27,8,13,0
1800,11,3,0,0
1800,10,0,0,0
1801,13,4,0,0
1800,19,7,13,0
1865,107,43,439,1033
1819,46,36,288,561
2009,128,42,407,883
1827,44,18,63,83
1833,72,42,405,937
1813,45,36,285,549
1816,47,39,306,635
1818,47,39,300,608
1810,39,27,144,234
1814,46,42,381,826
1813,42,30,192,340
1813,45,39,300,608
1809,25,3,0,0
1821,51,42,408,957
1809,28,15,45,55
1810,33,18,78,104
1858,107,15,50,61
1858,107,21,120,190
1867,107,42,397,848
1859,107,18,63,83
2047,134,54,630,1646
1869,107,27,174,281
2008,121,50,534,1311
1855,107,11,30,33
1881,109,48,553,1413
1870,107,41,362,776
1855,107,3,0,0
1856,107,9,18,19
1859,107,21,140,223
1861,107,39,346,696
1857,107,18,63,83
1856,107,12,42,49
1856,107,12,30,34
1865,107,42,384,867
1856,107,12,42,49
1865,107,44,414,911
1858,107,27,149,240
1855,107,9,18,19
1855,107,3,0,0
1862,107,42,381,826
1860,107,33,246,461
1856,107,12,30,34
1856,107,15,54,70
1856,107,15,61,76
1855,107,6,9,0
1856,107,12,42,49
1870,107,27,177,288
1860,107,39,300,608
1855,107,15,45,55
1858,107,21,123,189
1858,107,18,63,83
1856,107,12,38,43
1856,107,12,30,34
1856,107,12,30,34
1858,107,16,60,76
1856,107,15,54,70
1855,107,6,9,0
1856,107,15,52,57
1856,107,12,30,30
1872,107,48,528,1338
1855,107,3,0,0
1856,107,18,63,83
1856,107,12,42,49
1856,107,9,21,19
1856,107,14,54,64
1855,107,0,0,0
1855,107,3,0,0
1855,107,0,0,0
1855,107,3,0,0
1855,107,9,18,19
1855,107,6,9,0
1855,107,6,9,0
1855,107,0,0,0
1855,107,3,0,0
1855,107,0,0,0
1855,107,0,0,0
1855,107,6,9,0
1855,107,0,0,0
1855,107,6,9,0
1855,107,3,0,0
1855,107,9,27,21
1855,107,0,0,0
1855,107,0,0,0
1855,107,0,0,0
1855,107,0,0,0
1855,107,15,45,55
1855,107,0,0,0
1855,107,0,0,0
1855,107,15,45,55
1855,107,0,0,0
1855,107,0,0,0
1855,107,19,83,110
1855,107,9,18,19
1855,107,0,0,0
1855,107,3,0,0
1855,107,9,18,19
1855,107,3,0,0
1855,107,9,21,19
1855,107,6,9,0
1855,107,3,0,0
1855,107,9,27,19
1855,107,3,0,0
1855,107,3,0,0
1855,107,3,0,0
1855,107,0,0,0
2007,128,21,123,183
1955,112,24,144,224
1804,22,15,50,61
1829,70,24,139,209
1808,28,18,63,83
1813,34,21,84,119
1806,25,15,66,82
1805,24,15,55,70
1818,41,21,84,119
1804,20,15,45,55
1802,12,6,9,0
2005,128,19,83,110
1805,21,18,63,83
1833,55,18,63,83
1802,13,6,9,0
1803,19,9,18,19
1814,34,18,78,103
1953,111,21,99,138
1828,70,19,81,111
1803,19,15,45,55
1803,20,15,45,55
1802,18,15,45,55
1815,39,19,92,125
2004,128,11,27,27
1827,45,12,36,38
1800,17,12,27,27
2009,128,38,270,566
1958,112,38,270,545
1847,56,38,270,566
1838,59,39,270,581
1833,56,38,270,581
1808,24,12,30,34
1809,28,21,84,119
1819,46,36,234,490
1800,9,3,0,0
1813,30,3,0,0
2010,129,42,365,758
1960,113,38,287,566
1829,48,35,252,471
1814,33,15,45,55
1818,43,33,213,372
1819,45,38,297,595
1822,46,39,319,633
1813,29,12,30,34
1818,44,36,261,506
1813,28,6,9,0
1813,30,12,42,49
1828,51,41,364,765
1814,33,18,63,83
2006,128,18,63,83
1954,112,18,63,83
1803,12,6,9,0
1950,111,9,27,21
2008,128,27,183,329
1956,113,27,183,329
1807,21,9,18,19
1833,52,27,153,245
1810,29,18,78,104
1810,27,18,78,104
1806,22,6,9,0
2005,128,18,63,83
1953,111,18,70,93
1818,40,18,63,83
1803,13,6,9,0
1803,12,6,9,0
1801,12,6,9,0
1951,111,12,33,34
1802,13,6,9,0
1828,46,12,30,34
1800,9,6,9,0
2005,128,21,102,147
1954,111,21,102,147
1804,18,12,30,34
1800,6,3,0,0
1950,111,9,21,19
1825,68,9,18,19
1801,12,6,9,0
2007,128,32,222,405
1823,43,30,165,285
1834,58,32,222,405
1818,43,28,162,274
1804,20,3,0,0
1804,22,12,30,34
1804,22,12,30,34
1804,23,9,18,19
1804,21,6,9,0
1804,20,3,0,0
1802,22,9,18,19
1829,53,12,30,34
2005,128,20,85,114
2007,128,21,84,119
2010,130,42,386,827
2088,139,66,819,2573
2004,128,21,123,183
2004,128,21,105,155
2004,128,21,123,183
2006,128,18,63,83
2011,129,46,440,1042
2032,131,57,693,1936
2004,128,21,105,155
2029,130,54,663,1826
2004,128,24,116,171
2025,130,49,552,1335
2004,128,6,9,0
2004,128,21,84,119
2006,128,21,91,129
2010,129,40,330,711
2027,130,51,608,1563
2005,128,18,89,116
2005,128,13,54,64
2004,128,6,9,0
2005,128,15,50,61
2005,128,12,43,43
2005,128,24,160,256
2004,128,9,18,19
2004,128,6,9,0
2004,128,6,9,0
2005,128,12,30,34
2009,128,42,387,888
2004,128,3,0,0
2009,128,42,382,820
2005,128,9,18,19
2007,128,39,342,726
2005,128,12,30,34
2008,128,31,216,399
2005,128,15,45,55
2004,128,3,0,0
2004,128,12,30,34
2005,128,12,30,34
2011,129,45,473,1101
2007,128,36,264,520
2005,128,18,77,97
2005,128,21,123,183
2004,128,6,9,0
2005,128,18,63,83
2005,128,18,94,131
2006,128,24,132,209
2004,128,12,36,38
2004,128,3,0,0
2011,129,47,490,1165
2004,128,6,9,0
2005,128,12,42,49
2004,128,3,0,0
2004,128,0,0,0
2004,128,3,0,0
2004,128,9,18,19
2004,128,9,18,19
2004,128,3,0,0
2004,128,9,27,21
2004,128,24,139,228
2004,128,6,9,0
2004,128,9,27,19
2004,128,9,21,19
2004,128,9,18,19
2004,128,3,0,0
2004,128,6,9,0
2004,128,0,0,0
2004,128,15,45,55
2004,128,0,0,0
2004,128,3,0,0
2004,128,11,21,19
2004,128,18,68,89
2004,128,0,0,0
2004,128,0,0,0
2004,128,3,0,0
2004,128,6,9,0
2004,128,9,27,21
2004,128,9,18,19
2004,128,3,0,0
2004,128,3,0,0
2004,128,15,46,55
2004,128,3,0,0
1819,36,18,65,84
1833,54,19,83,114
1803,17,9,27,24
1803,17,9,27,24
1949,111,12,33,34
1800,11,9,18,19
1827,46,12,30,34
1955,111,21,84,119
1831,50,21,84,119
1803,18,9,18,19
1801,12,3,0,0
1962,113,42,386,812
1832,47,33,198,363
1852,61,39,351,731
1844,61,38,319,642
1814,31,9,18,19
1826,49,21,84,119
1811,27,9,18,19
1814,34,17,60,76
1813,31,15,45,55
1841,45,12,30,34
1800,18,9,18,19
1950,111,21,123,183
1950,111,21,105,155
1950,111,21,123,183
1954,111,18,63,83
1967,113,45,400,940
1989,115,54,684,1901
1950,111,21,105,155
1949,111,9,18,19
1986,115,54,657,1742
1949,111,22,105,155
1981,115,47,441,1011
1950,111,21,84,119
1949,111,6,9,0
1954,111,21,91,129
1961,113,42,362,788
1983,115,49,603,1563
1953,111,24,135,211
1952,111,18,89,116
1949,111,9,18,19
1951,111,13,54,64
1949,111,6,9,0
1949,111,9,18,19
1951,111,15,50,61
1955,113,24,160,256
1949,111,3,0,0
1956,111,32,213,376
1959,113,37,275,554
1950,111,12,30,34
1959,113,39,311,642
1949,111,12,30,34
1951,111,12,30,34
1956,112,30,180,300
1951,111,15,45,55
1950,111,12,30,34
1951,111,12,30,34
1950,111,12,42,49
1951,111,18,74,97
1965,113,45,456,1042
1953,111,18,79,101
1949,111,3,0,0
1955,111,18,94,131
1955,111,24,132,209
1950,111,9,18,19
1965,113,42,387,841
1951,111,12,36,34
1949,111,6,9,0
1949,111,3,0,0
1950,111,9,18,19
1951,111,12,45,49
1949,111,3,0,0
1949,111,3,0,0
1949,111,9,18,19
1949,111,0,0,0
1949,111,0,0,0
1949,111,0,0,0
1949,111,6,9,0
1949,111,3,0,0
1949,111,3,0,0
1949,111,6,9,0
1949,111,0,0,0
1949,111,15,45,55
1802,22,21,105,155
1802,23,21,123,183
1802,22,21,105,155
1801,22,21,84,119
1824,68,15,63,76
1800,19,15,45,55
1800,18,15,53,61
1800,18,9,18,19
1800,16,15,45,55
1800,3,0,0,0
1802,22,21,105,155
1802,22,21,105,155
1801,22,21,84,119
1800,5,0,0,0
1802,22,21,105,155
1801,22,21,84,119
1856,62,43,391,877
1851,63,44,409,928
1846,72,21,117,168
1849,60,42,354,829
1818,32,9,18,19
1820,39,24,108,164
1818,34,11,27,28
1818,35,12,30,34
1818,31,9,18,19
1818,31,12,30,34
1818,31,12,30,34
1815,39,12,30,34
1844,52,27,176,302
1830,52,27,171,289
1806,25,9,18,19
1804,27,18,63,83
1870,71,54,656,1742
1841,43,6,9,0
1867,69,48,605,1596
1842,46,12,42,49
1841,44,6,9,0
1841,45,9,18,19
1852,61,42,413,908
1841,45,10,27,25
1842,49,18,81,111
1841,44,3,0,0
1841,46,9,27,21
1842,49,24,136,225
1841,44,3,0,0
1841,45,9,27,21
1841,46,15,45,55
1801,22,21,84,119
1800,8,6,9,0
1800,5,0,0,0
1832,55,24,116,171
1858,69,48,585,1441
1831,53,12,38,40
1832,53,21,84,119
1846,63,45,430,979
1830,51,6,9,0
1829,51,3,0,0
1831,53,12,30,34
1832,54,18,63,83
1829,51,3,0,0
1829,52,9,18,19
1829,51,6,9,0
1829,52,12,33,34
1829,52,11,27,30
1829,51,6,9,0
1829,51,12,30,34
1829,51,12,30,34
1829,52,9,18,19
1829,51,3,0,0
1829,51,0,0,0
1829,51,12,33,34
1829,51,3,0,0
1814,39,21,93,133
1800,16,9,27,19
1800,15,9,18,19
1844,73,39,324,653
1824,68,9,18,19
1824,68,9,18,19
1824,68,9,18,19
1831,70,37,314,612
1826,68,18,63,83
1833,71,42,348,746
1835,72,42,369,773
1828,70,27,144,234
1831,70,39,342,725
1832,70,33,235,440
1826,68,18,91,145
1840,73,24,126,190
1831,70,39,300,608
1827,68,18,63,83
1825,68,17,70,87
1825,68,15,54,70
1824,68,6,9,0
1825,68,14,45,43
1824,68,11,27,30
1841,74,45,477,1171
1825,68,12,42,49
1824,68,9,18,19
1824,68,9,18,19
1824,68,3,0,0
1824,68,9,18,19
1824,68,9,18,19
1824,68,3,0,0
1824,68,0,0,0
1824,68,3,0,0
1824,68,0,0,0
1824,68,6,9,0
1824,68,15,45,55
1824,68,0,0,0
1824,68,9,27,21
1824,68,0,0,0
1824,68,15,45,55
1824,68,15,45,55
1824,69,18,78,104
1824,68,9,18,19
1824,68,3,0,0
1824,68,9,18,19
1824,68,9,21,19
1824,68,6,9,0
1824,68,3,0,0
1824,68,9,27,19
1800,11,3,0,0
1815,39,12,33,34
1804,21,12,33,34
1800,12,9,18,19
1800,9,6,9,0
1818,42,12,30,34
1804,17,6,9,0
1800,10,3,0,0
1800,8,0,0,0
1818,43,24,123,183
1819,46,30,189,328
1815,39,12,42,49
1825,50,36,267,517
1815,39,9,18,19
1815,37,3,0,0
1817,40,18,63,83
1818,41,21,84,119
1817,40,18,63,83
1815,37,9,18,19
1815,38,12,30,34
1815,40,15,54,64
1831,52,39,297,593
1815,40,12,30,34
1817,40,12,30,34
1815,37,6,9,0
1815,36,0,0,0
1815,37,9,18,19
1829,48,15,45,55
1829,47,15,45,55
1829,47,21,84,119
1843,60,42,378,819
1826,44,3,0,0
1831,50,24,132,209
1826,43,3,0,0
1826,45,12,33,27
1826,44,3,0,0
1826,43,6,9,0
1826,43,3,0,0
1804,19,6,9,0
1813,35,18,63,83
1803,18,9,18,19
1803,16,6,9,0
1803,16,3,0,0
1803,14,9,18,19
1802,13,12,30,34
1800,9,9,18,19
1800,9,9,18,19
