"0,2-d","1,2-d","3,2-d","4,2-d","5,2-d"
3068,140,15,90,190
2289,80,15,90,190
1689,23,9,27,19
2029,53,15,90,190
2316,114,27,153,247
1643,15,9,27,19
1649,18,12,45,38
2867,120,15,90,190
1639,13,6,9,0
2088,57,15,90,190
772,21,9,27,19
1112,39,15,90,190
1663,36,15,90,190
884,49,15,90,190
726,15,9,27,19
732,18,12,45,38
1950,62,15,90,190
722,13,6,9,0
1171,42,15,90,190
59,10,9,27,19
1722,42,15,90,190
2555,104,18,135,380
1869,20,18,135,380
3060,140,18,135,380
2865,123,18,135,380
1877,21,18,135,380
1877,21,18,135,380
2843,115,6,9,0
3402,193,3,0,0
1803,2,0,0,0
3889,281,108,2430,22135
2308,58,12,54,76
2353,73,24,216,684
2655,108,81,1845,17138
3018,170,78,1566,13547
2853,130,78,1935,18886
2969,159,96,2142,19532
2329,63,12,54,76
2663,114,33,342,1482
2604,97,57,1332,12825
2448,83,48,837,5985
2528,92,45,882,7087
2972,139,60,1197,9823
2824,124,63,1503,14345
2430,81,42,720,4940
2502,87,54,1206,10735
2398,78,33,414,1938
2309,59,15,63,76
2401,80,36,558,3477
2312,61,15,72,95
3523,220,108,2376,21470
2490,86,42,765,5700
3328,192,87,2115,20102
2605,98,57,1179,10127
2414,79,42,513,2470
2886,130,81,1971,19304
2795,131,81,1971,19323
2338,66,21,189,665
2792,122,78,1836,17081
2299,55,9,27,19
2554,96,54,1116,9196
2340,67,21,117,209
2310,59,15,63,57
2340,63,18,135,380
2358,69,27,315,1463
2365,67,27,225,627
2292,51,3,0,0
2314,59,15,63,57
2305,58,12,27,19
2295,53,6,9,0
2306,58,12,36,19
2292,51,3,0,0
2299,55,9,27,19
2292,51,3,0,0
2309,56,9,27,19
2299,55,9,27,19
2310,58,9,27,19
1804,3,3,0,0
3454,211,30,252,760
3417,199,12,54,76
3764,251,78,1917,18506
4127,352,183,3906,31008
3794,285,117,2286,17328
3414,199,12,45,38
3446,208,24,207,627
3457,210,30,342,1425
3962,293,105,2493,23256
4078,333,174,3483,28500
3419,200,15,90,190
3418,200,15,81,133
3843,293,135,2691,20691
3421,201,15,54,38
3465,210,30,333,1311
3772,284,114,2169,16910
3713,250,78,1809,16606
3557,223,45,819,5966
3637,243,72,1485,11571
4081,353,186,3699,30286
3429,205,18,108,190
3933,295,141,3330,29450
3461,206,21,153,399
3539,225,48,783,5073
3611,230,54,1206,10735
3408,196,9,27,19
3604,236,63,1296,10811
4086,376,198,3492,24510
3484,218,39,414,1501
3442,207,21,171,494
3462,214,36,351,1102
3414,198,9,27,19
3536,221,45,774,5567
3621,244,72,1305,9291
3429,203,18,135,380
3412,198,12,45,38
3507,224,45,558,2451
3440,208,24,171,437
3421,200,15,63,76
3418,200,12,54,76
3454,210,27,261,912
3411,198,12,36,19
3510,222,39,585,3515
4632,424,255,5454,45752
3401,192,3,0,0
3445,209,27,225,627
3434,204,21,189,665
3401,192,3,0,0
3599,234,57,1071,7790
4437,407,243,5031,40052
3406,196,6,9,0
3414,198,9,27,19
3428,203,18,135,380
3714,252,75,1422,11058
3413,198,12,54,76
3523,218,36,459,2337
3995,277,99,2421,23351
3904,286,105,2367,22078
3853,301,129,2448,18202
3404,194,6,9,0
3423,202,15,72,95
3447,209,27,225,722
3642,260,99,1503,9310
3901,274,99,2214,20007
3477,219,39,387,1406
3441,208,27,216,532
3408,196,9,27,19
3423,202,18,108,190
3408,196,9,27,19
3408,196,9,27,19
3408,196,9,27,19
3401,192,3,0,0
3403,193,3,0,0
3436,204,18,108,209
3421,202,18,90,114
3408,196,9,27,19
3414,199,12,54,76
3484,219,36,414,1596
3399,190,0,0,0
3404,194,6,9,0
3401,192,3,0,0
3408,196,9,27,19
3399,190,0,0,0
3399,190,0,0,0
3552,227,51,936,6612
3427,202,18,135,380
3411,199,12,18,0
3399,190,0,0,0
3404,194,6,9,0
3418,200,15,81,133
3418,200,15,81,133
3589,234,63,1206,9424
3421,201,15,81,133
3402,193,3,0,0
3401,192,3,0,0
3401,192,3,0,0
3607,239,69,1350,10222
3471,214,30,342,1615
3408,196,9,27,19
3417,199,12,54,76
3408,196,9,27,19
3401,192,3,0,0
3553,224,48,999,8455
3414,198,12,54,76
3518,222,42,657,3933
3419,200,15,90,190
3404,194,3,0,0
3399,190,0,0,0
3407,196,9,18,0
3404,194,6,9,0
3413,198,12,54,76
3408,196,9,27,19
3424,202,18,117,247
3403,193,3,0,0
3400,191,0,0,0
3429,204,21,144,304
3399,190,0,0,0
3414,199,12,54,76
3408,195,6,9,0
3417,199,12,54,76
3418,200,15,81,133
3440,206,21,189,665
3430,203,15,81,133
3404,194,6,9,0
3449,209,24,189,494
3399,190,0,0,0
3403,194,6,0,0
3663,244,75,1503,11761
3526,222,42,774,5852
3419,200,15,90,190
3406,195,6,9,0
3449,210,27,198,437
3462,212,30,315,1197
3408,196,6,9,0
3404,194,6,0,0
3401,192,3,0,0
3419,200,12,45,38
3401,192,3,0,0
3430,204,18,135,380
3434,204,18,99,152
3413,198,9,27,19
3413,198,12,54,76
3413,198,12,54,76
3406,194,3,0,0
3413,198,12,54,76
3449,209,24,216,665
3401,192,3,0,0
3467,211,30,333,1482
3399,190,0,0,0
3401,192,3,0,0
3404,194,6,9,0
3441,206,21,81,76
3399,190,0,0,0
3403,193,3,0,0
3427,204,21,126,247
3404,194,6,9,0
3402,192,3,0,0
3436,206,21,126,209
3399,190,0,0,0
3404,194,6,9,0
3425,204,15,54,38
3401,192,3,0,0
3696,257,90,1899,15504
3401,192,3,0,0
3432,203,18,135,380
3439,204,18,72,76
3399,190,0,0,0
3401,192,3,0,0
3404,194,6,9,0
3420,200,15,81,133
3401,192,3,0,0
3474,207,24,198,589
3401,192,3,0,0
3411,198,12,36,19
3421,202,18,90,133
3423,202,18,108,190
3426,202,15,63,76
3399,190,0,0,0
3401,192,3,0,0
3401,192,3,0,0
3399,190,0,0,0
2583,110,21,180,570
2299,68,24,225,741
2537,86,24,198,589
2542,127,27,234,741
1918,28,18,126,304
2077,42,24,225,741
1881,18,6,9,0
2152,49,21,171,494
2546,103,15,63,76
3051,138,15,63,76
1897,22,6,9,0
1846,14,6,9,0
1809,5,3,0,0
1870,20,3,0,0
2542,99,24,216,684
1875,23,6,0,0
3096,154,30,252,703
1987,35,15,90,190
2368,75,24,216,665
1926,35,21,117,171
2365,68,24,216,684
2127,53,24,180,456
1863,16,0,0,0
1876,24,12,45,38
1872,22,9,27,19
1876,18,0,0,0
1865,18,3,0,0
2893,143,57,1224,11020
2223,49,21,189,665
2728,119,75,1791,17195
2844,134,72,1728,16568
2479,77,54,1269,12369
2323,63,42,756,5567
2847,115,48,927,7790
2699,104,60,1386,13376
2377,68,48,999,8550
2302,61,39,693,5225
2276,62,33,477,2812
2187,42,15,72,95
3398,187,78,1845,17936
2365,69,42,765,5700
2184,42,15,72,95
3203,167,69,1728,17100
2480,78,51,1098,9709
2289,62,36,459,2337
2761,105,72,1773,17423
2670,113,81,1908,18183
2228,53,27,261,969
2667,97,63,1575,15732
2429,80,51,1026,8341
2185,43,15,63,57
2240,56,27,225,627
2189,42,15,63,57
2170,36,6,9,0
2174,38,9,27,19
2845,116,6,9,0
1855,15,6,9,0
2923,170,63,1233,9424
2575,107,21,180,570
2586,112,30,342,1425
3091,167,66,1530,13984
2570,108,24,234,855
3207,207,117,2421,18430
2972,168,78,1629,12350
2594,114,30,333,1311
2901,170,72,1386,10602
2842,140,60,1296,11590
2766,143,66,1341,10241
3210,200,117,2709,22629
2558,105,18,108,190
3062,175,93,2205,19475
2590,108,18,135,380
2579,110,24,180,494
2740,127,45,846,6574
3215,241,117,2061,14725
2613,119,33,360,1387
2750,132,48,855,5909
2558,105,18,135,380
2636,120,36,459,2090
2569,109,24,171,437
2583,110,27,261,912
2550,101,12,54,76
3761,289,186,3915,31255
2563,106,21,189,665
2539,100,12,27,19
2728,133,51,918,6232
3566,261,165,3654,29298
2578,110,27,288,1140
2571,108,24,243,950
2578,110,27,288,1140
2557,104,18,135,380
3124,159,72,1737,15922
2571,108,24,243,950
3033,165,63,1431,13148
2982,184,72,1377,10032
2563,106,21,189,665
2533,96,6,9,0
2771,148,60,1089,7600
3030,157,60,1314,11666
2606,119,33,351,1349
2613,118,36,414,1596
2556,105,18,135,380
2718,128,45,837,6308
2736,134,54,954,6612
2543,100,12,54,76
2536,98,9,18,0
2558,103,12,54,76
2537,97,6,9,0
2578,113,24,171,380
2559,107,21,135,380
2542,100,12,54,76
2578,108,24,216,665
2556,104,15,90,190
2533,96,6,9,0
2825,145,63,1161,8436
2561,104,18,135,380
2550,103,15,81,133
2555,103,15,63,76
2528,92,0,0,0
2530,94,3,0,0
2528,92,0,0,0
2530,94,3,0,0
2607,119,36,342,1159
2528,92,0,0,0
2530,94,3,0,0
2530,94,3,0,0
2537,98,9,27,19
2528,92,0,0,0
2533,96,6,9,0
2529,93,0,0,0
2533,96,6,9,0
2533,96,6,9,0
2533,96,6,9,0
2548,103,15,54,38
2530,94,3,0,0
2528,92,0,0,0
2528,92,0,0,0
2530,94,3,0,0
2840,113,3,0,0
2874,147,48,720,4009
2639,128,69,1611,14098
2568,134,72,1566,13091
2433,96,33,441,2280
2877,148,75,1665,14307
2729,131,69,1449,11647
2400,98,57,1188,9557
2882,201,111,2106,16169
2280,85,42,459,1634
2258,78,30,261,760
3428,210,75,1674,13889
3233,191,69,1431,10469
2229,72,24,153,266
2649,163,117,2223,16891
2219,67,12,54,76
2438,113,63,1062,7068
2273,83,33,360,1387
2199,60,6,0,0
2348,89,45,810,5643
2214,66,15,81,133
2385,93,48,945,7562
2403,98,54,1053,8056
2267,81,33,378,1729
2349,87,45,891,7277
2314,86,42,630,3762
2203,61,6,9,0
2220,68,18,117,247
2225,70,21,144,304
2245,77,30,252,665
2459,93,24,243,950
2322,85,42,774,5852
2215,66,15,90,190
2230,72,24,171,342
2209,64,12,54,76
2232,72,21,126,209
2492,110,69,1494,12635
2204,62,9,27,19
2204,62,9,27,19
2204,62,9,27,19
2204,62,9,27,19
2204,62,9,27,19
2203,61,6,9,0
2195,56,0,0,0
2195,56,0,0,0
2197,58,3,0,0
2197,58,3,0,0
2195,56,0,0,0
2215,66,15,90,190
2248,77,24,171,494
2207,64,9,27,19
2200,60,6,9,0
2195,56,0,0,0
1955,26,12,45,38
2079,36,9,27,19
2526,91,24,207,627
1902,25,18,135,380
3080,144,21,180,570
2885,128,21,180,570
1861,16,12,54,76
2090,51,21,162,437
2537,95,30,342,1425
1924,27,21,189,665
2096,45,21,189,665
1913,26,21,189,665
3091,148,30,342,1425
2896,131,30,342,1425
2363,69,24,243,950
3042,167,96,2286,21109
2677,104,66,1584,15390
2521,86,42,729,5111
2601,100,54,1080,8892
3045,140,57,1170,9899
2897,129,66,1548,14573
2414,72,27,261,855
2369,58,6,9,0
2503,86,45,756,5016
2575,94,57,1269,11096
2381,64,12,18,0
3050,173,36,549,3306
2500,85,45,792,5700
2385,62,12,54,76
2474,89,51,639,3591
3596,219,102,2466,23142
2384,62,12,54,76
2398,67,21,189,665
3401,204,96,2259,21432
2678,102,57,1116,9329
2487,84,33,441,2318
2959,133,81,2106,20672
2868,140,93,2061,19589
2426,73,24,243,950
2865,135,90,2052,19076
2405,68,18,126,304
2400,67,18,90,190
2404,68,21,189,665
2368,57,6,9,0
2627,106,66,1377,11172
2431,72,27,315,1463
2438,73,21,180,570
2363,53,0,0,0
2365,55,3,0,0
2377,61,12,54,76
2442,79,33,333,1216
2379,61,9,27,19
2377,61,12,54,76
2368,57,6,9,0
2380,63,15,63,76
2363,53,0,0,0
2368,57,6,9,0
2377,61,12,54,76
2377,61,12,54,76
2382,64,15,63,76
3075,144,24,234,855
2880,127,24,234,855
1892,25,24,234,855
1885,23,21,189,665
1892,25,24,234,855
1885,23,21,189,665
2499,85,15,90,190
2501,85,12,45,38
2545,95,30,333,1311
2852,143,42,594,3268
2793,127,69,1548,14079
2637,108,48,855,6080
2717,125,63,1224,9044
3013,153,78,1818,15941
2530,95,30,270,855
2619,110,48,810,5301
2691,115,57,1269,11096
2497,86,12,36,0
3166,202,60,1026,6213
2564,98,24,234,855
2616,109,48,819,5757
2587,102,33,396,1729
2520,91,21,144,380
2534,92,24,234,855
2590,109,45,621,3572
3712,263,153,3411,28234
2679,116,54,900,6004
3517,239,138,3132,26467
2508,87,18,135,380
2794,128,66,1278,10488
2493,83,12,54,76
2603,101,36,450,2261
3075,155,90,2169,20406
2984,159,84,2034,19228
2933,159,48,765,4389
2722,125,42,576,3002
2981,150,81,1944,17860
2557,100,27,243,855
2501,85,12,54,76
2564,96,24,225,760
2484,79,6,9,0
2491,83,9,18,0
2482,77,3,0,0
2598,99,24,207,684
2499,85,15,90,190
2488,81,9,27,19
2520,91,24,207,684
2483,78,3,0,0
2743,132,72,1503,11894
2529,93,21,126,228
2499,84,9,27,19
2547,97,30,333,1482
2484,79,6,9,0
2481,77,3,0,0
2506,86,15,63,76
2488,81,9,27,19
2480,76,0,0,0
2494,84,12,45,38
2481,77,3,0,0
2493,83,12,54,76
2558,102,36,351,1159
2481,77,3,0,0
2493,83,12,54,76
2479,75,0,0,0
2496,85,15,63,57
2481,77,3,0,0
2484,79,6,9,0
2484,79,6,9,0
2520,89,18,108,209
2507,117,15,90,190
3053,138,15,90,190
2858,121,15,90,190
1869,18,6,9,0
1851,16,6,9,0
3072,143,12,54,76
2877,127,15,63,76
2341,61,12,54,76
1840,10,0,0,0
1959,28,15,81,133
1927,25,12,54,76
2857,121,15,81,133
2324,60,12,54,76
2840,113,3,0,0
2617,128,75,1710,14801
2482,90,39,549,2869
2926,154,102,2304,19247
2778,125,72,1584,13224
2449,92,60,1287,10735
2931,199,111,2340,18639
2307,70,27,270,912
2466,98,72,1305,9291
3477,211,93,2061,17024
2444,84,33,423,2033
3282,193,93,1719,12217
2840,104,39,576,3173
2749,112,30,378,1862
2698,143,78,1737,14592
2487,103,54,990,7163
2286,64,18,117,247
2329,70,24,234,855
2397,84,51,945,6669
2272,61,18,135,380
2434,92,57,1125,9082
2266,59,15,81,133
2452,94,60,1215,9690
2316,72,27,324,1596
2262,57,12,54,76
2398,81,48,999,8455
2363,79,39,603,3648
2249,53,6,9,0
2262,57,12,54,76
2263,59,15,81,133
2275,59,15,81,133
2371,79,45,810,5966
2307,69,27,288,1140
2253,55,6,9,0
2275,63,18,135,380
2258,57,12,54,76
2541,107,75,1728,14934
2277,62,18,135,380
2265,60,15,81,133
2256,56,9,27,19
2257,52,3,0,0
2264,59,15,90,190
2249,53,6,9,0
2249,53,6,9,0
2860,122,15,54,38
1890,19,9,27,19
1862,14,6,9,0
2553,124,21,180,570
1974,33,21,180,570
1921,26,21,189,665
3099,151,30,333,1311
2904,132,30,333,1311
1951,31,21,180,570
2855,150,87,1863,15447
2707,132,78,1629,13053
2182,60,9,27,19
2378,97,57,1188,9576
2860,194,99,1953,15694
2395,95,51,981,7505
3406,213,93,1917,15903
3211,189,72,1341,9766
2769,109,36,468,2318
2627,152,90,1755,13642
2416,108,54,972,7011
2197,65,15,81,133
2188,62,12,54,76
2182,60,9,27,19
2201,66,18,135,380
2363,93,54,1089,8987
2175,56,3,0,0
2381,95,51,1026,8246
2245,78,30,360,1710
2182,60,9,27,19
2327,85,45,891,7296
2188,62,12,54,76
2292,84,42,594,3306
2188,62,12,54,76
2204,63,12,54,76
2223,72,21,135,380
2300,82,39,675,4864
2236,75,30,315,1197
2201,67,18,117,247
2470,107,63,1404,12293
2197,66,18,108,190
2182,60,9,27,19
2175,56,0,0,0
2177,58,6,0,0
2178,58,6,9,0
2182,60,9,27,19
2197,65,15,90,190
2173,54,0,0,0
2175,56,3,0,0
2226,77,27,198,513
2173,54,0,0,0
2174,55,0,0,0
2173,54,0,0,0
2187,62,9,27,19
2185,61,9,27,19
2193,66,18,72,57
2175,56,3,0,0
2352,72,51,981,7619
2796,112,51,1080,9367
2648,98,54,1242,11685
2176,43,18,135,380
2251,57,42,747,5510
3347,183,72,1719,16264
3152,165,72,1719,16264
2429,71,45,873,7201
2710,92,60,1494,14991
2619,100,63,1467,14098
2568,106,33,414,1881
2162,46,24,198,665
2616,95,66,1503,13984
2151,43,15,90,190
2155,43,24,207,684
2378,73,51,999,7885
2141,41,15,63,76
2131,36,12,45,38
3191,167,48,810,5586
2158,54,36,531,3249
2996,143,45,783,5548
2082,40,27,324,1596
2554,81,48,819,5719
2463,81,39,684,5035
2460,75,42,729,5111
2026,35,24,252,1064
1977,26,12,45,38
1999,33,18,108,209
2720,112,51,981,7201
2250,60,36,576,3819
2725,151,48,738,4389
3271,182,72,1458,11514
3076,162,66,1440,11495
2634,89,57,1080,8645
2543,99,54,1008,7771
2492,108,36,513,2736
2053,36,6,9,0
2123,48,21,180,570
2302,72,45,747,4769
2080,38,9,27,19
2065,38,12,54,76
2101,36,3,0,0
2057,36,6,9,0
2040,30,3,0,0
3016,156,105,2439,20919
2491,73,9,27,19
2687,109,57,1251,10621
3169,224,129,2592,20045
2497,75,9,27,19
2704,111,57,1152,8816
2512,81,21,144,380
2590,94,30,315,1273
2504,76,12,54,76
3715,243,132,3087,26923
2682,107,48,801,5073
3520,217,105,2502,21451
2489,72,6,9,0
2497,75,9,27,19
3078,132,63,1395,11894
2987,138,54,1107,9462
2936,163,84,1818,14934
2725,120,51,981,7277
2984,127,48,972,8170
2560,91,24,234,855
2491,73,9,27,19
2497,75,12,54,76
2635,101,48,909,6555
2510,79,18,135,380
2487,71,6,9,0
2501,77,15,81,133
2672,107,54,1089,8987
2690,112,60,1206,9595
2554,91,30,342,1615
2636,99,48,999,8455
2601,99,42,621,3667
2496,75,12,54,76
2500,75,12,54,76
2501,77,15,81,133
2609,96,42,774,5852
2489,72,6,9,0
2545,89,30,306,1159
2496,75,12,54,76
2489,71,3,0,0
2496,75,12,54,76
2532,83,21,171,494
2484,69,3,0,0
2510,79,15,90,190
2779,128,78,1683,14478
2515,80,18,135,380
2490,73,9,18,0
2561,91,21,171,494
2506,78,15,90,190
2491,73,9,27,19
2494,74,9,27,19
2364,63,12,54,76
1915,26,12,54,76
1871,21,12,54,76
2868,125,21,117,190
2546,89,48,963,8018
2539,93,54,1062,8265
3021,194,99,2034,15713
2377,70,24,189,513
2556,93,51,963,6992
2347,59,9,27,19
2442,77,27,315,1463
3567,222,123,3060,27569
2380,69,21,180,570
2345,59,9,27,19
2353,61,12,54,76
3372,199,99,2439,22211
2649,100,57,1116,9006
2458,76,27,324,1596
2930,122,72,1665,15219
2839,124,63,1440,13566
2788,146,78,1593,12312
2577,106,54,981,6878
2836,117,60,1431,13832
2412,77,27,261,969
2376,68,21,153,361
2343,58,9,27,19
2487,84,42,720,4807
2353,62,15,81,133
2524,90,51,963,7391
2488,83,45,882,7068
2348,60,12,54,76
2598,98,51,972,7429
2461,80,39,684,5035
2397,72,27,270,1007
2369,64,12,54,76
2631,102,54,1197,10374
2355,62,15,81,133
2358,63,15,81,133
2413,75,24,234,855
2358,63,15,90,190
2387,72,21,153,399
1898,22,15,72,76
3095,146,24,171,418
2900,128,18,135,380
2364,63,27,207,475
1925,23,12,45,38
1991,34,18,126,304
1988,32,18,135,380
3084,147,27,261,855
2447,61,27,261,855
1878,19,6,9,0
1930,31,18,126,304
2308,48,6,9,0
1806,3,0,0,0
2152,53,42,711,4845
2048,42,24,216,722
2051,47,30,396,2128
3173,163,48,810,5301
2978,143,42,675,4370
2536,75,42,675,4351
2445,84,42,693,4712
2442,74,39,639,4275
2204,60,39,585,3686
2019,40,21,171,494
2123,51,36,558,3477
3245,172,57,1269,11096
3050,154,51,1107,9766
2327,63,42,783,6118
2608,82,54,1170,10127
2517,92,57,1206,10735
2514,80,48,1008,8759
2276,64,45,846,6384
2014,22,3,0,0
2091,43,24,234,855
2018,34,12,18,0
1833,13,3,0,0
1824,10,0,0,0
1855,16,6,0,0
1897,25,9,18,0
2692,151,63,1341,10982
2227,61,42,738,5187
3238,170,57,1152,9177
2320,57,18,135,380
2459,112,63,1269,9861
2158,56,45,765,5130
2195,58,42,792,6251
2213,61,42,774,5852
2077,47,30,360,1710
2159,55,48,999,8455
2124,50,33,477,2812
2132,53,45,810,5966
2007,25,3,0,0
2302,72,54,1161,9804
2025,33,15,90,190
2058,44,21,171,494
2530,123,18,108,209
2550,131,36,351,1102
2709,152,60,1206,9063
2517,121,21,144,380
3720,276,120,2583,20368
2687,142,33,423,2033
3525,253,99,2025,14896
2521,121,15,63,57
2941,225,147,2376,16967
2730,167,72,1170,7999
2489,109,3,0,0
2496,113,9,27,19
2572,131,33,360,1349
2640,142,51,945,6669
2515,119,18,135,380
2506,117,15,81,133
2506,116,12,54,76
2677,149,57,1125,9082
2509,117,15,81,133
2695,152,60,1215,9690
2559,134,39,405,1748
2496,113,9,27,19
2489,109,3,0,0
2641,140,48,999,8455
2606,138,42,657,3933
2501,115,12,54,76
2512,119,18,117,247
2517,121,21,144,304
2496,113,6,9,0
2506,117,15,81,133
2751,147,33,432,2109
2614,138,45,810,5966
2507,117,15,90,190
2550,128,30,315,1197
2518,121,18,135,380
2522,120,15,72,95
2501,115,12,54,76
2501,115,12,54,76
2537,121,18,126,304
2515,121,21,126,247
2492,111,6,9,0
2524,124,24,144,209
2513,120,18,72,57
2784,169,84,1791,15029
2489,109,3,0,0
2520,120,18,135,380
2508,117,15,81,133
2499,115,12,36,19
2511,119,18,108,190
2487,107,0,0,0
2489,109,3,0,0
2487,107,0,0,0
2489,109,3,0,0
2496,113,9,27,19
2492,111,6,9,0
2495,113,9,18,0
2487,107,0,0,0
2489,109,3,0,0
2487,107,0,0,0
2487,107,0,0,0
2492,111,6,9,0
2487,107,0,0,0
2492,111,6,9,0
2489,109,3,0,0
2502,116,12,45,38
2487,107,0,0,0
2487,107,0,0,0
2487,107,0,0,0
2487,107,0,0,0
2511,119,18,90,190
2487,107,0,0,0
2487,107,0,0,0
2507,117,15,90,190
2487,107,0,0,0
2487,107,0,0,0
2540,130,30,216,532
2499,115,12,27,19
2487,107,0,0,0
2489,109,3,0,0
2501,115,9,27,19
2489,109,3,0,0
2499,115,12,36,19
2492,111,6,9,0
2489,109,3,0,0
2507,117,12,45,38
2489,109,3,0,0
2489,109,3,0,0
2489,109,3,0,0
2487,107,0,0,0
3118,152,27,288,1140
2923,138,36,387,1444
1919,29,18,108,209
2339,96,39,414,1444
1963,37,18,135,380
2075,43,21,189,665
1935,33,21,144,304
1920,29,18,117,247
2182,53,21,189,665
1905,25,15,90,190
1848,14,6,9,0
3076,147,27,198,513
1889,27,21,144,380
2348,68,21,144,380
1848,14,6,9,0
1896,26,9,27,19
2085,43,21,171,475
2901,131,24,225,741
2317,87,21,180,570
1888,23,15,90,190
1893,24,15,90,190
1883,22,15,90,190
2160,51,24,207,608
3069,138,12,45,38
2338,56,15,72,76
1899,20,12,45,38
3170,162,45,765,5472
2975,141,39,693,5225
2533,74,42,738,5415
2442,84,45,774,5567
2439,75,42,747,5510
1959,26,12,54,76
1978,31,21,189,665
2201,58,39,648,4465
1822,11,3,0,0
2071,33,3,0,0
3255,169,51,990,7562
3060,156,54,864,5396
2265,73,39,639,4161
2064,38,15,90,190
2175,56,36,531,3021
2212,60,42,765,5662
2230,65,48,873,6118
2040,33,12,54,76
2176,55,39,666,4655
2027,28,6,9,0
2053,37,15,81,133
2319,73,54,1044,7771
2055,37,18,135,380
3063,141,18,135,380
2868,124,18,135,380
1838,12,6,9,0
2851,119,12,45,38
3141,158,42,522,2375
2946,141,42,540,2432
1923,24,9,27,19
2410,70,33,378,1748
1993,38,21,171,494
1958,33,21,171,494
1971,25,6,9,0
3074,143,18,135,380
2879,128,24,171,437
2084,51,18,135,380
1849,14,6,9,0
1846,13,6,9,0
1851,14,6,9,0
2860,123,15,63,76
1844,13,6,9,0
2321,52,12,54,76
1824,9,6,9,0
3088,147,27,261,912
2893,131,27,261,912
1877,19,12,54,76
1814,7,3,0,0
2850,119,12,36,19
2266,75,9,27,19
1852,12,6,9,0
3144,159,36,558,3477
2226,59,36,450,2356
2416,85,45,585,3496
2175,59,33,414,2147
1913,21,3,0,0
1925,27,12,54,76
1925,27,12,54,76
1928,27,9,27,19
1916,23,6,9,0
1913,21,3,0,0
1946,23,9,27,19
2327,61,12,54,76
3079,147,27,225,627
3068,142,21,189,665
3233,176,66,1170,8094
4071,325,213,4761,39026
3083,146,27,288,1140
3076,144,24,243,950
3083,146,27,288,1140
3062,140,18,135,380
3348,193,72,1395,11001
3629,230,111,2520,23522
3076,144,24,243,950
3538,218,99,2340,22192
3096,151,33,315,1083
3487,228,90,1953,15390
3038,132,6,9,0
3068,142,21,189,665
3081,146,24,216,722
3276,185,63,1098,7486
3535,212,96,2142,19304
3075,145,24,198,513
3057,140,18,108,190
3039,133,6,9,0
3070,141,18,108,209
3055,140,18,90,114
3118,154,36,414,1596
3042,134,9,27,19
3045,135,6,9,0
3038,132,6,9,0
3052,137,12,54,76
3223,167,54,1116,9215
3035,130,3,0,0
3241,171,54,1071,8455
3042,134,9,27,19
3187,159,45,891,7296
3048,136,12,54,76
3152,158,42,594,3306
3053,138,15,90,190
3038,132,3,0,0
3048,136,12,54,76
3051,138,12,54,76
3297,184,75,1530,11951
3160,157,39,675,4864
3083,149,27,180,380
3096,149,30,306,1159
3042,134,6,9,0
3064,142,18,135,380
3083,144,24,216,665
3101,148,27,315,1463
3075,148,18,81,76
3037,132,6,0,0
3330,182,69,1503,12673
3038,132,6,9,0
3055,139,15,81,133
3035,130,3,0,0
3033,128,0,0,0
3036,130,3,0,0
3057,139,9,27,19
3046,137,12,27,19
3035,130,3,0,0
3048,137,12,45,38
3112,156,39,396,1406
3038,132,6,9,0
3046,136,12,45,38
3049,136,12,36,19
3042,134,9,27,19
3035,130,3,0,0
3038,132,6,9,0
3033,128,0,0,0
3057,140,15,90,190
3033,128,0,0,0
3036,131,3,0,0
3096,141,15,36,19
3086,148,21,153,399
3033,128,0,0,0
3033,128,0,0,0
3035,130,3,0,0
3038,132,6,9,0
3052,138,12,45,38
3045,134,9,27,19
3035,130,3,0,0
3037,131,3,0,0
3074,146,21,126,228
3035,130,3,0,0
2161,45,21,153,399
2351,69,24,198,589
1868,20,12,45,38
1888,21,12,45,38
2859,121,15,72,95
1835,13,9,27,19
2323,52,12,54,76
2873,125,21,189,665
2337,57,21,189,665
1889,23,9,27,19
1842,13,3,0,0
3038,155,60,1107,7904
2315,63,36,513,3154
2596,86,54,999,7163
2505,90,45,828,6099
2037,34,12,27,19
2297,62,21,189,665
2013,31,9,27,19
2079,45,21,135,304
2041,36,15,90,190
2415,51,12,54,76
1882,20,9,27,19
2888,129,27,288,1140
2881,127,24,243,950
2888,129,27,288,1140
2867,124,18,135,380
3153,160,57,1161,9766
3434,191,84,2196,22021
2881,127,24,243,950
2852,120,12,36,19
3343,202,90,2124,20577
2901,131,24,243,950
3292,205,78,1521,10849
2873,125,21,189,665
2843,115,6,9,0
2886,130,27,225,722
3081,169,66,1206,8455
3340,194,93,2070,19057
2916,137,30,333,1330
2880,129,27,216,532
2847,117,9,27,19
2862,123,18,108,190
2843,115,6,9,0
2847,117,9,27,19
2875,124,18,108,209
2923,138,39,414,1596
2840,113,3,0,0
2991,142,39,558,3097
3028,149,45,756,5168
2860,121,12,54,76
3046,154,54,945,6289
2856,120,12,54,76
2853,120,12,54,76
2957,139,33,441,2280
2858,121,15,90,190
2853,119,12,54,76
2856,119,12,54,76
2869,123,15,81,133
2888,129,21,162,437
3102,163,66,1377,11039
2888,130,24,180,418
2843,115,3,0,0
2888,127,24,216,665
2906,133,30,333,1482
2864,121,9,27,19
3135,164,63,1215,8721
2878,125,18,72,76
2843,115,6,9,0
2840,113,3,0,0
2850,118,9,27,19
2860,123,18,90,133
