"0,2-d","1,2-d","3,2-d","4,2-d","5,2-d"
2241,71,39,639,4275
1766,29,18,135,380
2003,55,39,585,3686
1870,36,18,135,380
1922,45,36,558,3477
3044,150,60,1296,11115
2849,149,51,1107,9766
2126,69,45,828,6308
2407,85,54,1152,9956
2316,86,57,1251,10925
2313,78,51,1053,8949
1838,32,18,135,380
2075,60,45,846,6384
2328,95,21,180,570
1841,37,24,225,760
2679,122,24,225,760
2146,59,18,135,380
1938,50,18,135,380
2491,123,57,1251,10621
2026,67,42,738,5187
3037,148,54,1107,8987
2119,63,18,135,380
2258,87,57,1179,9500
1811,28,6,0,0
1957,57,42,729,5016
1994,60,42,792,6251
2012,62,42,774,5852
1876,43,27,324,1596
1958,57,48,999,8455
1923,50,33,477,2812
1806,25,3,0,0
1931,55,42,774,5852
1806,25,3,0,0
2101,77,54,1161,9804
2329,92,15,90,190
2349,103,36,351,1102
2345,93,15,90,190
2508,130,63,1260,9310
2316,92,18,135,380
3519,226,114,2529,20159
2486,112,36,477,2299
3324,220,105,2124,15352
2740,172,102,2070,16302
2529,137,66,1143,7980
2288,81,3,0,0
2295,85,9,27,19
2371,106,33,360,1349
2439,115,48,909,6555
2314,91,18,135,380
2288,81,3,0,0
2324,95,21,171,494
2305,89,15,81,133
2305,88,12,54,76
2476,123,60,1170,9272
2308,90,15,81,133
2303,88,9,18,0
2494,125,63,1269,9937
2358,102,30,342,1615
2295,85,9,27,19
2288,81,3,0,0
2440,114,48,999,8455
2405,110,45,675,3952
2300,87,12,54,76
2311,91,18,117,247
2316,93,21,144,304
2287,80,0,0,0
2295,86,9,18,0
2305,89,15,81,133
2287,80,0,0,0
2288,81,3,0,0
2550,115,33,432,2109
2413,112,42,774,5852
2288,81,3,0,0
2286,79,0,0,0
2301,89,15,45,38
2306,89,15,90,190
2349,100,30,315,1197
2317,91,18,135,380
2286,79,0,0,0
2321,90,12,54,76
2300,87,12,54,76
2300,87,12,54,76
2336,96,18,126,304
2314,93,21,126,247
2291,83,6,9,0
2323,94,18,99,152
2312,94,18,54,38
2583,146,90,1872,15295
2288,81,3,0,0
2319,93,21,171,494
2307,89,15,81,133
2298,87,12,36,19
2310,91,18,108,190
2917,128,27,288,1140
2722,131,36,387,1444
2138,69,33,342,1254
1762,32,18,135,380
1874,43,21,189,665
1734,28,15,81,133
1719,25,12,54,76
1981,56,21,189,665
2875,122,21,171,494
1688,23,18,135,380
2147,59,18,135,380
1884,49,21,171,475
2700,126,24,225,741
2116,62,21,180,570
1687,23,15,90,190
1692,24,15,90,190
1682,22,15,90,190
1959,56,24,207,608
1616,7,3,0,0
2969,139,42,720,5282
2774,135,39,693,5225
2332,76,39,693,5225
2241,77,45,774,5567
2238,72,42,747,5510
1758,25,12,54,76
1777,30,21,189,665
2000,53,39,648,4465
2891,127,27,261,874
1973,50,21,180,570
2160,61,24,225,760
3054,153,51,990,7562
2859,157,63,945,5624
2064,77,39,639,4161
1863,44,15,90,190
1838,40,15,63,57
1974,63,42,576,3097
1859,46,21,171,494
2011,68,45,810,5852
2029,72,51,927,6365
1839,40,15,72,95
1975,63,45,711,4731
1826,34,6,9,0
1852,46,24,135,190
1830,36,9,27,19
1835,38,12,54,76
1835,38,12,54,76
1834,38,12,45,38
2118,84,54,1044,7771
1854,44,21,171,494
2862,118,18,135,380
2667,118,18,135,380
2650,114,12,45,38
2837,110,6,9,0
2642,110,6,9,0
2940,138,39,513,2375
2745,138,42,540,2432
1722,24,9,27,19
1721,25,6,9,0
2209,70,30,369,1748
1792,43,27,198,513
1716,24,9,27,19
1757,38,27,198,513
1716,24,9,27,19
2873,121,18,135,380
2678,123,21,162,437
1883,49,18,135,380
1648,14,6,9,0
1642,11,3,0,0
1620,10,9,27,19
1617,9,9,27,19
1604,4,3,0,0
1604,4,3,0,0
2659,118,15,63,76
1643,13,6,9,0
1628,11,3,0,0
2120,50,12,54,76
2887,127,30,279,931
2692,128,33,297,950
1663,17,9,27,19
1667,19,12,45,38
1676,21,12,54,76
2649,114,12,36,19
2065,50,9,27,19
1651,14,6,9,0
2943,131,36,558,3477
2025,59,30,405,2280
2215,73,36,558,3477
1974,49,33,414,2147
2878,124,27,225,627
2867,120,21,189,665
3032,152,60,1089,7809
3870,298,192,4383,37354
2861,119,18,135,380
3147,177,81,1521,11457
3428,211,105,2439,22876
3337,190,90,2250,21679
3286,181,84,1872,15086
2837,110,6,9,0
2880,123,24,216,722
3075,161,63,1098,7486
3334,188,87,2079,19285
2844,113,9,27,19
2874,123,24,198,513
2856,118,18,108,190
2859,118,18,135,380
2869,119,18,108,209
2854,118,18,90,114
2837,110,6,0,0
2855,117,15,72,95
2917,135,36,414,1596
2841,112,9,27,19
2844,112,6,9,0
2837,110,6,9,0
2851,115,12,54,76
3022,147,54,1116,9215
2834,108,3,0,0
2844,114,12,27,19
3040,150,57,1071,8455
2841,112,9,27,19
2986,139,45,891,7296
2834,108,3,0,0
2847,114,12,54,76
2951,136,39,576,3287
2852,116,15,90,190
2837,110,6,0,0
2847,115,12,54,76
2850,117,15,54,76
2845,113,9,27,19
2873,121,18,117,247
2834,108,3,0,0
3096,158,66,1404,11419
2959,137,42,675,4864
2833,107,0,0,0
2836,109,3,0,0
2835,108,3,0,0
2882,125,21,153,361
2895,127,27,288,1140
2841,112,9,18,0
2835,109,3,0,0
2863,118,18,135,380
2882,125,24,216,665
2900,127,27,315,1463
2874,128,21,99,95
2836,109,3,0,0
2834,108,3,0,0
2834,108,3,0,0
2841,112,9,27,19
2832,106,0,0,0
3129,165,69,1503,12673
2837,110,6,9,0
2837,110,6,9,0
2854,117,15,81,133
2688,122,21,189,665
1774,29,18,135,380
2246,63,27,288,1140
2152,59,27,288,1140
1960,50,21,153,399
2150,62,24,198,589
1667,19,12,45,38
1687,22,12,45,38
2672,120,21,189,665
2136,55,21,189,665
2837,148,60,1134,8132
2114,67,33,495,3135
2395,87,51,936,6897
2304,82,48,873,6289
1811,27,9,27,19
1836,32,9,27,19
2096,65,24,234,855
2662,119,18,90,76
2666,120,18,135,380
2952,161,63,1224,9842
2647,113,6,9,0
3233,189,90,2259,22306
3142,191,93,2133,20425
3091,175,78,1521,10849
2642,110,6,9,0
2685,124,24,216,722
2880,162,66,1206,8455
3139,187,93,2115,19342
2715,129,30,333,1330
2679,124,27,216,532
2646,112,9,27,19
2661,118,18,108,190
2654,115,12,45,38
2674,119,18,108,209
2642,110,3,0,0
2722,136,36,414,1596
2639,108,3,0,0
2646,112,9,27,19
2790,138,39,558,3097
2675,122,21,153,399
2827,146,51,810,5358
2659,117,15,63,76
2845,150,57,990,6479
2655,116,15,72,95
2652,115,12,54,76
2756,134,36,450,2280
2657,116,15,90,190
2652,115,12,54,76
2655,115,12,54,76
2639,108,3,0,0
2644,111,6,9,0
2650,114,12,45,38
2668,121,21,117,171
2637,106,0,0,0
2687,121,21,162,437
2664,114,12,45,38
2901,154,63,1323,10754
2648,111,6,9,0
2644,111,6,9,0
2687,123,24,180,418
2642,110,3,0,0
2682,122,15,90,190
2637,106,0,0,0
2642,110,6,9,0
2687,125,24,216,665
2705,129,33,360,1520
2650,113,9,27,19
2663,118,9,27,19
2934,164,66,1260,8911
2677,122,24,108,95
2637,106,0,0,0
2642,110,6,9,0
2639,108,3,0,0
2642,110,6,9,0
2649,113,9,27,19
2659,118,18,90,133
2639,108,3,0,0
1939,45,15,54,38
1692,22,12,45,38
1664,17,9,18,0
2106,47,3,0,0
1606,3,0,0,0
1628,7,0,0,0
1910,42,3,0,0
1620,10,9,27,19
2510,107,66,1170,9367
2419,102,60,1197,9994
2368,86,27,270,969
2416,94,51,1044,8835
1937,44,15,72,95
1931,43,9,27,19
1923,40,9,27,19
1941,46,12,45,38
1955,51,21,126,228
1919,38,6,9,0
1927,42,12,45,38
1982,54,27,270,1083
1956,50,15,63,57
1923,40,9,27,19
1954,51,18,81,95
1856,42,12,54,76
2319,73,39,513,2565
2225,69,36,468,2375
1773,26,9,27,19
1768,26,12,54,76
1798,32,18,135,380
1650,13,0,0,0
1609,5,0,0,0
1630,9,3,0,0
2700,120,78,2007,20064
2697,115,78,1944,18677
2207,52,9,27,19
2219,56,15,81,133
2222,57,18,135,380
2218,57,15,72,95
2200,49,6,9,0
2207,53,9,27,19
2204,51,9,27,19
2202,50,6,9,0
2236,62,21,135,266
2459,90,51,1089,9386
2195,45,0,0,0
2240,59,18,117,247
2200,49,6,9,0
2208,52,9,27,19
2237,61,15,63,57
2270,63,21,180,570
2606,112,66,1647,16378
2131,57,18,135,380
2126,56,15,72,95
2142,57,9,27,19
2145,61,21,189,665
2104,45,0,0,0
2131,56,12,45,38
2368,94,57,1224,10336
2109,49,6,9,0
2109,49,6,9,0
2107,48,3,0,0
2109,49,6,9,0
2144,61,15,72,95
2179,59,18,135,380
2104,45,0,0,0
2109,49,6,9,0
2296,97,54,954,6631
2062,49,9,27,19
2062,49,9,27,19
2062,49,9,27,19
2206,78,45,810,5643
2081,55,18,135,380
2243,82,48,945,7562
2261,86,51,1008,7866
2125,64,27,324,1596
2207,76,45,891,7277
2172,72,39,612,3743
2103,61,24,189,494
2317,77,27,297,1216
2180,75,42,774,5852
2084,56,18,135,380
2088,57,18,99,152
2081,56,18,117,247
2058,47,6,9,0
2090,57,15,72,95
2079,56,12,45,38
2350,102,66,1476,12616
2077,54,15,81,133
1866,44,15,72,95
1701,24,15,72,95
1637,13,9,27,19
1890,47,12,54,76
1674,18,6,9,0
1920,58,33,333,1216
1995,64,33,468,2641
1861,44,15,81,133
2050,74,45,747,4845
1851,40,9,27,19
1846,37,3,0,0
1892,48,18,135,380
1905,52,21,189,665
1873,46,18,135,380
1856,40,9,27,19
1856,42,12,54,76
1879,48,18,108,190
2139,84,42,765,5624
1863,43,12,54,76
1864,44,12,54,76
1843,35,0,0,0
2138,53,15,90,190
2101,41,0,0,0
2121,51,15,90,190
2142,57,21,189,665
2365,87,57,1098,8797
2108,46,6,9,0
2103,43,3,0,0
2146,55,18,117,247
2169,62,27,315,1463
2103,43,3,0,0
1689,20,6,9,0
1885,44,18,135,380
1691,20,9,27,19
1650,15,9,27,19
1638,15,12,54,76
1617,9,9,27,19
1617,9,9,27,19
1617,9,9,27,19
1602,2,0,0,0
1634,13,9,27,19
1647,18,15,63,57
1625,11,9,27,19
1629,13,12,45,38
1640,10,3,0,0
1608,4,3,0,0
1663,18,9,27,19
1637,9,0,0,0
1905,42,9,27,19
1731,20,3,0,0
1664,17,9,27,19
1804,32,12,54,76
1615,6,0,0,0
1911,45,12,54,76
1892,48,21,189,665
1693,22,9,27,19
1684,16,0,0,0
1734,35,24,153,323
1693,22,9,27,19
1981,59,21,189,665
1621,10,9,27,19
1960,58,42,657,4009
1906,52,45,702,4560
1871,45,30,387,1995
1879,49,36,567,3667
1766,27,12,54,76
1802,32,12,54,76
1766,27,12,54,76
2049,72,51,936,6612
1603,3,3,0,0
1603,3,3,0,0
1613,6,3,0,0
1827,38,18,135,380
1845,41,21,171,494
1670,21,15,90,190
1603,3,3,0,0
1632,13,12,54,76
1632,13,12,54,76
1655,17,15,81,133
1811,35,18,90,133
1997,64,48,927,7239
1943,55,42,792,6251
1852,41,21,189,665
1794,27,6,9,0
2086,77,54,1089,8987
1810,33,12,54,76
1626,10,6,9,0
1625,11,6,9,0
1657,17,9,27,19
1629,13,9,27,19
1728,19,3,0,0
1603,3,3,0,0
1602,2,0,0,0
1616,7,3,0,0
1961,57,42,774,5852
1826,34,12,54,76
1857,39,18,135,380
1857,40,18,117,247
1809,27,3,0,0
2104,80,57,1188,9595
1840,39,21,171,494
1968,55,27,324,1596
1648,18,15,72,95
1880,49,39,684,5035
1767,26,12,54,76
1767,26,12,54,76
2050,70,48,999,8455
1599,0,0,0,0
1898,38,3,0,0
1845,44,33,477,2812
1733,24,9,27,19
1729,23,9,18,0
1781,35,21,144,380
2015,65,39,576,3477
1883,35,15,90,190
1654,19,18,117,247
1644,16,15,90,190
1601,2,0,0,0
1624,9,6,9,0
1649,17,15,90,190
1614,5,0,0,0
1621,8,3,0,0
1658,17,9,27,19
1617,9,9,27,19
1632,13,12,54,76
1904,40,21,189,665
1639,14,9,27,19
1643,16,12,45,38
1616,7,3,0,0
1611,7,6,9,0
1609,6,6,9,0
1684,20,12,54,76
1666,18,9,27,19
1608,5,3,0,0
1653,16,12,45,38
1728,19,3,0,0
2023,67,42,774,5852
1627,10,3,0,0
1600,1,0,0,0
1911,45,12,45,38
1673,17,6,9,0
1621,10,9,27,19
1627,12,12,54,76
1608,5,3,0,0
1946,51,18,117,247
1686,21,12,54,76
1627,10,3,0,0
1604,4,3,0,0
1613,7,6,9,0
1694,17,9,27,19
1602,2,0,0,0
1603,3,3,0,0
1650,15,12,54,76
1611,7,6,9,0
1910,44,12,54,76
1658,17,9,27,19
1599,0,0,0,0
1643,11,3,0,0
1896,36,0,0,0
1641,9,0,0,0
1599,0,0,0,0
1639,13,6,9,0
1651,17,12,54,76
1662,19,9,27,19
1628,11,3,0,0
1603,3,3,0,0
1227,44,21,180,570
1465,58,21,180,570
1470,60,21,180,570
1005,32,21,180,570
1080,38,18,135,380
783,8,0,0,0
520,19,15,81,133
758,20,15,81,133
763,20,15,81,133
373,17,12,54,76
1181,56,24,216,665
1186,62,27,261,836
562,24,18,126,304
721,42,24,225,741
796,44,24,198,551
1424,69,24,216,665
959,37,21,180,570
1034,47,21,162,437
805,28,18,126,304
964,39,24,225,741
768,19,6,9,0
1039,49,24,198,551
340,21,18,126,304
415,22,15,90,190
574,34,21,171,494
1979,80,15,63,76
825,20,6,9,0
746,6,0,0,0
1330,20,6,9,0
1975,78,21,180,570
866,25,15,90,190
1247,49,21,180,570
1244,49,24,216,684
1006,44,18,135,380
77,4,3,0,0
1801,57,24,216,665
1359,28,21,117,171
1798,60,21,180,570
1560,45,24,180,456
1309,18,12,45,38
1305,16,9,27,19
689,28,15,90,190
631,25,15,81,133
1070,43,21,180,570
832,40,21,162,437
390,24,15,72,95
139,15,12,45,38
135,13,9,27,19
829,38,18,135,380
585,14,0,0,0
340,15,9,27,19
85,10,9,27,19
1151,36,21,189,665
1656,75,48,1044,9652
1772,86,51,1071,9310
1407,58,45,936,8398
1775,76,45,909,7771
1627,70,48,1044,9652
1305,50,39,702,5434
1115,28,12,54,76
2326,115,54,1197,10963
1293,51,36,585,3990
2131,101,54,1197,10963
1689,75,51,1143,10678
1598,71,57,1224,11020
1595,63,48,1044,9652
1102,44,21,189,665
1656,44,21,189,665
1461,41,21,189,665
928,45,21,189,665
1607,100,69,1647,15561
1242,76,54,1269,12369
1086,64,39,666,4712
1610,70,42,819,6916
1462,78,57,1359,13319
1140,71,48,999,8550
1065,63,39,693,5225
1039,62,33,477,2812
2161,99,72,1719,16644
983,52,27,279,1064
1966,98,66,1584,15504
1243,73,48,1008,8854
1052,67,45,585,2774
932,37,3,0,0
1524,103,75,1773,16625
1433,100,78,1800,16948
991,51,24,243,950
1430,95,66,1611,15827
1192,77,57,1116,8740
1003,60,33,315,988
933,38,6,9,0
956,46,18,99,190
933,38,6,9,0
996,56,27,216,551
955,46,18,135,380
955,46,18,135,380
955,46,18,135,380
928,34,0,0,0
1358,70,51,1152,10887
1202,57,42,756,5567
1578,73,54,1242,11837
1256,63,48,999,8550
1181,58,39,693,5225
1155,53,33,477,2812
2277,114,69,1692,16264
1099,46,27,279,1064
1244,59,39,675,4845
2082,104,63,1539,15067
1359,70,51,1098,9709
1168,55,30,396,2128
1640,96,69,1665,15941
1549,90,72,1728,16378
1546,81,60,1458,14250
1049,31,6,9,0
1308,74,54,1062,8455
1064,37,12,36,19
1072,39,15,90,190
1361,52,42,819,6916
1213,57,51,1161,11134
816,45,39,693,5225
1912,73,54,1269,12369
1717,69,54,1269,12369
994,52,42,819,6916
1275,72,54,1269,12369
1184,70,54,1269,12369
1181,65,54,1269,12369
943,54,42,801,6479
1756,63,39,684,5035
723,42,33,495,3135
1561,53,39,684,5035
647,39,27,324,1596
1119,67,42,756,5567
1028,57,39,684,5035
1025,51,39,666,4712
1581,73,42,819,6916
2280,91,45,909,7771
1247,47,33,495,3135
2085,79,45,909,7771
1643,70,45,909,7771
1552,66,48,927,7790
1549,55,42,819,6916
1056,22,9,27,19
1111,53,45,909,7733
2132,89,54,1287,12787
918,29,12,54,76
1937,80,54,1287,12787
1214,58,45,927,8170
1023,46,27,324,1596
1495,79,60,1386,13376
1404,71,54,1287,12787
1401,64,57,1359,13319
1163,56,42,801,6479
688,39,33,477,2812
1810,67,48,999,8550
1615,63,45,909,7733
892,49,42,783,6118
1173,67,45,909,7733
1082,67,48,999,8550
1079,55,45,909,7733
841,50,39,666,4712
1735,58,39,693,5225
1540,51,39,693,5225
1098,60,39,693,5225
1007,60,39,693,5225
1004,51,39,693,5225
766,45,36,594,4180
1709,50,33,477,2812
791,41,30,405,2280
981,56,33,477,2812
740,41,27,324,1596
511,25,9,27,19
892,40,12,54,76
1653,44,24,243,950
1798,66,42,765,5700
2636,137,69,1728,17100
1913,82,51,1098,9709
2194,118,66,1674,16815
2103,96,75,1881,18297
1661,47,24,243,950
2100,90,60,1494,15067
1862,73,54,1080,8626
1622,38,9,27,19
1603,31,6,9,0
1016,50,27,279,1064
925,49,27,279,1064
684,37,24,225,779
448,21,15,90,190
1603,59,42,765,5700
880,44,33,495,3135
1161,66,42,765,5700
1070,60,42,765,5700
980,40,12,54,76
447,17,9,27,19
1718,63,48,1017,9025
1999,93,66,1638,16492
1908,94,69,1728,17100
1466,41,24,243,950
1905,86,63,1521,15124
1667,66,48,954,7809
1471,44,12,54,76
1276,77,51,1026,9025
1185,71,51,1098,9709
1182,59,45,927,8170
685,22,6,9,0
1085,61,36,477,2413
991,52,33,423,2185
564,41,30,270,798
557,37,24,189,494
516,28,18,135,380
516,28,18,135,380
516,28,18,135,380
1466,91,72,1755,17119
1463,82,66,1611,15827
1225,70,51,990,7923
966,35,6,9,0
1036,56,30,252,703
989,43,15,90,190
975,39,12,54,76
1029,52,24,153,266
975,39,12,54,76
961,31,0,0,0
933,49,24,243,950
1372,78,60,1494,15067
1134,73,57,1116,8740
945,51,18,135,380
879,36,9,27,19
898,43,18,99,190
875,34,6,9,0
692,37,21,189,665
1131,62,45,900,7524
935,40,15,81,133
390,10,6,9,0
657,31,15,90,190
460,25,12,45,38
409,14,9,27,19
464,24,12,45,38
454,23,12,54,76
508,36,27,207,513
454,23,12,54,76
467,27,18,135,380
467,27,18,135,380
467,27,18,135,380
398,10,6,9,0
447,20,12,54,76
393,12,12,54,76
447,20,12,54,76
435,14,3,0,0
460,24,18,135,380
460,24,18,135,380
460,24,18,135,380
419,18,18,135,380
419,18,18,135,380
419,18,18,135,380
1457,32,12,36,19
1262,31,12,36,19
229,8,6,9,0
2283,94,12,36,19
1250,8,6,9,0
1055,8,6,9,0
19,3,3,0,0
1093,13,6,9,0
1802,78,39,585,3325
1567,72,48,954,7581
1496,70,48,963,7733
1361,57,30,387,1995
1805,88,51,1017,7942
1657,76,48,918,6916
1810,102,54,1071,8436
1208,48,30,333,1330
2356,117,54,1116,8835
2161,104,54,1089,8189
1577,85,54,1116,8835
1366,63,45,828,5985
1201,44,30,333,1330
1313,53,42,738,5301
1331,58,42,720,5035
1131,27,6,9,0
1153,33,12,54,76
1420,67,45,837,6327
1123,22,0,0,0
1454,55,21,180,570
830,24,18,135,380
2008,84,21,180,570
1813,74,21,180,570
1018,34,18,135,380
1465,60,30,342,1425
852,29,21,189,665
1024,40,21,189,665
841,26,21,189,665
2019,89,30,342,1425
1824,78,30,342,1425
1291,40,24,243,950
1970,101,60,1323,11609
1605,67,51,1152,10849
1529,64,48,963,7771
1973,83,54,1143,9842
1825,77,54,1188,10678
1342,39,21,171,494
1503,58,45,846,6574
1978,77,33,477,2793
2524,129,66,1530,13984
1326,36,21,189,665
2329,120,60,1413,13376
1887,85,60,1386,12882
1796,80,51,1161,11058
1793,83,54,1197,10963
1370,45,27,270,969
2003,85,24,234,855
1808,74,24,234,855
820,25,24,234,855
813,23,21,189,665
820,25,24,234,855
813,23,21,189,665
1473,62,30,333,1311
1780,78,36,522,2964
1721,86,57,1143,9538
1645,85,60,1098,7733
1941,97,69,1467,11875
1458,58,24,180,494
1619,75,45,846,6574
2094,102,51,846,5092
1492,60,24,234,855
1515,63,30,342,1444
1448,55,18,135,380
1462,57,24,234,855
2640,169,111,2349,18126
1607,76,42,666,4180
2445,151,105,2277,17879
1436,52,18,135,380
2003,103,63,1413,12388
1912,95,54,1188,10621
1861,80,39,585,3344
1650,74,39,549,2945
1909,94,54,1116,9538
1485,60,24,234,855
1492,61,24,225,760
1457,57,18,108,209
1412,44,6,9,0
1434,50,15,63,76
1486,64,30,279,912
1412,44,6,9,0
1470,53,15,90,190
1545,76,54,1116,9101
1410,63,39,549,2869
1854,106,75,1584,12141
1706,82,51,1017,7923
1214,43,24,225,760
1859,112,72,1440,10773
1394,68,48,855,5909
2405,130,69,1485,11704
1372,57,36,486,2375
2210,118,66,1377,10374
1768,65,39,576,3173
1677,61,33,423,2052
1626,77,54,1044,7961
1415,65,45,819,6023
1257,48,24,234,855
1200,40,18,135,380
1362,64,42,783,6023
1380,66,48,873,6308
1203,40,18,135,380
1469,76,57,1089,8170
1205,40,18,135,380
1481,61,21,180,570
902,31,21,180,570
849,28,21,189,665
2027,94,33,351,1330
1832,81,33,351,1330
879,33,24,198,589
803,18,9,27,19
1783,94,60,1215,9614
1635,81,54,1116,8816
1788,99,60,1179,9405
1323,57,42,756,5453
2334,124,60,1260,10260
2139,106,57,1134,8778
1697,62,33,441,2261
1555,78,57,1062,8056
1344,62,45,855,6517
1129,37,18,135,380
1291,57,42,783,6023
1309,59,42,774,5833
1116,32,12,54,76
1129,35,15,90,190
1398,68,45,891,7220
1110,30,9,27,19
1121,35,15,54,38
1280,61,48,882,6688
1724,80,51,1080,9367
1576,71,48,999,8778
1104,35,21,162,437
2275,118,60,1314,11685
2080,106,60,1314,11685
1638,69,51,1152,10849
1547,65,48,1044,9633
1496,56,27,306,1330
1544,68,54,1125,9766
1069,34,12,54,76
1105,33,18,117,247
1648,81,51,981,7201
1178,50,33,495,3135
1653,81,42,657,3819
2199,118,63,1314,10184
2004,104,63,1314,10184
1562,67,48,954,7619
1471,65,48,900,6764
1420,59,33,450,2375
1051,43,21,180,570
993,32,12,54,76
966,23,0,0,0
1944,109,81,1854,15599
1452,57,24,225,760
2097,133,90,1755,12654
1632,77,48,855,5909
1440,54,18,135,380
1518,64,27,297,1254
2643,158,99,2439,21451
1610,76,51,864,5415
2448,138,96,2340,20235
1416,45,6,9,0
2006,89,63,1395,11894
1915,83,54,1134,9633
1864,93,60,1143,8455
1653,78,45,837,6194
1912,80,48,972,8170
1488,60,24,234,855
1438,54,18,135,380
1600,75,42,783,6023
1618,80,48,864,6213
1424,49,12,54,76
1460,57,21,171,494
1438,51,15,90,190
1707,93,57,1062,7942
1443,54,18,135,380
1489,62,21,171,494
1292,41,12,54,76
843,22,12,54,76
799,19,12,54,76
1796,71,18,108,190
1474,63,42,756,5719
1949,108,57,1179,9253
1484,64,39,657,4465
1370,52,27,315,1463
2495,142,84,2097,19019
1273,38,9,27,19
2300,125,84,2007,17803
1858,84,60,1314,11438
1767,74,51,1107,10051
1716,81,48,918,6916
1505,69,45,819,5890
1764,75,51,1116,10165
1340,51,27,261,969
1452,63,39,675,4826
1559,72,42,774,5833
1341,51,24,234,855
2023,85,21,162,437
1828,73,21,162,437
1292,40,21,162,437
853,22,12,54,76
2012,86,21,171,494
1375,42,21,171,494
806,16,6,9,0
858,26,15,90,190
1235,26,6,9,0
2173,108,45,846,6574
1978,96,42,792,6289
1536,60,45,846,6574
1445,58,42,792,6289
1442,54,39,702,5434
1019,35,21,189,665
1457,58,21,180,570
970,34,24,225,760
1808,74,24,225,760
1275,36,18,135,380
1067,36,18,135,380
1637,79,48,855,5909
1445,55,18,135,380
2648,152,84,1800,13832
1615,72,36,477,2299
2453,135,78,1647,12350
1869,116,66,1233,9082
1658,86,48,900,6707
1500,66,33,360,1349
1443,55,18,135,380
1605,78,42,783,6023
1432,48,9,18,0
1623,81,48,873,6308
1445,53,12,54,76
1424,49,9,18,0
1446,55,18,135,380
1429,50,12,54,76
1465,56,18,126,304
1443,54,15,90,190
1712,95,60,1116,8227
1448,55,18,135,380
1417,44,3,0,0
1417,44,3,0,0
1435,51,9,27,19
1417,44,3,0,0
1415,42,0,0,0
2046,90,27,288,1140
1851,82,33,360,1387
1267,49,27,288,1140
891,29,18,135,380
1003,34,21,189,665
1110,41,21,189,665
813,12,0,0,0
2183,102,42,756,5453
1988,95,39,657,4484
1193,49,36,567,3648
1140,46,36,576,3800
1158,51,39,612,3838
1247,56,42,711,4826
983,29,18,135,380
1991,81,18,135,380
1796,70,18,135,380
2069,95,36,459,2090
1874,84,36,459,2090
1338,45,27,315,1463
921,34,21,171,494
886,29,21,171,494
2002,83,18,135,380
1807,74,21,162,437
1012,34,18,135,380
777,13,6,9,0
2016,88,27,261,912
1821,78,27,261,912
805,18,12,54,76
1255,31,12,54,76
1996,83,21,189,665
2161,112,51,918,6232
2999,213,162,3582,28804
2011,87,27,288,1140
2004,85,24,243,950
2011,87,27,288,1140
1990,81,18,135,380
2557,154,75,1746,15922
2004,85,24,243,950
2466,130,60,1404,13091
2415,125,63,1278,9709
1996,83,21,189,665
2204,110,57,1017,7144
2463,132,63,1359,11818
2046,95,39,432,1615
2151,102,45,837,6308
2169,106,48,864,6232
1976,77,12,54,76
2011,89,27,171,380
1964,71,3,0,0
1992,82,18,135,380
2011,85,24,216,665
2258,114,57,1089,8189
1983,79,15,81,133
1963,71,3,0,0
2040,94,36,342,1159
1963,71,3,0,0
1966,73,6,9,0
1963,71,3,0,0
2024,85,18,117,247
1973,77,9,9,0
1961,69,0,0,0
1970,75,9,27,19
1961,69,0,0,0
1961,69,0,0,0
1801,72,21,189,665
1265,36,21,189,665
817,18,9,27,19
770,12,3,0,0
1966,97,51,936,6403
1524,64,45,783,5339
1433,56,42,693,4579
1225,48,24,234,855
1007,37,18,126,304
1816,76,27,288,1140
1809,74,24,243,950
1816,76,27,288,1140
1795,71,18,135,380
2362,121,63,1548,14839
1809,74,24,243,950
2271,120,63,1449,13281
2220,108,54,1080,8151
1801,72,21,189,665
1771,62,6,9,0
2009,100,57,1044,7410
2268,120,63,1359,11818
1844,79,30,333,1330
1851,85,39,432,1615
1956,90,42,729,5111
1974,95,48,810,5415
1781,67,12,54,76
1816,76,21,153,361
1816,74,24,216,665
2063,102,57,1026,7182
1788,69,15,81,133
1829,74,18,117,247
1775,64,9,27,19
821,25,24,243,950
828,27,27,288,1140
821,25,24,243,950
813,23,21,189,665
821,25,24,243,950
814,24,24,243,950
806,22,21,189,665
821,25,24,243,950
813,23,21,189,665
1829,77,57,1341,12711
1826,76,51,1143,10678
1403,49,30,315,1140
1336,32,6,9,0
806,22,21,189,665
1735,70,48,1044,9652
1425,64,45,801,5719
1210,37,18,135,380
1372,55,42,738,5301
1390,60,39,675,4845
1213,38,18,135,380
1210,35,15,90,190
1479,69,45,837,6327
1202,33,9,27,19
1049,42,27,288,1140
1179,53,39,621,4009
1002,33,18,135,380
1268,56,39,675,4826
993,29,12,54,76
1293,42,18,117,247
1014,35,18,135,380
1021,38,21,189,665
863,29,18,126,304
1110,42,21,189,665
822,19,9,27,19
756,7,0,0,0
1126,49,39,675,4826
1215,55,45,837,6308
754,8,6,9,0
986,34,15,90,190
1233,59,48,864,6232
969,31,18,135,380
1075,38,15,90,190
857,25,9,27,19
790,14,3,0,0
778,10,0,0,0
1039,30,12,54,76
757,11,9,27,19
738,6,6,9,0
738,6,6,9,0
738,6,6,9,0
1447,54,36,477,2584
1312,50,27,306,1349
