"0,2-nd","1,2-nd","3,2-nd","4,2-nd","5,2-nd"
4426644,4529,837,59283,548283
4700872,6175,1200,134190,1593872
4501993,5590,2073,321408,5233569
4401924,4080,429,15030,89224
4413131,4329,621,38475,333526
4397691,3960,309,7812,44365
4415928,4284,588,31104,251389
4693840,7953,3633,576216,9213423
4086483,1963,264,18648,176206
4238766,2710,240,10440,84835
3951836,886,39,0,0
4957038,8616,1113,101268,1140171
4018594,1922,489,66258,1014942
6258315,16517,1344,110223,1139373
5740601,16273,1365,109656,1139544
3973410,1365,189,16326,147345
4245995,3894,684,79956,1119005
3964383,1050,117,1323,2793
3967968,1184,168,6642,43643
4466173,5760,546,29952,241946
4870355,12785,669,30105,241946
4900067,9631,609,30132,241946
3921527,555,24,0,0
4246663,3585,396,20898,175693
4975085,8835,1485,162081,2151465
4057020,2103,546,74970,1069605
4296237,3592,801,111996,1658890
4039101,2007,534,73881,1069605
6275253,16743,1713,172728,2151465
5759023,16470,1695,170433,2151465
4648290,5552,1056,143901,2092717
5619042,15193,5418,961110,17974893
4704408,5758,999,98946,1343433
5038729,9392,4113,811773,16550995
4844950,7201,2286,390168,7514918
4969699,8374,2997,560394,10729623
5592997,18396,3765,637857,12275349
5397050,12082,4374,823194,16419990
4824195,7137,2157,352170,6353942
4915532,8009,3237,614880,12060041
5632789,14768,2523,344556,5383156
4824047,7128,2274,401031,7862067
4722433,6008,1080,111132,1390686
4694618,5606,468,40896,429799
4679936,5255,342,20988,211356
4782388,6767,1827,261018,4290409
6904249,23229,6213,1064340,19458033
4711769,5884,1125,114021,1527752
4715787,5992,957,127197,1841575
6390396,22969,6030,1030689,19227658
5017476,9030,3234,581967,11888433
4773399,6744,1725,212121,3328496
5437078,12135,5190,971091,18733829
5299586,11661,4764,927693,18262154
5273290,11460,5178,919152,17899710
4716558,5881,735,71199,849167
4702171,5726,651,60318,722456
4679627,5171,282,12861,117097
4703870,5728,843,78273,971679
4676026,5194,210,8325,0
4683118,5221,303,14166,135394
4964521,8542,3444,598707,11418335
4673771,4869,0,0,0
4676991,5111,231,8721,0
4697990,5561,723,57483,692835
4673771,4869,0,0,0
4673767,4998,117,0,0
4740920,6217,1266,162063,2413665
4673769,4951,108,0,0
4673769,4959,105,0,0
4719283,5904,888,85653,1152350
4673769,5017,111,0,0
4936046,8342,798,74052,795017
4928861,8131,624,34371,298357
4980306,8818,1371,128988,1402751
5361374,11888,2436,320598,4559791
5274369,12007,4146,769707,15306932
5082021,9802,2565,415701,7972419
5203577,11143,3513,570312,10264389
5630164,14855,4956,876798,16690683
5059833,9806,2487,366156,6423197
5153172,10566,3486,623259,12052004
5859656,17799,3618,455805,6608675
4997134,8905,1245,124398,1464216
5059678,9769,2478,402561,7863321
5025435,9403,1701,195039,2675466
4954152,8537,978,95958,1113856
4919318,7771,363,20889,211356
4964721,8649,1167,101637,1084558
5021221,9275,1971,264222,4289763
7095104,28299,8070,1202364,20569020
5148248,10461,2724,424782,7483967
6600989,27037,7728,1165428,20347917
4924221,7947,525,21528,172672
4946202,8492,1005,110817,1418597
5249549,11838,3714,620442,12529721
4922167,7950,465,19926,147345
5014800,9074,1632,203076,3282364
5672056,14728,5346,953271,18027941
5538606,14055,5088,913950,17453020
5470992,12457,2841,350397,4689428
5183840,10953,2190,249948,3392355
5517035,13483,4887,858231,16469143
4988856,8864,1176,105732,1181591
4929504,8022,726,59130,696369
4930954,8057,558,32652,310023
4926609,7904,507,31383,325755
4993739,8942,1173,101088,1043708
4915202,7766,285,10188,0
4921449,7899,393,16551,0
4912803,7675,180,0,0
5030340,9115,1086,102267,1217881
4932334,8212,756,62388,673132
4918034,7837,387,16848,152418
4913191,7483,111,1908,0
4912804,7567,144,0,0
4941472,8286,903,78174,971679
4914611,7680,183,0,0
4938685,8133,639,45990,519498
4912804,7574,153,0,0
5196299,11372,3864,635778,11983851
4964510,8532,909,77481,862315
4924392,7888,426,19332,190627
4913406,7509,96,0,0
4976676,8878,1512,166734,2414691
4915334,7793,306,12132,0
4912804,7673,180,0,0
4912805,7460,0,0,0
4928356,8010,522,28431,260376
4913766,9963,717,66690,795017
6238984,16227,1023,80820,795017
5721779,15965,1002,79371,795017
4093480,2084,342,30051,317471
4053035,2046,261,20052,178619
5713754,15682,732,36639,317471
4599741,4907,441,31698,300922
4866097,12566,360,12636,99275
6221424,15567,372,12636,99275
4338186,3758,780,88254,1307808
4700479,6361,906,93573,1343433
3990191,1372,501,56547,965542
4757548,5323,957,99045,1343433
4592468,4666,960,97308,1343433
4896545,10389,4251,677385,10924658
4760056,8227,2052,275652,4022167
5355911,20070,5985,845352,13004683
5183169,12290,4338,675009,10706861
4490139,6196,975,89262,984903
4647892,8220,3189,497799,7861174
5380141,17382,5877,776952,11565908
4510287,6483,1185,109359,1174409
4666151,9004,3477,478836,7385927
6698964,22904,5673,815373,12360450
4700706,7767,1827,229518,3295930
6189338,22455,5256,669915,9668834
5253968,10361,2247,299691,4297705
5113371,10047,1923,237177,3375635
5007168,10898,4302,663255,10431817
4725771,8989,2937,432243,6716975
4499426,6170,738,58410,604010
4538174,6693,1131,115389,1356182
4581137,7556,2550,348696,5133021
4480460,6050,810,76563,860643
4476248,6030,879,59400,557897
4641394,8279,3123,486342,8030388
4471686,5889,615,40572,366092
4658820,8418,3303,489366,7695627
4517162,6437,1278,150696,2141794
4466451,5714,426,18621,133095
4587853,7522,2688,425304,6960270
4455690,5332,105,0,0
4570210,7201,1953,254007,3645644
4457714,5496,234,6705,0
4455692,5190,0,0,0
4472573,5913,540,45108,468635
4469186,5825,576,34857,312018
4472556,5855,549,28899,234536
4455692,5190,0,0,0
4565133,7241,2223,328923,5233569
4511687,6458,1218,125973,1552262
4461782,5601,282,12393,0
4486783,6049,777,70839,756523
4465326,5751,474,25686,213541
4455692,5190,0,0,0
4455691,5258,0,0,0
4753638,9860,4311,649827,10137032
4479872,6074,876,68877,685254
4456934,5348,132,2169,0
4469456,5825,579,37314,341962
4465333,5739,408,23409,189050
5713494,15733,786,35640,298357
3944578,1027,183,11763,108927
4005212,1557,213,14751,131423
3956527,1142,120,5751,0
4960466,10352,1050,103761,1290974
4108865,2607,603,76896,1079200
4044118,2033,531,73530,1069605
6276568,16808,1671,141795,1402751
5763131,16495,1650,139869,1402751
4073197,2356,570,68310,861954
5291917,17738,4797,724644,11489091
5105362,10832,4137,673632,11088818
4385620,4171,306,19629,171152
4572286,6630,2853,458037,7389765
5316858,14929,4728,700416,11018347
4595954,6994,2679,427239,6966920
6629061,21101,5133,776826,12248122
6127597,20242,4284,603846,9178159
5177679,8785,1944,279099,4193376
4928168,9555,4029,631224,10228156
4649377,7413,2712,428904,6994546
4402416,4353,468,35586,387961
4379096,3717,69,0,0
4387606,4179,414,25938,250591
4385776,4136,324,22644,217018
4403747,4507,711,74250,860643
4568139,6526,2787,469539,8015549
4378622,3892,120,0,0
4585774,6631,2733,442017,7230355
4440164,4920,1185,146079,2141794
4384102,4084,303,15174,118693
4512530,5895,2355,388386,6507880
4378622,3706,72,0,0
4394152,4309,432,41436,459192
4493530,5645,1785,245394,3614598
4390984,4232,381,26145,242383
4396194,4298,435,27261,233339
4415581,4483,672,53307,529720
4490232,5601,1932,297711,4829895
4434727,4935,1161,124902,1554257
4401944,4452,636,53415,547808
4682368,7940,3507,576801,9378381
4395548,4308,570,36441,324748
4606470,6233,2607,486657,9780516
5230796,16223,3351,589842,12071764
5038500,9688,3549,703008,14929801
4358658,3962,672,86589,1182370
4459483,5005,1992,369594,7862067
4357436,3972,783,82233,1083893
6560778,20283,4977,881046,16890905
6049467,19848,4806,860553,16868124
4656335,6711,2592,496395,10872750
4304509,3124,105,0,0
5091788,8903,3876,804240,16500455
4951431,8588,3669,765000,15975276
4873234,7555,1716,233100,3403679
4357283,4101,843,109917,1699284
4925820,8326,3888,750078,15645569
4333704,3815,534,57159,722456
4304513,2968,0,0,0
4304513,2968,0,0,0
4335734,3786,747,73638,971679
4605962,6078,2625,484182,9880456
4304510,3110,84,0,0
4305596,3118,156,6696,0
4320489,3574,408,27486,260376
6370549,17987,2769,420930,7849945
4345896,4021,1413,244611,5132679
5865125,17384,2682,412956,7849774
4207385,2876,963,138051,2612006
4892460,7067,2337,407673,7909947
4757245,6447,2085,390024,7787131
4732928,6066,2157,376596,7514747
4104833,1772,192,11637,117097
4169097,2646,777,115119,2053444
5157044,15599,3156,500994,9069137
4483033,4844,1764,319635,6251323
5187971,12375,2640,363609,5797527
6490009,19475,4434,710415,12263398
5980833,18971,4305,692487,12262942
5022092,7971,2985,554715,10583019
4879791,7754,2844,524340,10144176
4796727,7084,1920,272367,3930511
4312688,3814,786,96975,1212466
4532569,5332,2103,349992,6601132
4261576,3015,279,18450,176491
4229698,2539,132,5202,0
4246245,2952,357,26523,260376
5564173,20484,6177,1036287,19102638
4863663,12426,249,3492,20406
4894312,13244,1185,96372,984903
4867909,12724,477,20934,171152
5050116,15232,3414,504666,7861174
5764755,25232,6771,888561,13627066
4868335,12721,468,14202,104234
4861529,12370,159,0,0
4911874,13211,948,79479,1009166
5070957,15816,3510,486306,7356838
4896979,13317,1071,106983,1274330
4974339,14102,1557,166518,2387578
4863605,12412,228,3051,19608
4882021,12924,615,41220,429799
7066541,31623,7935,1250145,21648220
5097550,15145,2796,398070,6857955
6573954,30344,7134,1092267,18939542
4866145,12643,363,12960,0
4874146,12694,426,15102,112632
4863272,12491,297,10530,0
4865722,12537,357,3825,0
4865158,12518,348,9630,19608
4862573,12398,204,3069,0
5640777,18201,4113,707400,13390877
5503820,17721,3618,623358,12187379
4863605,12412,228,3051,19608
5404464,18123,4791,701784,10825611
5128463,16038,3225,450981,6746672
5485017,17094,3300,556452,11070521
4938203,13635,1284,119313,1354833
4867117,12690,471,21762,185478
4869586,12707,513,26217,250591
4984023,14534,2667,351009,5133021
4861529,12220,21,0,0
4885109,13071,939,78768,860643
4861529,12339,147,0,0
4880421,13019,927,59913,557897
4864564,12631,342,15363,0
4861531,12208,0,0,0
4877508,12932,714,47367,458888
5044883,15199,3270,495441,8027823
5059906,15449,3465,494586,7685063
4919888,13486,1461,156690,2192866
4990122,14547,2835,428463,6960270
4971315,14309,2187,257814,3645929
4870721,12750,543,25641,213617
4877698,12927,645,47772,468635
4874073,12826,651,35046,312018
4864817,12437,207,7605,0
4861543,12230,39,81,0
4888433,12823,450,28170,310365
4861531,12208,0,0,0
4968469,14241,2379,332910,5233569
4861531,12208,0,0,0
4866553,12589,468,20133,168302
4863109,12449,240,4851,0
4863786,12550,282,8244,0
4861531,12208,0,0,0
4861535,12214,0,0,0
4914109,13537,1401,129906,1552262
4861531,12208,0,0,0
4861531,12208,0,0,0
4870451,12752,549,25938,213541
4861541,12495,228,81,0
4872137,12827,633,37755,338314
4904115,13416,1098,98406,1106579
4861529,12216,15,0,0
4861529,12467,192,0,0
4861531,12208,0,0,0
4884040,12985,780,55161,545813
4861543,12230,39,81,0
4861529,12222,24,0,0
4861531,12208,0,0,0
5150433,17076,4530,653526,10078683
4884283,13084,975,70245,685254
4696281,6349,564,48150,508896
4032848,1842,255,28053,314222
3988218,1549,219,26379,306375
5722978,15883,912,56385,526129
3940706,672,21,0,0
3940707,690,0,0,0
4914267,8358,2676,511650,10758256
4860416,8463,2841,434475,6892079
5597392,17096,5334,791334,12833132
4713069,6581,894,82449,959614
4883195,8943,2838,421488,6559408
4680537,6158,420,28539,269249
4783369,7429,1446,200133,3060045
6890531,24418,7536,1308978,23974903
4706627,6517,1047,107703,1527752
4712266,6553,879,80622,1003181
6390707,23433,6741,1158561,21504314
4673578,5883,252,9252,0
5012872,9585,3222,564453,12092094
4773522,7074,1371,178488,3046270
5444197,11924,4536,857358,16994189
5311427,11226,3975,784611,16075672
5216694,11285,4185,654786,10409929
4670442,5862,240,10710,0
4936428,9379,2952,435969,6700084
5287616,10821,4077,771228,15959582
4745011,7017,1185,130122,1562864
4710267,6598,888,84564,1001965
4675227,6047,384,23787,217018
4794810,7748,2154,290529,4354097
4684966,6292,609,46485,458888
4856101,8392,2736,430650,7153462
4800104,7803,2418,373311,6198351
4678031,6116,453,25083,213617
4965448,8752,2886,512244,10264332
4778039,7514,2022,301005,5003479
4674531,5936,324,16416,146528
4723767,6815,1158,118557,1479245
4691696,6181,489,33066,318478
4671987,5840,291,10899,86735
4971501,9704,3363,536031,8603219
4682268,6177,552,36558,341962
4685102,6187,558,34929,321955
3922603,708,93,3384,20406
6263902,16446,1179,103104,1182370
5748676,16144,1155,102276,1182370
4610720,5001,807,89568,1183035
4561897,4071,180,7803,0
4330656,3974,1803,311481,6364392
4196266,3136,765,95940,1460055
4194050,2935,1092,161937,2969111
6356123,17730,2724,377622,6423197
5845041,17286,2526,353358,6222861
4876593,6699,2031,337257,6172511
4734518,6480,2142,350091,6366045
4712857,5957,1998,332379,6220866
4095502,2018,477,48438,696369
4384018,4230,1641,262260,5052537
4229611,2853,591,58842,766954
4291261,3487,1461,232038,4289763
6441939,18744,3903,650061,12070491
5929960,18286,3534,612990,11795485
4530073,5516,2235,410697,8760596
4968596,7528,3048,594153,11805935
4826225,7340,3129,606645,12052004
4806429,6686,2814,548847,11167079
4194327,2466,546,53757,696369
4480265,4844,2199,393813,7798740
4923809,10065,990,79272,806626
4203687,2962,705,78786,984903
5730264,16026,1203,96714,984903
4619296,5160,636,56601,606556
4271935,3965,666,55575,561887
5077196,12271,3429,504828,7861174
4343326,5033,2004,306954,4879922
6396484,18285,3297,473832,7412679
4484498,5035,762,70839,782040
4682887,7141,2991,463212,7356173
4120948,2032,75,0,0
4251406,4093,1875,269541,4178442
4315935,4520,2052,348768,6028567
4333123,4667,2055,326871,5387032
4183192,3158,1023,138726,2141794
4255886,4165,2274,394938,6960270
4239838,3752,1374,196218,3019784
4120138,1952,12,0,0
4232927,3907,1875,307431,5233569
4120138,2160,69,0,0
4431293,5904,2811,451143,7279546
4936170,10031,732,58131,668325
4940884,10524,1482,115875,1184213
4943179,9970,633,44991,500099
5098917,12776,3531,482256,7376161
4925976,10196,981,100602,1274330
7110789,27667,6849,956232,14586927
5132468,11737,2046,255015,3772944
6611650,26747,6132,799974,11867039
5407234,16894,5325,730836,11318813
5150162,13305,3486,477009,7317774
4890556,9359,204,0,0
4896134,9600,483,21870,185478
4968228,10732,1515,144774,1709563
5012115,11533,2745,353538,5133021
4914111,10012,966,79011,860643
4890556,9208,147,0,0
4910643,9857,849,54648,511898
4906515,9832,699,46008,458888
4900685,9587,483,17424,123063
5072036,12235,3348,494811,8030388
4905580,9793,690,40869,366092
4895069,9344,216,4860,0
5088826,12413,3525,497133,7695627
4946526,10523,1536,158715,2192866
4895408,9518,399,15372,118693
4890556,9359,204,0,0
5018231,11535,2880,430866,6960270
5000417,11241,2292,278865,3903284
4899733,9657,546,25236,213617
4903029,9656,621,22221,154109
4907771,9804,771,34578,265050
4890557,9061,0,0,0
4893840,9510,360,11718,0
4903080,9740,669,35145,312018
4890557,9065,0,0,0
4890556,9072,21,0,0
5193613,11882,1854,221490,3213185
4995781,11258,2433,334989,5233569
4890556,9077,24,0,0
4890558,9060,0,0,0
4894861,9464,465,20133,168302
4899990,9574,516,15120,89224
4943835,10431,1422,129978,1554257
4920434,10004,924,73701,756523
4890558,9060,0,0,0
4912642,9766,612,35082,318478
4899463,9666,567,25974,213541
4901149,9738,636,37269,338314
4935102,10258,948,78597,857147
4911581,9955,873,56520,547808
4892812,9462,324,10431,0
4912659,9810,690,31149,250705
4904967,9783,573,24237,178676
5178200,14123,4695,661194,10138628
4890556,9359,204,0,0
4913280,9999,984,69651,685254
4903817,9734,675,38025,341962
4898986,9657,513,24111,189050
4905912,9766,708,37665,324748
6296683,16878,1677,164277,1848491
5776731,16696,1824,166599,1884021
4574342,5676,1299,142605,1858086
4085248,2364,492,55647,684380
4204344,3270,735,85284,1073329
4042507,1892,354,22284,185155
4028606,1735,261,11934,85291
4322930,4404,849,90360,1073329
6256458,16344,1161,90315,959614
4008317,1626,378,50220,790305
4629356,5230,708,67239,790305
4200949,3621,717,63414,634068
5750974,16274,1287,103761,1159646
4547508,5312,948,93357,1026513
3987025,1463,294,13248,89224
3993217,1555,303,13329,89224
3983036,1415,282,13086,89224
4291407,4265,912,84771,924426
3919135,555,21,0,0
6355443,17695,2661,412911,7839552
5845558,17242,2553,404721,7838298
4876357,6691,2136,393975,7838298
4733711,6505,2214,394731,7863321
4711399,6014,2163,385938,7862067
4096679,1981,288,27441,310023
4109560,2167,594,65358,971679
4384506,4190,1719,299880,6352574
6257953,16459,1338,116172,1390686
4332126,3884,729,73539,1035139
4609444,4973,969,97236,1271936
6421519,18776,3312,461988,6971917
5901878,18623,3216,377028,5337803
4420301,5884,1932,295758,4755472
4188447,3392,504,49446,558220
4146592,2719,237,2637,7524
4274368,4539,1674,206919,2956381
4166034,3248,657,50310,511898
4337366,5079,2130,337806,5692837
4353400,5326,2352,338994,5373922
4154327,3002,375,18171,133437
4279974,4578,1881,273123,4415562
4145403,2779,171,6705,0
4160113,3173,540,27918,235334
4143299,2538,105,792,760
4144906,2648,246,7344,47234
4144906,2648,246,7344,47234
4145449,2685,195,2169,6897
4453063,6408,2727,410544,6513314
4168671,3301,660,62280,685254
6251373,16430,1224,116550,1274330
5734363,16155,1191,113697,1274330
5709876,15634,666,34857,307515
6220005,15583,381,15498,0
5702215,15351,390,15498,0
6320231,17487,2280,248328,3263079
5804825,17190,2271,244557,3264732
4048667,1927,174,13248,112632
4042067,1769,114,3735,0
4673967,5749,1383,201870,3190974
4120498,2845,651,57834,667432
4035210,1532,117,1044,1843
4081940,2570,612,64737,878427
4035210,1532,117,1044,1843
6257261,16423,1206,105120,1113856
5738058,16195,1248,105327,1116079
4242617,3829,621,78372,1113856
3964297,1172,78,4491,0
3958433,849,21,0,0
3917371,543,87,3051,19608
3914590,479,81,3042,19608
3905997,120,9,0,0
3905997,120,9,0,0
5716185,15797,777,45027,429799
3959182,1212,78,5508,0
3932524,755,27,0,0
4575366,4415,441,33138,359860
6263386,16591,1458,110304,1086496
5746054,16349,1479,109494,1086667
3971973,1073,123,1323,2793
3975550,1209,180,6723,43643
3993051,1542,231,29421,351291
5708373,15581,591,25038,196118
4502338,4621,333,22032,196118
3949035,1052,78,5409,0
6322696,17051,2100,270189,4289763
4393949,4480,1317,192924,3580417
4694070,6068,1752,259560,4289763
4344486,3777,1263,171099,2879146
6255013,16361,1230,89523,1004492
6255956,16476,1344,140742,1841575
6432475,18921,3720,554922,9263754
7799645,40216,10518,1540503,26094087
6248586,16398,1233,119700,1418597
6522206,20656,4476,676143,12844456
6915046,25087,6549,1108296,20331615
6814410,22620,6006,1042083,19339055
6738114,21631,5301,764703,11563837
6220767,15709,444,17829,0
6264445,16530,1377,133983,1768938
6469535,19389,3657,483867,7028252
6788567,22263,5634,946755,17766558
6220594,15430,276,9387,71554
6254181,16388,1263,100629,1097022
6236875,16048,882,49536,451972
6231888,15814,771,59778,696369
6243432,16129,948,69012,770146
6231848,15906,738,34533,314203
6218998,15424,246,0,0
6228249,15726,594,32229,326173
6287417,17045,1890,165771,1749843
6223392,15705,510,24075,217018
6226818,15685,435,15660,0
6220442,15665,411,15363,0
6232999,15948,726,47475,457805
6392785,18254,3345,496917,8051820
6217958,15511,261,0,0
6221226,15472,309,12996,117097
6408381,18427,3306,465084,7262294
6223680,15727,495,23103,228874
6339826,17509,2673,394479,6507880
6217958,15281,105,0,0
6230908,15969,777,49833,459192
6321683,17348,2274,261405,3614598
6235272,16053,897,64440,673132
6219760,15527,279,0,0
6227740,15848,645,29619,242383
6229966,16024,786,49680,468635
6221472,15470,309,6525,43472
6238352,16023,858,57879,639882
6217958,15321,153,0,0
6488017,19285,4161,659799,11960082
6317883,17239,2250,303462,4829895
6217959,15191,0,0,0
6217980,15210,24,0,0
6218282,15256,84,0,0
6262082,16496,1248,100242,1058794
6266335,16540,1422,129798,1552262
6222472,15629,402,12393,0
6217957,15334,156,0,0
6245106,16126,981,74403,756523
6256610,16555,1362,111429,1133597
6278385,16703,1605,170406,2413665
6235762,16084,753,28827,242535
6219773,15521,264,0,0
6217958,15237,63,0,0
6217958,15289,114,0,0
6220152,15435,312,10899,86735
6217960,15191,0,0,0
6501783,19761,4245,616023,9502166
6218413,15297,132,2169,0
6220798,15713,471,19674,0
6236220,16023,834,49149,429571
5736524,15912,1068,103698,1445976
4067908,1904,486,46494,666197
4764281,5466,1083,114300,1527752
4598648,4824,1080,112167,1527752
4323923,3851,702,73017,991477
4626668,5283,864,82350,1003922
3980180,1311,192,12366,116508
3993113,1357,195,10503,83372
5739141,16208,1341,138573,1841575
4602544,4934,912,123525,1841575
5924195,18357,3651,545598,9287181
4525337,5451,1644,269946,5405291
4960570,7633,2679,462132,8418824
4822845,7145,2478,437040,8095349
4173496,2279,201,8982,71554
4200004,2732,261,22275,211128
4485176,5385,1122,128835,1599382
5708492,15514,612,21789,172672
5730506,16135,1203,117486,1418597
6033659,19281,3837,617490,12321804
5703217,15240,261,6426,0
6445038,22440,6000,1069605,20050814
6302440,22272,5724,1003410,19077805
6235731,20844,4644,624456,9032201
5701516,15248,303,10710,0
5746732,16269,1359,132111,1768938
5953982,19162,3759,484047,7360543
6279942,21804,5592,930870,17782062
5771159,16576,1677,155277,1726112
5736472,16147,1296,98919,1097193
5704037,15349,384,9108,62035
5719865,15769,849,48654,451972
5701208,15110,201,2394,7353
5726422,15872,948,68661,770146
5701335,15173,201,0,0
5770646,16787,1851,162108,1749843
5699973,15258,249,0,0
5700223,15034,126,1323,2793
5821374,17090,2073,225369,3027308
5717482,15729,843,54108,549461
5879938,17839,2826,365661,5612676
5713826,15628,627,30528,266589
5894186,18104,3114,376029,5459384
5707879,15500,561,18567,133437
5712452,15707,747,48870,459192
5808790,16959,1983,217071,3012754
5718067,15788,879,63756,673132
5710340,15588,621,29043,242383
5715074,15741,747,48420,468635
5699973,15078,144,0,0
5701858,15193,234,7605,0
5702817,15246,345,6768,43643
5712295,15660,717,28512,235163
5699975,14955,0,0,0
5732861,15801,891,56016,544977
5707267,15273,369,14823,136249
5980520,18697,3921,632124,11768258
5702658,15156,183,4203,0
5701612,15155,225,8721,0
5747982,16172,1263,103248,1102323
5701779,15267,252,0,0
5719269,15617,642,53145,666995
5699975,14955,0,0,0
5700187,15018,90,1071,0
5739990,16266,1317,108990,1133597
5759896,16461,1656,168021,2414691
5700877,15078,159,1926,6726
5715576,15577,498,21906,177593
5989889,19343,3807,481311,6924683
5718150,15718,747,33867,338295
5699975,14955,0,0,0
5703008,15460,459,19674,0
5699973,15258,249,0,0
5701058,15139,213,8667,0
5708428,15506,504,23094,189050
5717933,15778,849,49230,429571
5699973,15047,111,0,0
4292359,3385,363,19521,172102
4001186,1418,216,8604,65417
3952660,993,120,1962,0
4583196,4396,96,0,0
3914794,410,0,0,0
3950023,787,0,0,0
4242372,3349,108,0,0
3917371,543,87,3051,19608
5062880,8988,3291,589545,12150405
4926247,8491,3213,589554,12276850
4850457,7349,1338,146745,1939729
4906883,7802,2952,549945,11684867
4293997,3374,423,28665,326173
4285049,3191,147,1899,9120
4284695,3289,258,15885,152418
4286785,3304,300,14094,136249
4304574,3669,591,41994,519954
4279700,3017,144,5103,0
4281505,3099,234,6435,45980
4348005,4133,987,130176,2209814
4309962,3570,399,20214,181431
4282767,3166,219,9972,86735
4301609,3631,468,30537,338295
4209035,3345,315,17748,147345
4827888,6196,1653,211608,3328496
4662737,5523,1578,202941,3310807
4083139,1970,198,11646,105032
4053015,1643,285,19854,229634
4074937,1987,504,48384,751431
3951048,866,0,0,0
3912520,282,0,0,0
3929527,621,27,0,0
5357411,10868,4815,963684,19034219
5336121,10310,4680,898515,17750009
4731092,4734,264,9387,71554
4749282,5189,531,43938,450889
4743660,5085,666,58302,696369
4739399,5009,495,31482,326173
4729026,4793,210,10188,0
4731729,4782,294,13014,117097
4733541,4949,342,22788,228874
4729314,4726,183,7605,0
4749469,5309,750,57366,640167
5020932,7892,3024,555714,10892529
4726547,4443,0,0,0
4750568,5135,675,56880,692835
4727227,4577,162,5103,0
4729096,4651,234,6210,45809
4755898,5167,471,26550,238830
4772453,5435,861,85095,1152350
5198749,9809,4179,841383,17089132
4600766,4865,666,58185,696369
4601295,4897,480,32706,313785
4607382,4899,282,13806,115178
4613082,5113,798,77148,971679
4583198,4251,0,0,0
4590448,4678,348,14886,136249
4875958,7890,3216,567405,11108122
4584090,4406,186,6696,0
4585576,4592,228,9549,0
4583195,4497,111,0,0
4584014,4396,177,5202,0
4605118,5021,531,33156,338295
4632463,5128,747,78219,1096186
4583198,4251,0,0,0
4584814,4497,216,8667,0
4759717,7958,2796,421713,6750510
4495336,4350,201,2907,18544
4495336,4350,201,2907,18544
4495336,4350,201,2907,18544
4617796,6376,2283,315162,4685191
4516400,4939,747,74637,860643
4681323,6881,2640,436302,7342987
4696941,7117,2775,433008,6977332
4551958,5392,1251,148761,2141794
4624523,6346,2403,385479,6375146
4606027,6079,1899,265005,3876133
4526471,5014,852,59184,548283
4799785,6719,1374,154170,1901463
4600983,6140,2151,324378,5233569
4522236,4955,732,69903,756523
4513076,4822,645,38907,333526
4514597,4882,669,53748,547808
4494169,4449,255,10431,0
4515924,4773,555,30276,249052
4508506,4728,426,22932,178676
4792900,8466,3687,579726,9213423
4508742,4718,546,34461,313215
4215197,3374,387,17181,117743
4012084,1637,276,15579,117743
3935470,756,108,2934,13889
4254782,3801,432,39573,430274
3988523,1353,99,2637,0
4276431,4284,1095,124920,1700994
4330266,4798,1479,197271,2888247
4209549,3334,396,16992,124146
4409054,5593,2106,303633,4775517
4204104,3254,273,14391,118693
4200181,3074,108,0,0
4236400,3632,618,50328,529720
4256890,3969,789,90225,1229870
4230462,3658,612,63972,756523
4206039,3137,201,3186,13889
4205189,3203,291,7812,44365
4223901,3491,507,27900,251389
4510129,6587,2322,362565,5768058
4213855,3411,381,27036,256671
4220906,3516,402,38088,420052
4198365,2845,0,0,0
4590028,4650,615,59562,722456
4560162,3817,0,0,0
4580398,4579,564,57987,673132
4590084,4668,810,76239,971679
4855680,7227,2964,516870,10300546
4562871,4085,222,8721,0
4560160,4052,105,0,0
4584747,4487,672,55701,692835
4627166,5184,1215,158310,2413665
4560160,3908,108,0,0
4005776,1533,102,4428,0
4214185,3362,639,60084,648641
4002606,1414,147,3195,13889
3963706,1171,129,8226,62035
3949861,1114,165,21942,242383
3917400,535,81,2907,18544
3917400,535,81,2907,18544
3917400,535,81,2907,18544
3907213,118,0,0,0
3926034,671,114,2034,7068
3932882,800,195,2637,7524
3912282,291,96,792,760
3914637,421,135,2097,6897
3944746,775,27,0,0
3907865,103,12,0,0
3964781,1088,129,6786,48507
3933972,604,0,0,0
4240625,3538,324,20961,185478
4034659,1578,51,0,0
3961162,949,123,6048,54188
4124572,2448,324,24480,250591
3919497,510,0,0,0
4243479,3566,396,25704,250591
4216747,3497,789,95256,1205132
3999290,1275,114,1044,1843
3998938,1193,0,0,0
4046778,2276,507,49680,565801
3999290,1275,114,1044,1843
4318400,4481,888,100341,1205132
3916683,439,90,1197,2793
4263136,4185,1794,245151,3712619
4187613,3606,1749,249354,4012116
4170070,3250,1131,147546,2151693
4164693,3341,1455,207234,3362487
4050966,1709,240,7335,47234
4107156,2428,318,20178,167789
4050966,1709,240,7335,47234
4362036,5356,2382,339498,5136346
3905997,9,9,0,0
3905997,9,9,0,0
3919820,605,18,0,0
4138369,2695,561,47718,503462
4155041,2865,645,50832,511898
3963258,1329,291,21843,233320
3905998,11,9,0,0
3940924,1075,156,19179,213617
3928916,752,156,6759,44365
3948881,969,225,14238,124146
4131834,2614,444,36900,366092
4325772,4759,2295,383481,6706810
4251980,4040,1956,336942,6028567
4173936,3072,747,93087,1279080
4116101,2092,93,1071,0
