"0,2-nd","1,2-nd","3,2-nd","4,2-nd","5,2-nd"
2068597,4649,2487,409050,6965457
1906112,3329,1137,144612,2141794
1987713,4124,2247,374229,6375146
1966350,3841,1653,232920,3618778
1963992,3924,2007,313821,5233569
1867456,2820,534,49851,545813
2177055,5747,3294,545724,9156727
1860109,2745,516,47061,534983
1627828,2231,768,90099,1354833
1685134,2824,1332,184572,2888247
1770588,3430,1827,279297,4763642
1601851,2178,678,83016,1229870
1884162,4173,2070,338256,5768058
1544276,2178,564,52776,648641
1569431,2482,306,20061,185478
1441451,1682,312,23958,250591
1574817,2517,378,25281,250591
1596698,3080,1689,232110,3709294
1512709,2747,1650,240309,4010292
1492299,2375,1110,138348,2151693
1489608,2488,1437,199962,3362487
1708097,4000,2259,323910,5133021
1458938,1911,540,46026,503462
1477570,2049,630,49176,511898
1265534,948,291,21258,233320
1236061,681,156,17100,213617
1664040,3497,2193,361566,6706810
1581782,3024,1905,323289,6028567
1495631,2182,714,85878,1279080
1775821,4371,2550,434907,7979297
1600930,3142,1908,304713,5387032
1464902,1857,351,29493,310935
1794114,4558,2688,437625,7630875
1477653,2062,633,58842,685254
1632140,3125,1113,139806,2141794
1492556,2574,1626,266706,5003479
1712896,4021,2406,399996,6960270
1472071,2293,1218,170901,3019784
1350788,1276,189,10296,87457
1343438,1204,174,4977,0
1407945,1801,597,54846,759202
1692556,3662,1656,225738,3619063
1345344,1190,189,6282,41762
1231241,656,156,17550,213541
1202038,299,39,81,0
1198634,226,36,81,0
1690292,3723,1986,306675,5233569
1571785,2495,354,19287,168302
1275990,861,114,1476,0
1211129,381,57,360,0
1203124,304,15,0,0
1193798,108,9,0,0
1193798,108,9,0,0
1276784,860,165,5994,41762
1202038,299,39,81,0
1575753,2571,405,32310,338314
1288349,444,0,0,0
1288350,443,0,0,0
1193799,11,9,0,0
2947664,3989,504,47538,508896
2235023,1461,258,27441,314222
2188075,1229,216,25767,306375
123616,122,21,0,0
3682571,6964,2679,516330,10794565
3167770,5993,2493,498573,10758256
1590720,3227,1815,336141,8538904
2048892,4506,2451,477675,10794565
1912355,4004,2289,467532,10758256
1882750,3797,2244,456516,10758256
1525931,3018,1641,289593,6798504
1275394,1812,663,74601,1277579
1189864,1212,123,4545,0
2233188,5318,2637,410868,6792367
1402011,2903,1677,249345,4295368
3641634,6500,2631,394848,6492927
1549663,2741,687,62685,782040
1762888,4253,2421,372150,6353714
1291870,2620,1527,210231,3514373
1361536,2869,1761,285129,5307498
1293745,2791,2007,327906,6198351
1270193,2556,1665,262161,5003479
1501203,3405,2181,358371,6198351
1184668,1712,546,51561,683012
2070440,3526,603,49941,670909
2268658,5273,2475,385461,6552625
4466995,10509,4611,744714,12376980
3965034,9076,3627,593685,9841867
2598291,8633,3744,566262,9662621
2326832,5528,2484,384813,6654503
2163635,4687,2007,281853,4354097
2039285,3364,510,41517,458888
2228693,5211,2505,407367,7153462
2167146,4788,2280,365076,6198351
2031438,3253,387,23976,213617
2354853,4678,1347,171369,2862635
2144103,4534,1917,293229,5003479
2028850,3150,300,16389,146528
2084319,3832,1041,111213,1479245
2047750,3341,438,32769,318478
2359166,6251,3117,511767,8603219
2036587,3337,498,35793,341962
2040333,3369,513,34740,321955
2041025,3381,558,48213,534983
2061233,3576,735,60174,685235
2019068,2809,0,0,0
3479886,5007,888,82395,962198
1013793,904,369,37809,790305
1698282,2337,573,58041,790305
1007075,797,156,8847,82536
3680418,6441,2469,386586,6252710
3157955,5775,2052,303138,4747416
1499664,2930,1521,226836,4268996
1229511,1633,417,39762,558220
1328581,2516,1287,160587,2517899
1396716,2878,1704,264087,5008305
1331582,2654,1527,218988,3829184
1536722,3359,2052,326376,5722078
2928644,3821,357,28125,269249
3562189,5636,1335,197829,3060045
3043961,4826,1293,193698,3060045
1751614,2789,1026,157779,3060045
3482425,4986,840,80784,1003181
5242187,17713,6078,1109646,21138127
3787585,8157,3093,561267,12092094
4200074,11855,4302,835533,16834798
4105272,9074,3843,780516,16075672
4018329,8538,3789,610875,9987198
3735363,6780,2493,393354,6370377
4069620,9164,3675,747810,15760728
3481710,4974,825,82341,1001965
3443190,4494,369,23535,217018
3454927,4648,528,43686,457805
3638600,6398,2556,410076,7151809
3577899,5930,2184,332505,5786811
3738415,7249,2817,506997,10264332
3555363,5683,1821,264285,4618824
3495977,5109,1062,111555,1477250
3439950,4355,288,10899,86735
3771907,7057,2934,487233,8138555
3508084,5264,1044,113715,1559444
3454851,4635,600,47799,534983
3476828,4746,732,58113,685235
2959890,4162,840,95058,1445976
1083205,1149,450,40491,666197
1830133,2987,954,103662,1527752
1660525,2478,930,101034,1527752
1371350,1967,573,60111,990964
1699578,2352,666,71460,1003181
1009936,696,135,8532,89661
1800329,2526,363,28296,334058
3296216,6269,2637,523701,11799570
3727244,8695,3933,797382,16527663
3590480,8213,3594,758340,16048730
3513124,7238,2979,478629,7645011
2917427,3601,219,10710,0
3216988,6040,2469,392130,6662179
3558173,8192,3681,736056,15796353
3001565,4474,1044,124389,1562864
2961179,4220,780,80757,1001965
3059230,4899,1377,169866,2475301
3122931,5470,1869,290304,4921817
3228096,6148,2673,494892,10264332
3257191,6126,2304,359613,5747975
2915629,3425,138,4545,0
2167923,5247,2529,497511,11685988
2037124,4436,2388,486342,11614681
1950687,3747,1116,125073,1939729
2007951,4194,2322,474363,11599956
1322580,1577,198,9855,86735
1902025,3446,1242,169020,3046270
1732899,2906,1197,163908,3046270
2487937,6080,3363,720558,16048730
2456838,5969,3501,713142,15868439
2110994,4614,2235,427761,9454514
1864722,3148,903,103977,1559444
1783879,2172,0,0,0
1785129,2295,141,4545,0
2325300,5154,3060,682812,15669585
1971854,4298,2223,421605,9454514
1860396,4246,2067,330597,6137247
1693325,3595,1764,246960,3963799
1761989,3922,2082,350730,6514416
1697447,3664,2010,323415,5679575
1885034,3580,1032,118179,1678080
1673314,3481,1806,280593,5003479
1572193,2462,417,31887,318478
1897875,4659,2685,454797,7929422
1567172,2386,405,31041,310422
1567319,2427,495,45648,534983
1589525,2599,648,58374,683012
1330123,2076,786,91251,1562864
1391408,2501,1176,150066,2475301
1306996,1919,672,76833,1229870
1600717,3264,1761,287640,5119455
1256247,1563,315,23436,256671
1941767,4082,2169,413928,9454514
1221000,2339,1452,200745,3514373
1197487,2097,1272,174159,3194337
1427474,2964,1806,264600,4354097
938351,529,156,15390,213617
1290504,2595,1695,272223,5307498
1204029,1775,675,79695,1279080
1495629,3314,2127,372834,7115557
1152908,1429,315,23751,268793
1199630,2225,1557,249111,5003479
1431468,3027,2055,345348,6198351
1408452,2746,1686,275175,5003479
1288353,1592,234,15426,146528
999401,799,216,16119,183863
894902,0,0,0,0
3038046,3575,561,41688,518947
3462889,6648,816,54369,601996
2662755,577,27,0,0
2697332,1059,216,12159,128668
2667233,716,129,7551,81871
1377761,2486,537,40698,518947
530592,642,207,9666,128668
1007490,924,231,12078,128668
976767,665,150,7443,81871
970888,511,63,333,0
970385,443,0,0,0
57439,109,48,333,0
2713070,1205,246,11349,93005
841895,962,381,11313,96596
138729,496,333,4950,27626
157031,521,297,4059,6935
112160,349,231,3294,5757
109787,300,171,2232,3914
4560747,11836,1209,103185,1185524
3353315,4756,927,91539,1187462
2720657,1168,204,4563,23123
2730666,1439,321,16110,158251
2826466,4467,810,88704,1185524
2196279,1332,237,14940,156731
2160756,654,0,0,0
847397,1109,345,6570,26543
862493,1240,435,15201,161481
825809,706,192,2727,4674
165199,521,288,4167,6935
120382,348,225,3411,5757
118036,293,168,2232,3914
136785,392,225,3213,5757
134439,337,162,2214,3914
88089,209,156,2187,3914
83142,0,0,0,0
2860914,2184,504,44280,535363
1181065,1573,483,39474,535363
374068,598,285,15669,292429
2856568,2219,528,56925,824410
1177163,1635,519,51633,824410
3488697,6887,1077,103455,1256033
2768456,1685,441,38151,464816
1085111,1231,426,32796,464816
109530,53,0,0,0
4513763,10891,264,7650,0
648554,1646,1059,120123,2969111
3065783,3950,1902,314514,6390536
2539724,3520,1569,285039,6162061
1398908,2955,1704,273366,6198655
1253066,2932,1764,279396,6364392
1225611,2607,1518,256833,6162061
539890,1090,477,37701,696369
862121,2170,1422,204894,5052252
605456,1267,528,41814,730873
2941909,2713,717,94032,1458402
2412423,2444,729,92565,1460055
1090983,1690,642,72882,1458402
2933924,2696,1086,162378,2969111
1108295,2099,1071,145548,2969111
713726,1542,882,102636,2233602
4663344,12936,2433,351954,6220866
3599293,8000,2196,344475,6213874
3495186,5698,2118,348084,6364392
3461684,5670,1962,332568,6220866
2831386,1924,489,49185,696369
3123808,4097,1647,261045,5052252
2887349,2415,639,56322,742539
3115205,5381,1854,325422,6162061
2969136,5378,1881,323775,6163714
2938979,5239,1908,322416,6220866
2602231,3537,1452,241956,4887199
1844655,4167,1878,307692,6172511
1815706,3938,1749,298971,6162061
1149626,1416,468,46107,696369
1463191,2925,1425,230616,4887199
1210791,1762,609,53055,742539
1674863,3602,1704,296973,6162061
1003261,1361,468,45738,696369
1314746,3088,1584,238608,5052252
1286809,2754,1398,221994,4887199
2957973,2882,621,58302,766954
817954,1403,504,45900,766954
1112558,1826,564,53307,766954
394220,292,27,0,0
3026448,3426,1473,232209,4289763
883509,1951,1107,148095,3580417
1206710,2675,1458,214335,4289763
816681,1872,1089,138780,2878671
4743576,14114,3558,611640,11795656
3266922,5636,2247,407205,8760596
3686609,9007,3201,598320,11845398
3582206,6736,3168,603981,12052004
3550569,6577,2808,547938,11167079
2925524,2550,564,54459,696369
3215368,4889,2256,391113,7798740
2979913,3092,864,97101,1382877
2906204,2150,144,5643,0
2905711,2098,96,1296,0
2763398,4275,1911,379044,8538904
3201624,6374,2856,576252,11795485
3055259,6402,2859,570159,11795485
3026967,6132,2676,529056,11148592
2692894,4315,2037,367695,7606916
2373437,1928,138,5643,0
2372829,1868,126,4545,0
2372944,1875,96,1296,0
2371699,1745,0,0,0
2371699,1745,0,0,0
1620251,4004,1932,360090,8538904
1479851,3703,2025,367857,8742109
1454693,3212,1863,350712,8557391
1937862,5020,2871,540756,11805935
1910778,4660,2580,500940,11148592
1249951,1857,537,51462,696369
1560938,3532,1998,353097,7606916
1309542,2254,828,87921,1382877
1227475,1489,129,4545,0
1769639,4355,2523,496188,11148592
1103290,1833,543,51003,696369
1412197,3726,2178,361467,7798740
1078785,1450,63,0,0
1081058,1515,138,5643,0
1386125,3261,1839,320913,7143639
383088,262,30,0,0
432701,430,78,1593,0
2095767,175,9,0,0
1516928,1554,525,55998,806626
3238280,4088,801,75321,806626
1593289,2931,633,49149,561887
1233834,449,0,0,0
2408131,2453,705,71046,984903
1123413,1539,501,38439,606556
757571,948,393,37107,561887
2845178,4190,630,54198,606556
2504454,2430,570,51372,561887
2816317,1786,279,22176,261098
2287295,1536,261,21690,261098
1134364,1304,273,20169,261098
987870,1280,267,19899,261098
4519957,11111,483,26199,261098
3451628,6301,423,26109,261098
3347144,3996,405,25992,261098
2653900,597,30,0,0
2962483,3857,387,25803,261098
2816037,3851,384,25704,261098
1687278,2766,375,24435,261098
962826,418,30,0,0
1677690,3650,1953,287226,4879922
3921849,6663,2880,452628,7312967
2013385,6776,3066,439587,7261420
1569132,3319,1911,265176,4182318
1637428,3626,2034,336357,6028567
1658343,3669,2028,318096,5387032
1488628,2638,1104,137772,2150363
1571829,3437,2271,382320,6960270
1553907,2952,1386,188973,3019784
1547892,3214,1938,297108,5237445
1767859,4738,2790,439065,7279546
1431804,1929,423,28422,265696
1463557,2246,669,58653,709821
3115599,3510,1728,274869,4582363
714405,2063,1173,138933,2277796
785778,2208,1485,216360,4116179
805937,2320,1491,203157,3605212
716592,2218,1605,228906,4413738
925742,2761,1755,252342,4413738
3234261,4586,744,68931,782040
3459572,5373,2640,413028,6837112
3073484,3505,1950,330849,6028567
3093205,3543,1800,289242,5027533
3008731,3271,2052,350451,6507880
2990480,2919,1209,168129,2755798
2985301,3055,1680,268857,4829895
3206749,4236,2388,395937,6718951
2905301,2108,564,54324,683012
1357603,2165,573,55800,782040
1085211,2908,1764,232776,3810944
1157113,3018,1818,292356,5472589
1176856,3119,1812,276453,4874431
1004458,2253,1077,130041,2150363
1088519,2994,2094,336708,6375146
1069915,2536,1344,179235,3019784
1063492,2842,1917,282573,5237445
1292957,3827,2526,391464,6694422
944258,1679,417,27621,265696
978238,1950,651,56862,709821
271549,95,12,0,0
327286,356,33,0,0
693917,2091,1314,170001,2933619
602475,2158,1605,213372,4010292
584824,1611,945,103770,1777830
578068,1947,1452,179091,3366363
812959,2621,1815,248742,4178442
453658,1007,366,23985,265696
764928,2270,1641,254943,5027533
675217,2197,1782,281907,6028567
884352,2754,1938,313812,6028567
696530,2212,1752,270216,5387032
904810,2838,1941,299817,5387032
732923,1859,975,123246,2141794
404577,815,333,20637,277134
579397,2092,1641,231012,5003479
816139,2701,2202,359136,6960270
561671,1636,1167,143352,3019784
798558,2167,1296,172998,3019784
792229,2451,1821,274203,5233569
431189,992,369,23472,265696
3766422,4812,675,58455,670909
1292285,973,153,8370,82536
1523244,2417,678,54054,634068
3262133,4383,972,99351,1159646
1865937,5126,948,83439,1026513
1279088,1125,294,13068,89224
1286192,1189,303,13149,89224
1274187,1081,282,12906,89224
1615904,3278,900,79947,924426
3772840,4806,585,44694,500099
3959575,6629,2667,430623,6965134
3437797,6028,2361,344664,5327410
1772297,3795,1776,256446,4755472
1604785,3240,1539,194436,2954557
1487548,2077,621,48339,511898
1671550,3660,2043,310023,5692837
1691311,3803,2241,315999,5373922
1608608,3325,1758,260739,4413738
1802320,4717,2613,381708,6513314
1486406,2164,636,57168,685254
3758472,4883,798,98802,1274330
3239325,4160,735,96282,1274330
1240004,715,72,3096,0
3964620,6617,1737,246447,3751930
5526565,17382,5157,748377,11470034
4272304,10502,4311,663210,10703194
4012532,7061,2742,436833,6992950
3808348,5360,1311,141327,1709563
3739911,4543,522,44361,457805
3917970,6596,2802,471960,8014466
3937293,6665,2775,447255,7256062
3859461,6017,2385,388206,6507880
3839444,5784,1845,248760,3614598
4030015,6734,1707,218367,3213185
3836540,5782,1992,298017,4829895
3779480,5080,1161,124668,1552262
3752930,4743,738,71253,756523
3773303,4902,768,77301,857147
4042041,7831,3600,585531,9458580
3721222,4105,126,0,0
3739122,4545,606,50211,534983
3759195,4721,771,62226,685235
3454203,5605,1722,243117,3772944
1828522,3537,975,109179,1599382
3767784,9267,3486,519579,8151760
3494842,6386,2628,427914,7265201
3289440,4654,1272,137898,1709563
3340655,5104,1698,218124,3023983
3227860,3871,639,48240,503462
3402986,5733,2202,341874,5575322
3220227,3804,438,30051,266589
3420961,5894,2415,352224,5413917
3324414,4947,1518,204516,3012754
3520381,5698,1587,212211,3213185
3254546,4165,714,75438,857147
3223790,3779,345,21834,177593
3528010,6965,3081,451701,6880755
3212291,3700,339,22743,189050
1820220,4651,477,16533,113848
1242016,787,144,8145,68761
1243670,785,135,7848,67849
1210028,313,0,0,0
2107847,6887,2652,367344,6738920
1944347,6095,2325,304425,4689067
1829357,4835,774,69201,860643
2011641,6480,2547,402057,7305633
2030986,6612,2679,406332,6965457
1866219,5365,1386,148338,2150534
1949291,6111,2424,373860,6375146
1928921,5772,1908,243576,3876133
2146916,5425,1086,112707,1593872
1924773,5940,2238,314568,5237445
1835193,4829,747,61902,756523
1826856,4762,591,34092,320074
1828466,4789,693,49302,547808
1803478,4437,273,10431,0
1829034,4769,654,30600,250420
1823990,4635,468,20259,178961
2138291,7793,3612,544761,9176240
1821699,4680,576,32859,313215
1800077,4305,153,0,0
1804631,4434,330,10827,76418
1802122,4359,228,5508,0
1808269,4430,324,6741,39672
1821872,4697,618,45819,534983
1811175,4568,528,29034,265696
1842174,4934,897,64638,709992
1807308,4476,366,16569,143659
1800077,4305,153,0,0
1808368,4422,312,9027,63023
1806335,4436,339,8739,60173
1802274,4392,267,8712,0
1800077,4305,153,0,0
1816096,4504,396,15390,122170
1800079,4128,0,0,0
1665624,3318,1404,185517,2888247
1531121,2092,315,16200,123063
1751906,3889,1854,273915,4736624
1523132,2019,243,14175,118693
1583975,2567,738,80253,1229870
1552226,2333,564,56295,756523
1545818,2288,468,27243,250591
1864327,4715,2187,333927,5768058
1534707,2152,351,25218,256671
1517824,1907,153,5508,0
1524415,1973,213,6372,39330
1556914,2667,312,19854,185478
1537533,2436,744,79785,1205132
1355345,1324,351,31617,537643
1650532,3252,849,84870,1205132
1584409,3271,1701,235125,3709294
1499609,2962,1668,242865,4010292
1480192,2534,1131,140499,2151693
1475711,2732,1506,203580,3366363
1694655,4274,2310,325593,5133021
1356937,1583,384,26712,265696
1447012,2013,546,45612,503462
1467411,2079,624,48816,511898
1255452,929,285,21411,233320
1224779,716,156,16065,213617
1235433,794,186,12933,123063
1436500,1966,417,32949,366092
1650812,3725,2214,360153,6706810
1567743,3276,1920,324810,6028567
1483209,2340,732,83115,1279080
1761440,4682,2577,430101,7978214
1433569,1935,342,25533,268793
1414431,1543,69,0,0
1206594,430,48,2241,0
1588658,3322,1914,307386,5387032
1453528,1963,354,29304,310935
1781500,4797,2781,441693,7668457
1466269,2169,636,57375,685254
1617244,3437,1164,142461,2141794
1265891,1052,159,8982,76418
1262613,957,93,2484,0
1307500,1411,363,25254,277134
1478676,2807,1647,268029,5003479
1699471,4284,2436,401436,6960270
1349362,1233,48,0,0
1459184,2470,1242,173322,3019784
1338897,1311,192,10386,87457
1397472,1855,540,53064,759031
1680124,3869,1695,226548,3619063
1234755,831,300,17127,154109
1223043,707,237,12465,89224
1230147,771,246,12546,89224
1193205,257,0,0,0
1219959,712,156,17361,213541
1196559,342,21,0,0
1676070,4015,2028,307800,5233569
1336613,1479,369,26721,265696
1324207,1111,48,0,0
1213352,465,24,0,0
1558559,2645,357,18900,168302
1283456,1100,234,16857,183863
1563231,2757,414,30843,338314
1233742,776,78,3996,0
1242949,899,195,15786,168625
1245738,854,177,9414,77634
1228499,707,159,5868,39672
1223112,628,108,3321,18050
1556277,2618,273,15840,143659
1235504,700,81,2610,0
1211841,502,24,0,0
1242277,802,141,7470,63023
1193671,371,18,0,0
1211004,531,96,6606,60173
4599131,12152,1575,156303,1848491
3346897,4105,1062,136692,1848491
2957763,2452,672,81819,1073329
3094256,2933,747,87930,1073329
2821564,3608,1095,133992,1854780
2292594,1800,468,53253,684380
2421966,2327,663,78138,1073329
2244773,1481,297,18648,181849
2559412,2805,750,84033,1073329
825108,1075,354,11331,57684
214371,424,255,6201,34067
195760,398,255,5958,34067
171534,330,234,5634,34067
1032648,1907,684,66537,1073329
