"1,0-HhIndex","2,0-HhIndex","3,0-HhIndex"
10,0,0
3,0,0
7,2,0
6,0,0
4,3,0
3,0,0
2,0,0
9,0,0
6,0,0
8,0,0
19,12,0
4,0,0
2,0,0
9,2,0
7,0,0
27,14,4
24,8,0
11,2,0
8,0,0
7,0,0
21,8,0
5,2,0
4,0,0
8,0,0
2,0,0
2,0,0
9,0,0
14,3,0
8,0,0
8,2,0
7,0,0
8,2,0
3,0,0
27,15,3
3,0,0
2,0,0
24,13,0
24,7,0
8,0,0
17,4,0
5,0,0
6,2,0
4,0,0
4,0,0
3,0,0
4,0,0
8,4,0
3,0,0
6,0,0
11,0,0
11,2,0
5,2,0
16,2,0
5,0,0
8,2,0
2,0,0
2,0,0
10,0,0
5,2,0
5,2,0
3,0,0
23,14,0
2,2,0
6,0,0
6,0,0
2,0,0
3,0,0
15,7,0
6,0,0
10,5,0
2,0,0
9,3,0
2,0,0
11,0,0
6,2,0
14,0,0
4,0,0
9,4,0
5,0,0
7,0,0
28,11,0
29,12,0
2,0,0
4,0,0
6,0,0
4,0,0
4,0,0
4,0,0
13,2,0
2,0,0
13,4,0
4,0,0
2,0,0
3,0,0
5,0,0
2,0,0
4,0,0
3,0,0
13,3,0
2,0,0
7,2,0
13,5,0
3,0,0
8,2,0
2,0,0
26,14,0
11,4,0
8,0,0
5,0,0
13,0,0
2,0,0
3,0,0
4,0,0
11,0,0
2,0,0
2,2,0
2,0,0
2,0,0
16,2,0
5,0,0
11,5,0
11,0,0
4,0,0
2,0,0
8,0,0
15,2,0
4,0,0
2,0,0
5,0,0
18,6,0
6,2,0
15,0,0
7,2,0
10,0,0
16,2,0
2,0,0
2,0,0
12,0,0
27,14,0
11,2,0
5,0,0
4,0,0
14,0,0
20,10,0
9,2,0
10,2,0
7,0,0
5,0,0
6,2,0
3,0,0
6,0,0
15,0,0
9,2,0
2,0,0
2,0,0
2,0,0
18,4,0
4,0,0
12,0,0
5,0,0
2,0,0
3,0,0
8,0,0
5,0,0
4,0,0
4,0,0
17,4,0
8,2,0
18,7,0
14,6,0
6,2,0
16,2,0
2,0,0
2,0,0
6,0,0
17,4,0
17,2,0
6,0,0
3,0,0
9,2,0
12,0,0
18,10,3
6,0,0
3,0,0
13,6,0
3,0,0
6,0,0
18,7,0
9,2,0
3,0,0
18,0,0
2,0,0
11,0,0
2,0,0
10,2,0
5,0,0
6,0,0
2,0,0
6,0,0
2,0,0
26,14,3
8,3,0
15,0,0
8,2,0
3,0,0
8,0,0
11,2,0
3,0,0
32,16,0
10,3,0
6,0,0
9,0,0
9,2,0
9,2,0
4,0,0
7,4,0
5,0,0
14,2,0
4,3,0
5,0,0
4,0,0
3,0,0
4,0,0
14,2,0
4,0,0
4,0,0
17,2,0
5,0,0
9,0,0
2,0,0
2,0,0
4,0,0
26,13,3
13,0,0
2,0,0
8,0,0
9,2,0
2,0,0
6,0,0
3,0,0
5,0,0
13,4,0
3,0,0
3,0,0
9,2,0
10,0,0
4,0,0
11,3,0
7,0,0
5,0,0
9,0,0
16,7,0
9,0,0
2,0,0
4,0,0
6,0,0
10,0,0
19,6,0
8,0,0
11,0,0
21,2,0
6,0,0
5,0,0
9,0,0
5,0,0
5,0,0
5,0,0
2,0,0
2,0,0
17,4,0
3,0,0
15,3,0
6,2,0
2,0,0
2,0,0
4,0,0
6,3,0
6,0,0
19,0,0
4,0,0
4,0,0
8,3,0
22,11,0
2,0,0
22,6,0
2,0,0
7,2,0
4,0,0
13,4,0
2,0,0
5,0,0
6,0,0
14,0,0
4,0,0
13,8,0
2,0,0
2,0,0
12,2,0
7,0,0
7,2,0
11,2,0
5,0,0
8,2,0
5,0,0
5,0,0
11,3,0
4,0,0
2,0,0
7,0,0
6,0,0
2,0,0
7,0,0
7,0,0
6,0,0
5,0,0
8,2,0
4,0,0
10,2,0
18,4,0
5,0,0
15,2,0
3,0,0
35,19,5
9,2,0
22,7,0
4,0,0
16,2,0
15,4,0
2,0,0
30,18,5
25,8,0
10,0,0
8,0,0
10,3,0
4,0,0
21,8,0
31,18,4
8,0,0
15,4,0
5,0,0
3,0,0
5,0,0
20,11,0
4,0,0
3,0,0
5,0,0
7,0,0
4,0,0
2,0,0
2,0,0
5,0,0
5,2,0
19,5,0
4,0,0
8,2,0
19,7,0
3,0,0
9,0,0
5,0,0
2,0,0
10,2,0
4,0,0
3,0,0
6,0,0
4,0,0
6,0,0
4,0,0
3,0,0
3,0,0
8,0,0
10,4,0
17,2,0
16,2,0
7,2,0
6,2,0
2,0,0
6,0,0
7,2,0
9,0,0
10,3,0
2,0,0
5,0,0
7,0,0
10,0,0
3,0,0
4,0,0
6,0,0
4,0,0
11,0,0
5,0,0
7,0,0
5,0,0
7,0,0
5,0,0
8,0,0
6,0,0
2,0,0
10,0,0
12,3,0
2,0,0
2,0,0
4,0,0
5,0,0
8,0,0
9,0,0
4,0,0
25,13,6
2,0,0
3,0,0
9,0,0
10,2,0
15,3,0
6,0,0
5,0,0
10,0,0
13,3,0
24,14,0
6,0,0
2,0,0
14,6,0
14,4,4
3,0,0
14,4,0
4,0,0
5,0,0
4,2,0
6,0,0
18,5,0
18,4,0
8,2,0
9,0,0
14,2,0
10,0,0
5,2,0
9,0,0
5,0,0
3,0,0
4,0,0
3,0,0
2,0,0
8,0,0
4,0,0
4,0,0
5,0,0
3,0,0
4,0,0
13,2,0
2,0,0
4,0,0
8,0,0
11,4,0
7,0,0
3,0,0
9,2,0
4,0,0
8,2,0
12,3,0
3,0,0
3,0,0
2,0,0
11,0,0
2,0,0
6,0,0
10,0,0
5,0,0
3,0,0
4,0,0
20,6,0
3,0,0
5,0,0
3,0,0
10,0,0
3,0,0
3,0,0
4,2,0
8,0,0
6,2,0
8,0,0
3,0,0
14,2,0
6,0,0
2,0,0
5,0,0
16,4,0
3,0,0
5,0,0
23,6,0
23,6,0
15,6,0
3,0,0
19,3,0
2,0,0
7,0,0
2,0,0
11,0,0
14,5,0
2,0,0
12,4,0
4,0,0
7,0,0
2,0,0
9,0,0
12,2,0
2,0,0
5,0,0
6,0,0
3,0,0
24,6,0
11,0,0
3,2,0
12,0,0
3,0,0
9,2,0
2,0,0
4,0,0
9,0,0
3,0,0
2,0,0
13,2,0
6,0,0
2,0,0
4,0,0
5,0,0
3,0,0
2,0,0
3,0,0
4,0,0
14,6,0
2,0,0
5,0,0
2,0,0
2,0,0
8,2,0
4,0,0
17,3,0
5,2,0
7,0,0
17,3,0
14,6,0
4,2,0
2,0,0
9,2,0
2,0,0
2,0,0
2,0,0
6,0,0
5,0,0
10,3,0
3,0,0
4,0,0
4,0,0
3,0,0
9,0,0
3,0,0
8,2,0
4,0,0
17,0,0
5,0,0
3,0,0
17,4,0
10,0,0
7,0,0
9,0,0
9,2,0
7,0,0
4,0,0
12,8,0
3,0,0
2,0,0
3,0,0
7,3,0
10,0,0
3,0,0
2,0,0
2,0,0
19,6,0
5,2,0
5,3,0
6,0,0
6,0,0
5,0,0
6,2,0
4,2,0
2,0,0
7,0,0
7,0,0
11,0,0
21,3,0
12,2,0
15,6,0
2,0,0
3,0,0
2,0,0
18,7,0
5,0,0
4,0,0
9,0,0
7,0,0
6,0,0
13,4,0
11,6,0
2,0,0
4,0,0
18,5,0
4,0,0
5,2,0
2,0,0
6,0,0
4,0,0
6,3,0
4,0,0
14,2,0
13,5,0
10,4,0
8,0,0
24,7,0
15,6,0
6,0,0
9,0,0
15,3,0
5,0,0
2,0,0
10,2,0
7,0,0
6,0,0
10,0,0
5,0,0
2,0,0
9,0,0
16,10,0
2,0,0
8,2,0
3,0,0
2,0,0
7,0,0
2,0,0
11,0,0
2,0,0
4,0,0
6,0,0
8,2,0
5,2,0
2,0,0
4,0,0
14,3,0
14,4,0
2,2,0
3,0,0
4,0,0
2,0,0
2,0,0
2,0,0
10,0,0
4,0,0
3,0,0
2,0,0
6,2,0
31,16,3
13,2,0
15,4,0
9,2,0
16,7,0
16,3,0
3,0,0
6,0,0
4,0,0
3,0,0
4,0,0
3,0,0
3,0,0
17,5,0
4,0,0
3,0,0
6,0,0
2,0,0
4,0,0
33,14,3
9,2,0
4,0,0
2,0,0
3,0,0
5,0,0
3,0,0
4,0,0
17,4,0
20,10,0
5,0,0
8,4,0
2,0,0
3,0,0
5,0,0
8,0,0
4,2,0
4,0,0
27,9,0
5,0,0
9,4,0
7,2,0
17,6,0
5,0,0
2,0,0
3,0,0
19,11,4
7,0,0
3,0,0
7,2,0
2,0,0
13,0,0
25,10,0
8,0,0
13,2,0
10,2,0
8,2,0
2,0,0
8,0,0
13,0,0
29,13,0
9,0,0
6,0,0
12,2,0
9,0,0
7,2,0
6,2,0
8,0,0
4,0,0
6,2,0
7,0,0
22,8,0
3,0,0
2,0,0
9,3,0
4,0,0
8,0,0
4,0,0
18,5,0
18,6,0
5,0,0
17,11,4
5,0,0
6,0,0
11,0,0
4,0,0
6,0,0
13,0,0
8,0,0
6,0,0
3,0,0
5,0,0
2,0,0
13,2,0
10,0,0
4,2,0
4,0,0
3,0,0
10,3,0
13,0,0
7,0,0
7,0,0
3,0,0
4,0,0
8,0,0
10,2,0
24,7,0
2,0,0
8,0,0
15,4,0
27,19,6
4,0,0
7,0,0
13,0,0
11,2,0
3,0,0
5,0,0
10,0,0
3,0,0
27,9,0
18,6,0
22,3,0
3,0,0
5,0,0
12,4,0
8,2,0
8,0,0
3,0,0
9,0,0
5,0,0
3,0,0
4,0,0
20,2,0
23,6,0
2,0,0
10,0,0
2,0,0
2,0,0
11,4,0
19,8,0
14,7,0
3,0,0
2,0,0
12,4,0
9,3,0
10,0,0
4,2,0
11,2,0
3,0,0
4,0,0
2,0,0
8,2,0
6,0,0
4,0,0
6,0,0
2,0,0
10,4,0
5,0,0
3,0,0
3,0,0
11,0,0
20,10,0
9,0,0
2,0,0
13,0,0
5,0,0
15,8,0
18,2,0
7,0,0
2,0,0
5,0,0
31,14,7
18,2,0
8,2,0
19,4,0
3,0,0
4,0,0
2,0,0
7,0,0
11,0,0
6,0,0
4,0,0
5,0,0
2,0,0
2,0,0
4,0,0
15,2,0
14,4,0
4,0,0
10,3,0
4,0,0
7,2,0
3,0,0
3,0,0
11,0,0
2,0,0
6,2,0
7,0,0
2,0,0
7,0,0
16,4,0
14,4,0
7,0,0
2,0,0
2,0,0
4,0,0
4,0,0
4,0,0
2,0,0
2,0,0
8,5,0
9,2,0
7,2,0
5,2,0
9,0,0
4,0,0
11,0,0
18,8,3
3,0,0
2,0,0
2,0,0
2,0,0
11,0,0
3,0,0
12,0,0
8,2,0
5,0,0
2,0,0
15,0,0
4,0,0
10,2,0
2,0,0
17,5,0
4,0,0
3,0,0
4,0,0
11,2,0
7,2,0
4,0,0
4,0,0
7,0,0
4,0,0
3,0,0
2,0,0
5,0,0
10,2,0
28,12,0
6,0,0
4,2,0
2,0,0
11,0,0
10,0,0
4,0,0
14,5,0
3,0,0
3,0,0
5,0,0
3,0,0
3,0,0
3,0,0
6,0,0
3,0,0
10,2,0
3,0,0
2,0,0
3,0,0
14,0,0
30,18,3
2,0,0
11,0,0
7,0,0
2,0,0
28,10,0
6,0,0
6,0,0
7,2,0
6,0,0
14,4,0
4,0,0
4,0,0
16,2,0
8,3,0
6,0,0
6,0,0
4,0,0
3,0,0
2,0,0
10,0,0
3,0,0
11,2,0
4,0,0
15,0,0
2,0,0
6,0,0
13,0,0
14,4,0
9,6,0
6,0,0
5,0,0
2,0,0
13,3,0
2,0,0
13,2,0
19,7,0
4,0,0
7,0,0
4,0,0
16,6,0
14,0,0
2,0,0
2,0,0
7,0,0
3,0,0
4,0,0
12,0,0
3,0,0
2,0,0
11,2,0
12,2,0
10,0,0
6,0,0
4,0,0
10,0,0
7,0,0
2,0,0
2,0,0
10,0,0
2,0,0
5,0,0
2,0,0
8,0,0
2,0,0
8,0,0
6,0,0
5,0,0
9,0,0
15,0,0
5,0,0
4,0,0
3,0,0
3,0,0
7,3,0
3,0,0
7,0,0
3,0,0
4,0,0
3,0,0
3,0,0
11,0,0
12,0,0
17,3,0
2,0,0
2,0,0
4,0,0
7,0,0
3,0,0
12,2,0
5,2,0
10,0,0
4,0,0
9,2,0
12,4,0
4,0,0
28,14,0
10,4,0
19,6,0
11,2,0
6,2,0
13,8,0
14,0,0
2,0,0
4,0,0
14,5,0
2,0,0
5,2,0
8,2,0
8,2,0
12,2,0
4,0,0
22,10,3
5,2,0
11,0,0
4,0,0
10,0,0
10,3,0
2,0,0
7,0,0
2,0,0
6,0,0
20,11,0
2,0,0
8,0,0
14,2,0
12,3,0
29,16,5
19,4,0
2,0,0
6,0,0
3,0,0
10,5,0
3,0,0
4,0,0
17,4,0
4,0,0
2,0,0
3,0,0
20,10,0
3,0,0
12,0,0
2,0,0
11,0,0
2,0,0
2,0,0
3,0,0
4,0,0
14,2,0
3,0,0
4,0,0
3,0,0
8,0,0
16,5,0
8,2,0
3,0,0
2,0,0
11,2,0
9,0,0
6,0,0
2,0,0
15,2,0
14,3,0
2,0,0
6,0,0
4,0,0
8,0,0
4,0,0
6,0,0
12,2,0
8,0,0
16,5,0
14,8,0
15,3,0
6,0,0
5,0,0
6,0,0
2,0,0
5,0,0
2,0,0
5,0,0
4,0,0
6,0,0
2,0,0
7,0,0
2,0,0
11,0,0
5,0,0
3,0,0
3,2,0
15,7,0
11,0,0
2,0,0
7,0,0
3,0,0
6,0,0
8,0,0
3,0,0
4,0,0
3,0,0
6,0,0
2,0,0
2,0,0
11,3,0
4,0,0
8,2,0
2,0,0
5,0,0
25,10,0
3,0,0
3,0,0
5,0,0
5,0,0
6,0,0
11,5,0
2,0,0
17,4,0
18,10,0
7,0,0
4,0,0
10,2,0
7,0,0
4,0,0
2,0,0
6,0,0
43,36,11
4,0,0
14,2,0
3,0,0
5,0,0
7,0,0
2,0,0
3,0,0
2,0,0
13,2,0
7,2,0
7,0,0
15,0,0
2,0,0
7,3,0
7,0,0
17,3,0
4,0,0
8,2,0
23,12,3
2,0,0
5,0,0
3,0,0
3,0,0
8,0,0
13,0,0
20,8,0
7,0,0
3,0,0
5,2,0
3,0,0
2,0,0
3,0,0
2,0,0
6,0,0
5,0,0
15,3,0
2,0,0
4,0,0
3,0,0
21,6,0
3,0,0
5,2,0
9,0,0
2,0,0
5,0,0
4,0,0
4,2,0
4,0,0
6,0,0
6,0,0
3,0,0
12,0,0
18,0,0
10,0,0
20,4,0
7,0,0
15,0,0
3,0,0
12,0,0
13,0,0
8,3,0
4,0,0
2,0,0
4,0,0
4,0,0
5,0,0
3,0,0
2,0,0
2,0,0
3,0,0
3,0,0
8,2,0
16,5,0
2,0,0
14,0,0
2,0,0
15,2,0
2,0,0
7,0,0
5,2,0
11,3,0
3,0,0
3,0,0
5,0,0
3,0,0
8,0,0
20,10,0
17,3,0
13,2,0
2,0,0
2,0,0
3,0,0
4,0,0
6,0,0
2,0,0
11,0,0
4,0,0
5,0,0
6,0,0
7,0,0
2,0,0
3,0,0
15,2,0
5,0,0
3,0,0
6,0,0
5,0,0
5,0,0
6,0,0
6,0,0
18,4,0
4,0,0
5,3,0
5,0,0
3,0,0
3,0,0
6,0,0
3,0,0
13,2,0
2,0,0
2,0,0
36,27,9
6,0,0
5,0,0
2,0,0
37,22,0
2,0,0
4,0,0
13,5,0
3,0,0
4,0,0
14,3,0
11,0,0
27,15,3
2,0,0
2,0,0
4,0,0
12,0,0
11,0,0
5,0,0
6,0,0
21,7,0
9,2,0
8,0,0
4,0,0
10,0,0
4,0,0
2,0,0
3,0,0
7,0,0
8,2,0
2,0,0
14,4,0
3,0,0
4,0,0
7,3,0
2,0,0
9,0,0
4,0,0
4,0,0
34,20,3
3,0,0
3,0,0
4,0,0
2,0,0
3,0,0
2,0,0
5,0,0
9,0,0
12,3,0
5,2,0
3,0,0
3,0,0
33,21,0
11,0,0
21,7,0
2,0,0
2,0,0
4,0,0
15,2,0
6,2,0
7,2,0
2,0,0
10,0,0
6,0,0
32,15,0
14,0,0
4,0,0
4,0,0
9,0,0
5,0,0
11,2,0
4,0,0
3,0,0
15,8,0
8,0,0
7,0,0
5,0,0
11,0,0
8,2,0
4,0,0
4,0,0
4,0,0
3,0,0
4,0,0
12,5,0
2,0,0
3,0,0
7,0,0
3,0,0
4,0,0
8,4,0
3,2,0
19,3,0
6,0,0
6,0,0
10,3,0
18,6,0
8,0,0
5,0,0
6,2,0
9,2,0
27,11,3
4,0,0
10,0,0
5,0,0
6,0,0
10,2,0
3,0,0
3,2,0
13,2,0
5,0,0
2,0,0
9,0,0
7,4,0
2,0,0
2,0,0
3,0,0
9,0,0
4,0,0
19,8,0
8,0,0
9,0,0
2,0,0
10,2,0
15,6,0
15,0,0
6,0,0
3,0,0
3,0,0
2,0,0
4,0,0
2,0,0
5,0,0
19,2,0
7,0,0
2,0,0
7,0,0
10,0,0
23,11,0
2,0,0
3,0,0
4,0,0
6,0,0
5,0,0
2,0,0
5,0,0
4,0,0
2,0,0
12,2,0
2,0,0
5,0,0
5,0,0
2,0,0
9,0,0
13,2,0
7,0,0
14,0,0
8,0,0
14,0,0
7,0,0
2,0,0
7,0,0
3,0,0
11,0,0
6,0,0
5,0,0
19,2,0
5,0,0
5,0,0
14,4,0
7,0,0
2,0,0
4,0,0
3,0,0
3,0,0
5,0,0
3,0,0
2,0,0
18,10,0
2,0,0
8,0,0
11,2,0
4,0,0
18,5,0
3,0,0
2,0,0
8,2,0
14,0,0
3,0,0
6,0,0
6,0,0
2,0,0
10,0,0
7,0,0
5,0,0
5,0,0
11,4,0
5,0,0
26,6,0
11,2,0
2,0,0
3,0,0
2,0,0
7,0,0
5,0,0
10,0,0
14,2,0
2,0,0
5,0,0
2,0,0
5,0,0
11,0,0
2,0,0
4,0,0
3,0,0
2,0,0
2,0,0
2,0,0
14,5,0
3,0,0
2,0,0
4,0,0
10,0,0
3,0,0
2,0,0
20,10,0
2,0,0
2,0,0
10,0,0
10,2,0
15,2,0
4,0,0
7,2,0
9,0,0
2,0,0
8,0,0
6,0,0
9,0,0
7,0,0
9,0,0
9,0,0
5,2,0
2,0,0
2,0,0
13,0,0
3,0,0
14,0,0
5,0,0
9,0,0
3,0,0
20,2,0
16,0,0
3,0,0
5,0,0
3,0,0
11,0,0
4,0,0
16,0,0
2,0,0
23,7,0
10,3,0
7,0,0
9,0,0
12,6,0
8,0,0
14,10,3
2,0,0
30,14,3
8,2,0
6,0,0
25,8,0
6,0,0
6,0,0
17,4,0
2,0,0
3,0,0
2,0,0
5,0,0
3,0,0
7,0,0
14,4,0
4,0,0
2,0,0
11,2,0
3,0,0
6,0,0
3,0,0
4,0,0
4,0,0
7,2,0
6,0,0
6,0,0
11,0,0
23,10,0
19,4,0
2,0,0
7,3,0
3,0,0
3,0,0
4,0,0
3,0,0
4,0,0
2,0,0
2,0,0
2,0,0
4,0,0
18,6,0
7,0,0
3,0,0
16,0,0
2,0,0
15,6,3
18,0,0
2,0,0
4,0,0
6,0,0
10,0,0
2,0,0
16,0,0
7,0,0
4,0,0
7,2,0
4,0,0
2,0,0
5,0,0
3,0,0
4,0,0
2,0,0
2,0,0
2,0,0
2,0,0
3,0,0
3,0,0
7,0,0
2,0,0
2,0,0
3,0,0
3,0,0
5,0,0
3,0,0
4,0,0
3,0,0
3,0,0
2,0,0
4,0,0
6,0,0
5,0,0
5,0,0
5,0,0
4,0,0
2,0,0
11,3,0
4,0,0
4,0,0
4,0,0
3,0,0
17,2,0
3,0,0
2,0,0
5,0,0
4,0,0
2,0,0
3,0,0
21,5,0
7,0,0
5,0,0
8,0,0
2,0,0
2,0,0
6,0,0
6,0,0
3,0,0
15,0,0
2,0,0
2,0,0
3,0,0
2,0,0
2,0,0
3,0,0
10,0,0
2,0,0
14,0,0
9,0,0
2,0,0
2,0,0
6,0,0
2,0,0
8,2,0
3,0,0
2,0,0
2,0,0
10,0,0
15,0,0
4,0,0
11,6,0
17,2,0
7,0,0
11,0,0
7,0,0
2,0,0
7,0,0
13,2,0
9,0,0
9,0,0
3,0,0
12,2,0
4,0,0
13,2,0
7,3,0
3,0,0
2,0,0
3,0,0
4,0,0
15,2,0
7,2,0
6,0,0
2,0,0
11,2,0
8,0,0
2,0,0
6,0,0
2,0,0
13,5,0
2,0,0
11,0,0
10,7,0
2,0,0
3,0,0
3,0,0
3,0,0
10,2,0
8,0,0
8,0,0
4,0,0
3,0,0
8,0,0
9,0,0
6,3,0
4,0,0
2,0,0
2,0,0
4,0,0
6,0,0
5,0,0
3,0,0
2,0,0
5,0,0
6,0,0
7,0,0
2,0,0
6,0,0
24,6,0
2,0,0
8,2,0
4,0,0
5,0,0
4,0,0
3,0,0
5,2,0
3,0,0
10,2,0
4,0,0
16,8,0
2,0,0
4,0,0
2,0,0
6,0,0
11,2,0
7,2,0
11,5,0
26,12,4
7,0,0
13,2,0
6,0,0
7,0,0
2,0,0
4,0,0
7,0,0
3,0,0
2,0,0
4,0,0
7,0,0
3,0,0
7,0,0
3,0,0
2,0,0
12,3,0
20,10,0
4,0,0
3,0,0
8,0,0
3,0,0
2,0,0
11,0,0
6,0,0
4,0,0
6,0,0
18,2,0
3,0,0
3,0,0
3,0,0
3,0,0
7,0,0
3,0,0
3,0,0
24,10,0
2,0,0
13,4,0
4,0,0
9,2,0
9,0,0
6,0,0
2,0,0
9,0,0
6,2,0
4,0,0
19,6,0
7,2,0
7,0,0
4,0,0
3,0,0
27,16,4
4,0,0
3,0,0
13,0,0
8,0,0
3,0,0
2,0,0
2,0,0
5,0,0
3,2,0
2,0,0
6,0,0
7,0,0
4,0,0
5,0,0
4,0,0
6,0,0
7,0,0
9,0,0
12,2,0
11,0,0
6,0,0
3,0,0
5,0,0
3,0,0
2,0,0
2,0,0
3,0,0
7,0,0
9,4,0
12,3,0
7,0,0
3,0,0
11,0,0
8,2,0
11,4,0
2,0,0
10,2,0
4,0,0
5,0,0
6,0,0
5,0,0
20,5,0
2,0,0
24,4,0
6,0,0
5,2,0
9,0,0
4,0,0
27,12,3
5,0,0
7,2,0
4,0,0
5,0,0
3,0,0
6,2,0
3,0,0
4,0,0
2,0,0
7,0,0
4,0,0
4,0,0
3,0,0
3,0,0
13,8,0
8,0,0
7,0,0
5,3,0
3,0,0
4,0,0
6,0,0
3,2,0
4,0,0
3,0,0
5,0,0
2,0,0
4,0,0
6,0,0
12,2,0
11,5,0
3,0,0
23,15,0
3,0,0
2,0,0
13,4,0
16,9,0
8,0,0
9,0,0
2,0,0
3,0,0
19,6,0
3,0,0
8,0,0
2,0,0
7,0,0
9,2,0
5,0,0
9,0,0
4,0,0
4,0,0
4,0,0
5,2,0
6,0,0
6,0,0
2,0,0
3,0,0
9,0,0
2,0,0
7,0,0
22,9,0
3,0,0
2,0,0
6,0,0
3,0,0
2,0,0
4,0,0
3,0,0
11,0,0
19,6,0
5,0,0
20,6,0
6,2,0
5,0,0
6,0,0
4,0,0
6,0,0
6,0,0
2,0,0
4,0,0
10,0,0
2,0,0
2,0,0
6,0,0
3,0,0
6,0,0
2,0,0
3,0,0
8,0,0
9,0,0
2,0,0
2,0,0
3,0,0
10,0,0
15,2,0
2,0,0
3,0,0
2,0,0
2,0,0
5,0,0
3,0,0
3,0,0
9,3,0
8,2,0
8,0,0
2,0,0
2,0,0
5,0,0
3,0,0
2,0,0
11,0,0
2,0,0
3,0,0
3,0,0
3,0,0
3,0,0
5,0,0
7,0,0
5,0,0
2,0,0
3,2,0
2,0,0
8,2,0
6,0,0
4,0,0
3,0,0
18,0,0
5,0,0
7,0,0
6,0,0
4,0,0
2,0,0
2,0,0
5,2,0
4,0,0
6,0,0
3,0,0
3,0,0
8,0,0
3,0,0
2,0,0
5,0,0
3,0,0
2,0,0
15,3,0
2,0,0
6,0,0
2,0,0
26,12,0
5,0,0
2,0,0
4,0,0
8,0,0
7,0,0
7,0,0
3,0,0
14,2,0
10,0,0
3,0,0
3,0,0
2,0,0
3,0,0
5,0,0
2,0,0
11,3,0
2,0,0
7,0,0
7,0,0
3,0,0
4,0,0
2,0,0
3,0,0
13,0,0
13,3,0
6,0,0
4,0,0
4,0,0
3,2,0
10,0,0
13,5,0
18,0,0
15,2,0
3,0,0
21,2,0
11,0,0
16,0,0
11,0,0
5,0,0
