"0,1-nd","2,1-nd","3,1-nd"
19778,266,5600
19439,66,0
19406,28,0
19817,240,5105
19446,50,0
19418,46,0
19484,80,0
19388,4,0
19414,48,0
19490,92,0
19764,298,8590
19765,198,3830
19498,130,1905
19802,210,4830
19393,12,0
19387,0,0
19569,176,3440
19721,164,2975
19566,144,1790
19387,0,0
19387,0,0
19387,0,0
20057,362,12170
19453,72,855
19387,0,0
19499,106,1935
19796,264,9685
19479,94,1480
19399,24,0
19810,214,4840
19387,0,0
19696,124,0
3123,272,36075
1913,50,5180
1664,14,0
1423,0,0
12546,890,74105
22674,2686,298480
11801,560,37565
12129,470,30360
11754,314,17225
12154,682,46630
11036,94,0
11500,438,16320
14831,2164,220720
11204,240,8255
11695,298,13820
11598,210,8475
11188,236,7385
12132,582,30115
12379,708,47895
11036,94,0
11348,276,11685
11214,156,3360
11603,354,17300
11507,218,8010
11528,352,12575
11541,412,17390
11306,228,6350
11316,262,5920
11316,262,5920
11452,304,13220
11205,144,2610
11181,106,0
11383,316,8270
11499,204,7570
11155,460,20645
11213,272,11480
11436,518,28130
10722,76,1265
10779,134,2915
10724,56,0
10909,100,0
11180,224,8715
10722,76,1265
10736,90,0
10728,84,1385
10794,170,4285
10756,158,2010
10756,158,2010
10750,114,1980
10631,0,0
10834,84,0
10923,154,4115
10745,154,2010
11052,184,5085
6283,616,57680
2953,140,7885
2910,108,5495
2202,54,1980
13557,1814,193085
10334,274,8905
10334,274,8905
10334,274,8905
11696,1468,131165
10906,652,50965
12503,1656,177200
12521,1726,173040
11216,994,75790
11814,1506,147380
11942,1290,128110
10891,756,42285
13565,1086,90155
11751,1406,133505
11093,652,51245
10708,668,32735
10852,606,41270
10462,346,15215
10691,604,26830
10810,484,25650
13356,2176,211765
10677,536,29290
9998,266,5320
9998,266,5320
10053,248,6060
10147,376,11730
9998,266,5320
9939,184,3425
9909,140,0
9920,162,2130
9909,140,0
10095,300,8540
10056,376,8320
9909,140,0
10143,360,9415
9909,140,0
10671,568,36465
10217,476,20240
10874,742,41605
10191,406,14945
10053,248,6060
10166,360,10800
10149,370,10715
10126,338,10545
10053,248,6060
10395,420,16470
9360,4,0
9700,102,1435
9359,0,0
9359,0,0
9398,44,0
9675,80,1275
9360,4,0
9359,0,0
9501,104,0
1576,0,0
1153,0,0
2494,68,3710
5671,336,20700
3712,230,20750
2457,114,8505
1982,60,645
12460,88,0
6548,374,40575
3778,116,8215
2358,36,255
2285,0,0
2161,44,215
1724,28,0
1459,8,0
1116,6,0
1111,4,0
1111,4,0
6593,724,86395
6691,932,102055
5525,332,19320
7516,1242,145280
5485,264,17900
5281,168,7240
5886,478,38885
6258,566,63585
6088,466,51235
5338,222,8415
5374,266,12015
5686,430,26715
8351,1402,160905
5616,332,26505
6001,342,38405
4732,74,0
5090,184,8540
4864,76,0
5138,234,9170
14059,566,45185
12625,86,0
13900,520,46285
13734,644,46390
16411,1936,203035
12954,300,11865
13182,180,8240
13508,600,37560
14386,944,89720
12724,172,4880
12828,148,1975
13579,614,14440
12975,178,6690
12897,292,4700
12778,106,1585
12355,68,0
12793,272,11480
13557,776,37500
13016,476,26670
12667,230,9430
12304,56,0
12475,190,5965
13175,530,25185
12529,86,0
12529,86,0
12635,146,4045
12412,134,4050
12226,12,0
12339,226,3415
12242,32,105
12220,0,0
12231,20,0
12220,0,0
12375,218,2470
12423,84,0
12220,0,0
12226,12,0
12242,32,105
12285,52,690
12339,226,3415
12271,96,880
12220,0,0
12320,192,2885
12220,0,0
12322,88,0
12251,42,0
12220,0,0
12339,226,3415
12285,52,690
12339,226,3415
3767,120,10880
5557,468,46235
3379,152,8465
2904,76,645
2892,50,375
1713,0,0
2144,50,2100
965,8,0
3186,108,15040
103,0,0
3309,120,29120
716,0,0
106,16,90
2106,64,8905
2106,64,8905
2106,64,8905
1067,8,0
662,0,0
662,0,0
1661,20,1695
1994,94,5955
2104,142,6285
1161,78,1670
1371,100,6010
2603,44,2005
2038,62,235
2056,56,225
2011,36,145
2021,52,225
985,22,870
1173,12,0
2138,56,1085
551,0,0
3631,126,14160
1622,22,0
5342,296,22115
3421,78,4705
1158,8,0
3281,134,11015
2779,104,6395
1536,38,1790
4457,260,22945
1790,16,0
5310,336,22945
5717,554,67585
2953,112,1600
2901,36,0
4649,354,48385
2953,112,1600
6552,644,67585
3256,68,4250
3181,136,10055
1612,72,4775
5655,1038,113225
4948,978,109880
5076,698,82650
4885,856,97925
2957,194,6795
4631,262,22130
2957,194,6795
6490,1340,140415
3351,276,20240
822,16,25
822,16,25
1777,18,0
2413,30,5180
2025,28,375
4429,400,33995
4447,440,34825
2760,200,20920
824,16,25
2936,110,25045
2347,110,12015
2659,164,19320
4701,336,33460
6462,1260,166460
5755,1074,142550
5204,512,63390
3871,116,5165
7297,1512,188060
4562,288,26170
3461,98,3115
3250,0,0
3326,66,900
3250,0,0
2128,58,5165
2188,56,6575
2402,112,4005
1652,82,4005
2900,48,530
860,16,530
1505,8,0
2281,32,3820
1129,12,0
5773,1092,132350
4587,294,28450
4850,418,38885
5456,420,46920
3984,100,5335
7315,1602,185835
4793,444,45575
3898,96,3425
3268,0,0
6010,774,74670
2801,138,11730
2687,98,5290
2500,32,0
3528,276,22035
2712,152,21415
5003,912,127925
3075,200,6795
3075,200,6795
6608,1370,157170
2719,74,1630
2554,0,0
812,4,0
4582,128,3590
1949,20,0
5131,730,97870
3484,172,12550
3447,160,10010
4643,420,49430
6736,1056,116830
3509,144,9190
3698,168,11070
2748,32,0
6057,390,46285
1780,0,0
1837,8,0
2705,190,20815
2498,154,17115
1867,34,1135
1510,8,0
1906,54,4945
2655,162,17115
1978,14,0
1416,12,0
2430,44,3875
2022,28,90
2648,102,1600
952,64,1600
2657,110,24500
1201,24,1585
5891,518,46390
2601,118,9620
1711,20,0
1879,90,1670
2089,118,6010
1378,32,2550
1631,40,2865
1076,36,2865
3037,234,16970
2242,52,1885
2385,182,8320
2538,190,10795
1162,122,2010
1162,128,2020
1151,120,2010
1031,38,215
2274,24,5145
2216,134,8180
1790,80,3440
5238,194,7750
4892,372,20595
4455,60,0
5173,428,28130
4629,58,0
4423,52,0
2900,48,530
6545,1178,133005
3406,262,20240
2656,72,1630
2491,0,0
2089,42,2590
1124,6,0
1050,20,90
4898,318,18415
2768,110,4485
1823,58,1035
1146,72,1670
890,16,0
1084,100,6795
2257,68,1880
1724,24,2785
662,18,25
662,18,25
6291,484,46920
4338,196,17745
3435,94,8145
3011,64,2895
2376,24,0
2232,0,0
2232,0,0
3378,180,22680
3019,138,11070
1950,30,85
989,18,85
2148,42,7005
1914,12,0
1381,8,0
2305,90,660
1743,88,660
2429,268,18865
1640,86,660
1505,28,105
1519,32,105
3133,158,13505
2546,94,5345
1273,8,0
2451,42,2130
822,16,25
2202,168,8320
1649,52,645
676,0,0
2508,130,12015
1631,40,2865
5494,360,31630
2648,102,1600
2190,8,0
812,4,0
3689,242,19805
3029,44,5290
4518,76,0
2477,22,0
2201,28,85
2201,28,85
2381,30,0
2381,30,0
2444,52,1235
2391,46,25
2510,58,1250
2381,30,0
2072,0,0
2072,0,0
2079,18,25
2079,18,25
2072,0,0
2366,34,4295
812,4,0
2966,78,10570
2967,144,21445
1413,10,0
2939,148,16120
2272,130,9415
2097,32,85
2391,94,6845
1771,18,0
4985,262,14945
1794,124,2010
1794,126,2010
1783,122,2010
1918,16,5125
1444,34,900
3077,168,10405
2170,164,6315
2880,370,15510
2170,164,6315
2196,254,9850
2196,254,9850
2196,254,9850
1733,0,0
1405,0,0
1405,0,0
1630,32,0
1524,6,0
1592,34,255
1530,10,0
959,0,0
1434,64,5320
1434,64,5320
1102,4,0
1434,64,5320
1102,4,0
1110,6,0
2695,40,0
716,8,0
1218,12,0
1102,4,0
1136,36,135
1136,36,135
1193,40,135
1119,8,0
1172,38,370
2183,66,370
1475,50,370
1577,44,165
1577,44,165
1577,44,165
1359,14,0
1459,0,0
1438,30,880
1102,4,0
1332,8,0
1249,20,1590
1102,4,0
1895,30,1845
2797,120,14915
1378,16,2555
1780,100,10680
1352,24,1585
800,12,0
800,12,0
707,0,0
2266,28,0
2265,28,0
2261,22,0
631,0,0
1865,72,5495
1330,14,0
2230,54,2000
2369,90,5965
1328,10,0
1136,36,135
1193,40,135
1976,80,8725
1412,36,3020
1412,36,3020
1750,106,5920
1750,106,5920
1817,114,5920
2092,36,2760
1809,44,1425
1314,8,0
1102,4,0
1303,8,0
1193,40,135
1286,70,660
1972,88,660
1183,68,660
2222,212,4700
2882,260,4720
1664,218,3415
1700,186,2750
1664,218,3415
1596,82,880
1645,184,2885
1664,218,3415
1664,218,3415
1566,138,1740
2175,64,370
1467,48,370
982,162,2915
982,162,2915
982,162,2915
982,162,2915
2478,150,10890
1609,0,0
1538,100,5920
1605,108,5920
1610,28,2670
985,12,0
1330,36,3700
1605,108,5920
1412,36,3020
1982,86,10365
2741,142,10415
1655,58,1085
1209,8,0
1203,0,0
1102,4,0
1153,36,810
1457,24,1630
2026,84,3595
2063,112,5600
2008,76,1085
761,6,0
642,6,0
158,4,0
813,24,1275
733,12,0
733,12,0
1497,148,8975
855,62,4285
272,4,0
905,14,0
1678,174,2750
1574,80,880
1544,126,1740
272,4,0
350,16,1265
1410,86,660
621,66,660
398,16,0
418,106,2010
407,102,2010
407,104,2010
287,32,215
304,16,85
1386,154,6315
676,100,6315
252,4,0
540,20,1480
702,34,85
649,36,85
166,20,45
906,48,1905
985,12,0
1386,154,6315
1222,62,1855
1412,242,9850
1412,242,9850
1412,242,9850
1307,84,660
1057,52,1560
574,22,45
615,10,0
511,0,0
521,22,45
511,0,0
694,20,855
126,0,0
980,24,1505
310,0,0
664,36,165
664,36,165
620,4,0
620,4,0
620,4,0
664,36,165
716,38,135
650,36,135
650,36,135
552,14,0
540,10,0
564,22,30
544,20,30
400,6,0
716,38,135
716,38,135
433,0,0
650,36,135
372,18,25
372,18,25
554,36,3040
728,196,9850
728,196,9850
728,196,9850
36,4,0
0,0,0
143,0,0
254,16,25
300,6,0
0,0,0
424,188,3415
405,156,2885
424,188,3415
424,188,3415
230,16,105
362,110,1740
316,16,690
405,156,2885
424,188,3415
424,188,3415
405,156,2885
405,156,2885
319,8,0
127,0,0
424,188,3415
38,4,0
28,4,0
449,10,0
230,46,225
185,26,145
195,42,225
213,40,225
142,6,0
189,12,0
300,20,25
293,18,25
184,0,0
60,16,25
265,6,0
233,18,25
262,20,105
225,8,0
256,22,30
210,4,0
210,4,0
134,4,0
16,0,0
24,4,0
4,4,0
4,4,0
4,4,0
90,16,25
90,16,25
90,16,25
0,0,0
12,4,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
4,4,0
4,4,0
4,4,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
